symbol,AnnRet,AnnVol,Sharpe
6B_FRONT_CALENDAR,-0.00785501717642805,0.013857450465638145,-0.5668443265163294
6E_FRONT_CALENDAR,0.004974563356732686,0.010130449249778843,0.4910506172114021
6J_FRONT_CALENDAR,0.00018988337366290816,0.01589039815050372,0.011949566767582152
CL_FRONT_VOLUME,-0.009717552831642799,0.09338647206316873,-0.10405739307797841
ES_FRONT_CALENDAR_2D,0.0017094731141820553,0.0362069565610914,0.04721394109161563
GC_FRONT_VOLUME,0.014043085998683124,0.030423018512787073,0.4615941048972733
NQ_FRONT_CALENDAR_2D,0.020739747476699006,0.044780050915094405,0.4631470275909864
RTY_FRONT_CALENDAR_2D,0.0073519793644953825,0.04489713208936,0.1637516478750254
SR3_FRONT_CALENDAR,-0.0010460107291070254,0.0014662015659809926,-0.7134153675570317
UB_FRONT_VOLUME,0.004304397333062281,0.028791656276122252,0.14950155322019598
ZF_FRONT_VOLUME,0.0010341358244620657,0.006573902517839874,0.15730927278822407
ZN_FRONT_VOLUME,5.0090860013148595e-06,0.009137448853026952,0.0005481930549636407
ZT_FRONT_VOLUME,-0.0009222014775554382,0.003019453197336284,-0.3054200271655114
