date,ret
2020-01-03,-0.00016490509015093524
2020-01-06,9.518319158435817e-05
2020-01-07,-0.0003679232049875192
2020-01-08,0.0004944918648680519
2020-01-09,-3.80723672998573e-05
2020-01-10,-6.330848561136859e-06
2020-01-13,7.613958311153413e-05
2020-01-14,-1.2673605973567703e-05
2020-01-15,-6.350012699996022e-06
2020-01-16,-4.4422865805249234e-05
2020-01-17,4.44117460280391e-05
2020-01-20,-1.2692288165694343e-05
2020-01-21,-0.00016495052876175365
2020-01-22,1.904826407089777e-05
2020-01-23,-6.975835017009047e-05
2020-01-24,-6.978621869804802e-05
2020-01-26,-0.00013945754896838025
2020-01-27,-0.0002092847497888739
2020-01-28,0.0002535473200149796
2020-01-29,-0.00019017586816516552
2020-01-30,-1.9029258047670305e-05
2020-01-31,-0.0006022486300306662
2020-02-02,-5.0738260599869633e-05
2020-02-03,0.00032943675440508247
2020-02-04,0.0003674578563000186
2020-02-05,0.00033561187498939993
2020-02-06,3.805370345888459e-05
2020-02-07,-0.00024097202540335205
2020-02-09,-0.00015209515324271505
2020-02-10,-6.383163741796594e-06
2020-02-11,0.00022167844696266426
2020-02-12,-7.586102260659366e-05
2020-02-13,1.8996709131829936e-05
2020-02-14,-0.00012679292090428396
2020-02-16,1.2692932575164573e-05
2020-02-17,0.0
2020-02-18,-0.00015210694126055468
2020-02-19,0.00017110779944429222
2020-02-20,-0.00015204824298389874
2020-02-21,-0.00025343356474455403
2020-02-23,-0.0003293891784581504
2020-02-24,-0.00020903728867527338
2020-02-25,-0.00020251163436491026
2020-02-26,0.0003347362227224815
2020-02-27,-0.0010185631898342873
2020-02-28,-0.00029855936645173387
2020-03-01,-0.0009145527800328845
2020-03-02,0.00029369741170251484
2020-03-03,-0.002074700893721859
2020-03-04,0.00013207057450845272
2020-03-05,-0.000817455681338175
2020-03-06,-0.0005091921305043767
2020-03-09,-0.0006468032097257104
2020-03-10,0.0001946523000610767
2020-03-11,-0.0005956687526334492
2020-03-12,-0.00046404343538886117
2020-03-13,-5.200107647262975e-08
2020-03-15,-0.00035048255024061614
2020-03-16,0.000419662460827086
2020-03-17,-1.850663876928893e-05
2020-03-18,-0.003320696635756626
2020-03-19,0.0001314514141603773
2020-03-20,0.0002816201829101139
2020-03-22,3.753565793607194e-05
2020-03-23,5.628987251724005e-05
2020-03-24,-6.880662077107802e-05
2020-03-25,0.00022525155395125562
2020-03-26,-1.2530036850810777e-05
2020-03-27,0.00011263014948409422
2020-03-30,-6.253314379253694e-05
2020-03-31,-6.253877539255659e-05
2020-04-01,3.128049518053011e-05
2020-04-02,-5.003815662232847e-05
2020-04-03,5.005944367178494e-05
2020-04-06,2.5066988011829272e-05
2020-04-07,0.0001001627686951223
2020-04-08,1.2464251925081715e-05
2020-04-09,0.00010006566943732143
2020-04-12,1.2509382036562933e-05
2020-04-13,-7.504815655226538e-05
2020-04-14,-5.002876682252966e-05
2020-04-15,1.2513138231751153e-05
2020-04-16,-2.501751250907902e-05
2020-04-17,7.506192513404009e-05
2020-04-20,3.752126263292799e-05
2020-04-21,-0.00025052727853153156
2020-04-22,6.254816180922829e-05
2020-04-23,-0.0002130601575433544
2020-04-24,6.255628940049496e-06
2020-04-26,1.2506878783347108e-05
2020-04-27,2.5015634912639584e-05
2020-04-28,-3.126860462746017e-05
2020-04-29,0.00012506753902363776
2020-04-30,7.504252213624829e-05
2020-05-01,-1.2503125781437863e-05
2020-05-03,1.2505627532355401e-05
2020-05-04,-1.2503751125325646e-05
2020-05-05,-0.00024399530964294702
2020-05-06,8.752812865048254e-05
2020-05-07,6.875389754926187e-05
2020-05-08,-0.0001375093825960183
2020-05-10,-2.5002500250004278e-05
2020-05-11,-8.754377470240882e-05
2020-05-12,-0.00012506002907669567
2020-05-13,3.752876932516802e-05
2020-05-14,1.2503125781493374e-05
2020-05-15,-0.0003002721579611345
2020-05-17,2.5013757566694217e-05
2020-05-18,-3.753501488223954e-05
2020-05-19,-2.501250650346898e-05
2020-05-20,0.00016881253039263688
2020-05-21,5.627594992019258e-05
2020-05-22,-3.751782129354786e-05
2020-05-25,-1.2506878783319353e-05
2020-05-26,-5.002094698119963e-05
2020-05-27,-2.501469632579245e-05
2020-05-28,3.751344142993718e-05
2020-05-29,-6.251969296172666e-05
2020-05-31,1.2506878783347108e-05
2020-06-01,-2.500187565673828e-05
2020-06-02,-5.6287047769637555e-05
2020-06-03,9.99888935342419e-05
2020-06-04,-1.876469852366003e-05
2020-06-05,0.0003939831071175792
2020-06-07,-1.876031798708766e-05
2020-06-08,-3.126703826955568e-05
2020-06-09,-5.00657042475372e-05
2020-06-10,-6.24874505605888e-06
2020-06-11,-0.00017511632725486503
2020-06-12,6.271434136367882e-06
2020-06-15,-0.0003192891932679298
2020-06-16,-3.7516258380027034e-05
2020-06-17,0.00013136823725942715
2020-06-18,1.8772364748509407e-05
2020-06-19,-5.000561852275265e-05
2020-06-21,-2.5018137351867642e-05
2020-06-22,4.378220846701364e-05
2020-06-23,2.5009381160567834e-05
2020-06-24,2.5018448608415955e-05
2020-06-25,-1.2498122278908896e-05
2020-06-26,3.753626588226533e-05
2020-06-28,1.2507504502712319e-05
2020-06-29,5.001438047125273e-05
2020-06-30,-2.498093376923638e-05
2020-07-01,-1.254531207933729e-05
2020-07-02,-6.877017067627444e-05
2020-07-03,-2.501063216150956e-05
2020-07-06,-6.27063873037681e-06
2020-07-07,-6.242026960534552e-06
2020-07-08,2.502376382385041e-05
2020-07-09,-5.626501876165868e-05
2020-07-10,-6.264848071896312e-06
