date,vix,vvix,vx1,vvix_vix_spread,signal,position,vx1_return,pnl
2020-10-05,27.96,103.22,30.83,75.25999999999999,-1.0,-1.0,-0.039744541100254605,-0.039744541100254605
2020-10-06,29.48,106.14,31.23,76.66,-1.0,-1.0,0.01289092939692793,0.01289092939692793
2020-10-07,28.06,104.19,30.03,76.13,-1.0,-1.0,-0.039182289299747985,-0.039182289299747985
2020-10-08,26.36,104.8,28.13,78.44,-1.0,-1.0,-0.06536025949347346,-0.06536025949347346
2020-10-09,25.0,109.22,26.88,84.22,-1.0,-1.0,-0.045454106846817055,-0.045454106846817055
2020-10-12,25.07,109.68,26.33,84.61000000000001,-1.0,-1.0,-0.02067354214673056,-0.02067354214673056
2020-10-13,26.07,110.97,26.78,84.9,-1.0,-1.0,0.01694636675480865,0.01694636675480865
2020-10-14,26.4,116.93,27.08,90.53,-1.0,-1.0,0.011140107781047348,0.011140107781047348
2020-10-15,26.97,117.59,27.58,90.62,-1.0,-1.0,0.018295424321081555,0.018295424321081555
2020-10-16,27.41,115.92,27.88,88.51,-1.0,-1.0,0.010818713527167567,0.010818713527167567
2020-10-19,29.18,119.76,29.18,90.58000000000001,-1.0,-1.0,0.045573957202316606,0.045573957202316606
2020-10-20,29.35,119.59,29.28,90.24000000000001,-1.0,-1.0,0.003421145998470987,0.003421145998470987
2020-10-21,28.65,117.47,29.23,88.82,-1.0,-1.0,-0.001709109969956213,-0.001709109969956213
2020-10-22,28.11,118.6,28.83,90.49,-1.0,-1.0,-0.013779067472843742,-0.013779067472843742
2020-10-23,27.55,118.94,28.78,91.39,-1.0,-1.0,-0.0017358101910889268,-0.0017358101910889268
2020-10-26,32.46,133.08,31.33,100.62,-1.0,-1.0,0.08489540350487834,0.08489540350487834
2020-10-27,33.35,135.32,31.33,101.97,-1.0,-1.0,0.0,0.0
2020-10-28,40.28,152.01,36.0,111.72999999999999,-1.0,-1.0,0.13894283349200975,0.13894283349200975
2020-10-29,37.59,147.84,33.13,110.25,-1.0,-1.0,-0.08307972214430537,-0.08307972214430537
2020-10-30,38.02,145.24,34.1,107.22,-1.0,-1.0,0.028858167977666493,0.028858167977666493
2020-11-02,37.13,142.65,33.38,105.52000000000001,-1.0,-1.0,-0.02134046605578188,-0.02134046605578188
2020-11-03,35.55,136.28,31.43,100.73,-1.0,-1.0,-0.06019406742421296,-0.06019406742421296
2020-11-04,29.57,122.12,28.38,92.55000000000001,-1.0,-1.0,-0.10207817907757955,-0.10207817907757955
2020-11-05,27.58,117.68,27.78,90.10000000000001,-1.0,-1.0,-0.021368334405698963,-0.021368334405698963
2020-11-06,24.86,112.92,25.48,88.06,-1.0,-1.0,-0.08642250662223505,-0.08642250662223505
2020-11-09,25.75,116.78,25.58,91.03,-1.0,-1.0,0.003916965446733922,0.003916965446733922
2020-11-10,24.8,116.05,24.68,91.25,-1.0,-1.0,-0.035817597113509514,-0.035817597113509514
2020-11-11,23.45,118.32,23.83,94.86999999999999,-1.0,-1.0,-0.035047907926536226,-0.035047907926536226
2020-11-12,25.35,121.57,25.88,96.22,-1.0,-1.0,0.0825251785220491,0.0825251785220491
2020-11-13,23.1,114.39,23.33,91.28999999999999,-1.0,-1.0,-0.10373038359936126,-0.10373038359936126
2020-11-16,22.45,115.0,22.93,92.55,-1.0,-1.0,-0.017293989163525758,-0.017293989163525758
2020-11-17,22.71,116.25,22.98,93.53999999999999,-1.0,-1.0,0.0021781755507968015,0.0021781755507968015
2020-11-18,23.84,117.9,24.88,94.06,-1.0,-1.0,0.07943999545036906,0.07943999545036906
2020-11-19,23.11,114.15,24.48,91.04,-1.0,-1.0,-0.016207810226853248,-0.016207810226853248
2020-11-20,23.7,113.99,24.38,90.28999999999999,-1.0,-1.0,-0.004093333591000281,-0.004093333591000281
2020-11-23,22.66,109.85,24.1,87.19,-1.0,-1.0,-0.011551283556515912,-0.011551283556515912
2020-11-24,21.64,104.56,23.6,82.92,-1.0,-1.0,-0.020965128465044724,-0.020965128465044724
2020-11-25,21.25,103.46,22.63,82.21,-1.0,-1.0,-0.041970252386118734,-0.041970252386118734
2020-11-27,20.84,106.12,22.8,85.28,-1.0,-1.0,0.007484076314949295,0.007484076314949295
2020-11-30,20.57,106.12,22.38,85.55000000000001,-1.0,-1.0,-0.018592833076616078,-0.018592833076616078
2020-12-01,20.77,108.43,22.83,87.66000000000001,-1.0,-1.0,0.019907757657925185,0.019907757657925185
2020-12-02,21.17,107.52,22.68,86.35,-1.0,-1.0,-0.006591981682153136,-0.006591981682153136
2020-12-03,21.28,107.89,22.98,86.61,-1.0,-1.0,0.013140793561058572,0.013140793561058572
2020-12-04,20.79,103.72,22.48,82.93,-1.0,-1.0,-0.021998247395119463,-0.021998247395119463
2020-12-07,21.3,104.42,22.48,83.12,-1.0,-1.0,0.0,0.0
2020-12-08,20.68,102.82,21.38,82.13999999999999,-1.0,-1.0,-0.050170119428591065,-0.050170119428591065
2020-12-09,22.27,113.93,22.53,91.66000000000001,-1.0,-1.0,0.0523918488472539,0.0523918488472539
2020-12-10,22.52,114.66,22.53,92.14,-1.0,-1.0,0.0,0.0
2020-12-11,23.31,120.77,23.63,97.46,-1.0,-1.0,0.04766933675466323,0.04766933675466323
2020-12-14,24.72,127.68,24.28,102.96000000000001,-1.0,-1.0,0.027135874992481046,0.027135874992481046
2020-12-15,22.89,119.11,22.88,96.22,-1.0,-1.0,-0.05938979967970015,-0.05938979967970015
2020-12-16,22.5,111.85,24.1,89.35,-1.0,-1.0,0.05194867398501213,0.05194867398501213
2020-12-17,21.93,110.21,23.83,88.28,-1.0,-1.0,-0.011266549385958502,-0.011266549385958502
2020-12-18,21.57,110.3,24.18,88.72999999999999,-1.0,-1.0,0.014580554075995789,0.014580554075995789
2020-12-21,25.16,121.61,26.33,96.45,-1.0,-1.0,0.08518312832157138,0.08518312832157138
2020-12-22,24.23,120.57,25.78,96.33999999999999,-1.0,-1.0,-0.021109975997176456,-0.021109975997176456
2020-12-23,23.31,118.31,24.63,95.0,-1.0,-1.0,-0.04563378537859508,-0.04563378537859508
2020-12-24,21.53,115.26,23.85,93.73,-1.0,-1.0,-0.03218099479809622,-0.03218099479809622
2020-12-28,21.7,114.4,23.68,92.7,-1.0,-1.0,-0.007153407318545302,-0.007153407318545302
2020-12-29,23.08,116.27,24.63,93.19,-1.0,-1.0,0.03933440211664152,0.03933440211664152
2020-12-30,22.77,112.04,23.68,89.27000000000001,-1.0,-1.0,-0.03933440211664152,-0.03933440211664152
2020-12-31,22.75,111.86,23.68,89.11,-1.0,-1.0,0.0,0.0
2021-01-04,26.97,124.65,26.28,97.68,-1.0,-1.0,0.10417738360060502,0.10417738360060502
2021-01-05,25.34,120.07,25.33,94.72999999999999,-1.0,-1.0,-0.03681872960282595,-0.03681872960282595
2021-01-06,25.07,119.9,25.13,94.83000000000001,-1.0,-1.0,-0.007927112458083307,-0.007927112458083307
2021-01-07,22.37,109.38,23.23,87.00999999999999,-1.0,-1.0,-0.0786178047731827,-0.0786178047731827
2021-01-08,21.56,111.0,22.78,89.44,-1.0,-1.0,-0.019561588763282067,-0.019561588763282067
2021-01-11,24.08,118.8,24.48,94.72,-1.0,-1.0,0.07197349962508959,0.07197349962508959
2021-01-12,23.33,115.79,23.33,92.46000000000001,-1.0,-1.0,-0.04811637161078686,-0.04811637161078686
2021-01-13,22.21,117.76,22.68,95.55000000000001,-1.0,-1.0,-0.02825660717378753,-0.02825660717378753
2021-01-14,23.25,122.78,23.18,99.53,-1.0,-1.0,0.021806359052054525,0.021806359052054525
2021-01-15,24.34,124.25,23.78,99.91,-1.0,-1.0,0.025555053351030033,0.025555053351030033
2021-01-19,23.24,120.71,23.23,97.47,-1.0,-1.0,-0.023400344480317692,-0.023400344480317692
2021-01-20,21.58,114.17,24.78,92.59,-1.0,-1.0,0.06459232941867832,0.06459232941867832
2021-01-21,21.32,112.59,24.53,91.27000000000001,-1.0,-1.0,-0.010140017930598155,-0.010140017930598155
2021-01-22,21.91,111.79,24.88,89.88000000000001,-1.0,-1.0,0.014167409600580605,0.014167409600580605
2021-01-25,23.19,116.63,25.95,93.44,-1.0,-1.0,0.04210734174091879,0.04210734174091879
2021-01-26,23.02,115.31,25.41,92.29,-1.0,-1.0,-0.021028812279825004,-0.021028812279825004
2021-01-27,37.21,157.69,31.53,120.47999999999999,-1.0,-1.0,0.21579667622489707,0.21579667622489707
2021-01-28,30.21,133.22,30.39,103.00999999999999,-1.0,-1.0,-0.0368258666282677,-0.0368258666282677
2021-01-29,33.09,137.33,32.39,104.24000000000001,-1.0,-1.0,0.06373612625453617,0.06373612625453617
2021-02-01,30.24,129.44,30.33,99.2,-1.0,-1.0,-0.06571241148274831,-0.06571241148274831
2021-02-02,25.56,119.1,27.58,93.53999999999999,-1.0,-1.0,-0.09504644933533424,-0.09504644933533424
2021-02-03,22.91,111.03,25.78,88.12,-1.0,-1.0,-0.06749187485411401,-0.06749187485411401
2021-02-04,21.77,108.47,24.23,86.7,-1.0,-1.0,-0.06200746268260726,-0.06200746268260726
2021-02-05,20.87,107.64,24.1,86.77,-1.0,-1.0,-0.005379694331824947,-0.005379694331824947
2021-02-08,21.24,106.61,23.84,85.37,-1.0,-1.0,-0.010846998299460342,-0.010846998299460342
2021-02-09,21.63,108.14,23.7,86.51,-1.0,-1.0,-0.00588979405606338,-0.00588979405606338
2021-02-10,21.99,114.93,23.74,92.94000000000001,-1.0,-1.0,0.00168634104043619,0.00168634104043619
2021-02-11,21.25,116.22,22.71,94.97,-1.0,-1.0,-0.04435603306405467,-0.04435603306405467
2021-02-12,19.97,118.59,21.36,98.62,-1.0,-1.0,-0.06128534202547309,-0.06128534202547309
2021-02-16,21.46,124.66,21.24,103.19999999999999,-1.0,-1.0,-0.0028208763416417426,-0.0028208763416417426
2021-02-17,21.5,122.83,25.6,101.33,-1.0,-1.0,0.18670615511177902,0.18670615511177902
2021-02-18,22.49,121.05,25.8,98.56,-1.0,-1.0,0.007782140442055052,0.007782140442055052
2021-02-19,22.05,117.45,24.8,95.4,-1.0,-1.0,-0.03953083875663532,-0.03953083875663532
2021-02-22,23.45,117.06,25.9,93.61,-1.0,-1.0,0.04339931553455534,0.04339931553455534
2021-02-23,23.11,112.78,24.75,89.67,-1.0,-1.0,-0.04541747969079246,-0.04541747969079246
2021-02-24,21.34,109.6,23.76,88.25999999999999,-1.0,-1.0,-0.040821994520255256,-0.040821994520255256
2021-02-25,28.89,127.83,28.22,98.94,-1.0,-1.0,0.17202745193022384,0.17202745193022384
2021-02-26,27.95,124.96,26.74,97.00999999999999,-1.0,-1.0,-0.053870374750871086,-0.053870374750871086
2021-03-01,23.35,114.94,24.62,91.59,-1.0,-1.0,-0.0826014509174895,-0.0826014509174895
2021-03-02,24.1,114.92,24.77,90.82,-1.0,-1.0,0.006074122744960775,0.006074122744960775
2021-03-03,26.67,121.23,26.13,94.56,-1.0,-1.0,0.05345083603125289,0.05345083603125289
2021-03-04,28.57,124.62,27.52,96.05000000000001,-1.0,-1.0,0.05182893353262186,0.05182893353262186
2021-03-05,24.66,116.21,25.05,91.55,-1.0,-1.0,-0.09403918553426927,-0.09403918553426927
2021-03-08,25.47,114.62,25.37,89.15,-1.0,-1.0,0.01269354608031703,0.01269354608031703
2021-03-09,24.03,108.71,23.97,84.67999999999999,-1.0,-1.0,-0.05676432516489793,-0.05676432516489793
2021-03-10,22.56,114.68,23.5,92.12,-1.0,-1.0,-0.01980262729617932,-0.01980262729617932
2021-03-11,21.91,112.87,22.89,90.96000000000001,-1.0,-1.0,-0.026300287185637927,-0.026300287185637927
2021-03-12,20.69,111.73,21.98,91.04,-1.0,-1.0,-0.04056718498900036,-0.04056718498900036
2021-03-15,20.03,110.49,20.1,90.46,-1.0,-1.0,-0.08941313391044492,-0.08941313391044492
2021-03-16,19.79,113.73,19.92,93.94,-1.0,-1.0,-0.008995562908578059,-0.008995562908578059
2021-03-17,19.23,109.9,23.0,90.67,-1.0,-1.0,0.14376996377269746,0.14376996377269746
2021-03-18,21.58,117.8,24.3,96.22,-1.0,-1.0,0.05498213441735311,0.05498213441735311
2021-03-19,20.95,115.95,23.32,95.0,-1.0,-1.0,-0.04116498886421116,-0.04116498886421116
2021-03-22,18.88,108.63,21.73,89.75,-1.0,-1.0,-0.07061756721395351,-0.07061756721395351
2021-03-23,20.3,111.69,22.83,91.39,-1.0,-1.0,0.049381666273366154,0.049381666273366154
2021-03-24,21.2,110.67,22.98,89.47,-1.0,-1.0,0.006548811878905436,0.006548811878905436
2021-03-25,19.81,104.75,22.31,84.94,-1.0,-1.0,-0.029589263976168567,-0.029589263976168567
2021-03-26,18.86,103.26,21.39,84.4,-1.0,-1.0,-0.04211148535012699,-0.04211148535012699
2021-03-29,20.74,105.84,22.0,85.10000000000001,-1.0,-1.0,0.028118930264001918,0.028118930264001918
2021-03-30,19.61,101.9,21.03,82.29,-1.0,-1.0,-0.04509246364370778,-0.04509246364370778
2021-03-31,19.4,100.04,20.73,80.64000000000001,-1.0,-1.0,-0.014368063266919862,-0.014368063266919862
2021-04-01,17.33,98.97,20.08,81.64,0.0,-1.0,-0.03185763162416011,-0.03185763162416011
2021-04-05,17.91,99.24,19.54,81.33,0.0,0.0,-0.0030659196218350004,0.0
2021-04-06,18.12,99.06,19.56,80.94,0.0,0.0,0.001023017992034525,-0.0
2021-04-07,17.16,97.09,18.99,79.93,0.0,0.0,-0.029574139782476916,0.0
2021-04-08,16.95,100.72,18.49,83.77,-1.0,0.0,-0.026682479425161,0.0
2021-04-09,16.69,102.06,18.15,85.37,-1.0,-1.0,-0.01855948468817381,-0.01855948468817381
2021-04-12,16.91,102.08,18.0,85.17,-1.0,-1.0,-0.008298802814695083,-0.008298802814695083
2021-04-13,16.65,100.44,17.68,83.78999999999999,-1.0,-1.0,-0.017937700686667224,-0.017937700686667224
2021-04-14,16.99,107.47,18.1,90.48,-1.0,-1.0,0.02347788106228288,0.02347788106228288
2021-04-15,16.57,108.66,17.15,92.09,-1.0,-1.0,-0.05391376465983155,-0.05391376465983155
2021-04-16,16.25,107.8,17.0,91.55,-1.0,-1.0,-0.008784829555732454,-0.008784829555732454
2021-04-19,17.29,111.9,17.66,94.61000000000001,-1.0,-1.0,0.03808885111959759,0.03808885111959759
2021-04-20,18.68,116.37,18.65,97.69,-1.0,-1.0,0.054543950914010875,0.054543950914010875
2021-04-21,17.5,112.9,20.0,95.4,-1.0,-1.0,0.06988612746416623,0.06988612746416623
2021-04-22,18.71,116.05,21.17,97.34,-1.0,-1.0,0.05685281159278288,0.05685281159278288
2021-04-23,17.33,108.36,20.43,91.03,-1.0,-1.0,-0.03558067631724304,-0.03558067631724304
2021-04-26,17.64,104.01,20.21,86.37,-1.0,-1.0,-0.01082687741400079,-0.01082687741400079
2021-04-27,17.56,103.39,19.71,85.83,-1.0,-1.0,-0.025051410250901185,-0.025051410250901185
2021-04-28,17.28,104.78,19.66,87.5,-1.0,-1.0,-0.002540006445608256,-0.002540006445608256
2021-04-29,17.61,105.46,19.57,87.85,-1.0,-1.0,-0.004588333311035697,-0.004588333311035697
2021-04-30,18.61,109.22,20.44,90.61,-1.0,-1.0,0.04349598392751908,0.04349598392751908
2021-05-03,18.31,108.32,19.73,90.00999999999999,-1.0,-1.0,-0.035353445300979836,-0.035353445300979836
2021-05-04,19.48,111.22,20.55,91.74,-1.0,-1.0,0.04072062090771977,0.04072062090771977
2021-05-05,19.15,109.51,19.98,90.36000000000001,-1.0,-1.0,-0.028129167721836268,-0.028129167721836268
2021-05-06,18.39,108.39,19.69,90.0,-1.0,-1.0,-0.014620880569373274,-0.014620880569373274
2021-05-07,16.69,107.03,18.29,90.34,-1.0,-1.0,-0.07375643024826006,-0.07375643024826006
2021-05-10,19.66,114.1,19.48,94.44,-1.0,-1.0,0.06303383581161492,0.06303383581161492
2021-05-11,21.84,122.47,21.24,100.63,-1.0,-1.0,0.08649789815934872,0.08649789815934872
2021-05-12,27.59,146.28,25.97,118.69,-1.0,-1.0,0.20105582930091925,0.20105582930091925
2021-05-13,23.13,130.01,22.69,106.88,-1.0,-1.0,-0.1350177268829067,-0.1350177268829067
2021-05-14,18.81,117.56,19.13,98.75,-1.0,-1.0,-0.170666515339589,-0.170666515339589
2021-05-17,19.72,120.7,19.91,100.98,-1.0,-1.0,0.039964334623943554,0.039964334623943554
2021-05-18,21.34,123.93,21.14,102.59,-1.0,-1.0,0.05994486236598684,0.05994486236598684
2021-05-19,22.18,130.17,23.39,107.98999999999998,-1.0,-1.0,0.10114160015399598,0.10114160015399598
2021-05-20,20.67,126.34,22.1,105.67,-1.0,-1.0,-0.05673097207238076,-0.05673097207238076
2021-05-21,20.15,124.22,21.85,104.07,-1.0,-1.0,-0.01137668698210792,-0.01137668698210792
2021-05-24,18.4,116.12,20.76,97.72,-1.0,-1.0,-0.05117286324391124,-0.05117286324391124
2021-05-25,18.84,113.55,20.7,94.71,-1.0,-1.0,-0.0028943580263645075,-0.0028943580263645075
2021-05-26,17.36,106.29,19.62,88.93,-1.0,-1.0,-0.053584246134106284,-0.053584246134106284
2021-05-27,16.74,103.88,18.57,87.14,-1.0,-1.0,-0.05500207877260266,-0.05500207877260266
2021-05-28,16.76,105.41,19.13,88.64999999999999,-1.0,-1.0,0.02971040808754699,0.02971040808754699
2021-06-01,17.9,113.04,19.56,95.14000000000001,-1.0,-1.0,0.013381568695831625,0.013381568695831625
2021-06-02,17.48,112.57,18.92,95.08999999999999,-1.0,-1.0,-0.033267100982938835,-0.033267100982938835
2021-06-03,18.04,114.31,19.29,96.27000000000001,-1.0,-1.0,0.019367263293905257,0.019367263293905257
2021-06-04,16.42,108.16,18.12,91.74,-1.0,-1.0,-0.06257052630280446,-0.06257052630280446
2021-06-07,16.42,108.03,17.64,91.61,-1.0,-1.0,-0.02684725003618782,-0.02684725003618782
2021-06-08,17.07,109.62,17.9,92.55000000000001,-1.0,-1.0,0.014631662268063561,0.014631662268063561
2021-06-09,17.89,120.97,18.38,103.08,-1.0,-1.0,0.02646240408083189,0.02646240408083189
2021-06-10,16.1,116.76,16.9,100.66,-1.0,-1.0,-0.08394949499851334,-0.08394949499851334
2021-06-11,15.65,116.12,16.55,100.47,-1.0,-1.0,-0.020927520105955555,-0.020927520105955555
2021-06-14,16.39,119.8,16.45,103.41,-1.0,-1.0,-0.00606062461169099,-0.00606062461169099
2021-06-15,17.02,122.9,17.1,105.88000000000001,-1.0,-1.0,0.03875298629723334,0.03875298629723334
2021-06-16,18.15,121.57,19.62,103.41999999999999,-1.0,-1.0,0.13747099062860269,0.13747099062860269
2021-06-17,17.75,120.63,19.51,102.88,-1.0,-1.0,-0.005622299502197059,-0.005622299502197059
2021-06-18,20.7,128.83,21.34,108.13000000000001,-1.0,-1.0,0.08965609123858709,0.08965609123858709
2021-06-21,17.89,121.25,19.92,103.36,-1.0,-1.0,-0.06885899371715487,-0.06885899371715487
2021-06-22,16.66,114.01,18.83,97.35000000000001,-1.0,-1.0,-0.056272909487391054,-0.056272909487391054
2021-06-23,16.32,110.48,18.44,94.16,-1.0,-1.0,-0.02092912454061313,-0.02092912454061313
2021-06-24,15.97,107.87,18.17,91.9,-1.0,-1.0,-0.014750335720368213,-0.014750335720368213
2021-06-25,15.62,105.91,17.7,90.28999999999999,-1.0,-1.0,-0.02620724282829645,-0.02620724282829645
2021-06-28,15.76,106.32,17.72,90.55999999999999,-1.0,-1.0,0.0011293055971512977,0.0011293055971512977
2021-06-29,16.02,107.01,18.13,90.99000000000001,-1.0,-1.0,0.02287407958982479,0.02287407958982479
2021-06-30,15.83,106.73,17.9,90.9,-1.0,-1.0,-0.012767311920050428,-0.012767311920050428
2021-07-01,15.48,108.72,17.47,93.24,-1.0,-1.0,-0.024315588700743795,-0.024315588700743795
2021-07-02,15.07,106.11,17.47,91.03999999999999,-1.0,-1.0,0.0,0.0
2021-07-06,16.44,112.24,18.0,95.8,-1.0,-1.0,0.029886633750199287,0.029886633750199287
2021-07-07,16.2,112.7,18.05,96.5,-1.0,-1.0,0.002773926882725597,0.002773926882725597
2021-07-08,19.0,120.03,19.55,101.03,-1.0,-1.0,0.07982960165248487,0.07982960165248487
2021-07-09,16.18,112.62,17.8,96.44,-1.0,-1.0,-0.0937768291333354,-0.0937768291333354
2021-07-12,16.17,111.59,17.37,95.42,-1.0,-1.0,-0.024453877045025774,-0.024453877045025774
2021-07-13,17.12,116.4,17.73,99.28,-1.0,-1.0,0.02051353983310289,0.02051353983310289
2021-07-14,16.33,117.66,17.05,101.33,-1.0,-1.0,-0.039107916356591055,-0.039107916356591055
2021-07-15,17.01,121.03,17.51,104.02,-1.0,-1.0,0.026621942568235024,0.026621942568235024
2021-07-16,18.45,128.89,18.62,110.43999999999998,-1.0,-1.0,0.06146412555116054,0.06146412555116054
2021-07-19,22.5,139.54,22.74,117.03999999999999,-1.0,-1.0,0.1998892164734687,0.1998892164734687
2021-07-20,19.73,131.3,19.96,111.57000000000001,-1.0,-1.0,-0.13039521743907212,-0.13039521743907212
2021-07-21,17.91,122.53,20.11,104.62,-1.0,-1.0,0.007486932901243026,0.007486932901243026
2021-07-22,17.69,118.82,20.57,101.13,-1.0,-1.0,0.022616499880304897,0.022616499880304897
2021-07-23,17.2,114.92,20.37,97.72,-1.0,-1.0,-0.009770473426151227,-0.009770473426151227
2021-07-26,17.58,114.86,20.15,97.28,-1.0,-1.0,-0.010858941846022763,-0.010858941846022763
2021-07-27,19.36,121.11,20.71,101.75,-1.0,-1.0,0.027412387014801087,0.027412387014801087
2021-07-28,18.31,117.08,20.11,98.77,-1.0,-1.0,-0.029399471622931994,-0.029399471622931994
2021-07-29,17.7,114.04,19.71,96.34,-1.0,-1.0,-0.020091082619932088,-0.020091082619932088
2021-07-30,18.24,116.18,20.27,97.94000000000001,-1.0,-1.0,0.028015839299279754,0.028015839299279754
2021-08-02,19.46,122.85,21.15,103.38999999999999,-1.0,-1.0,0.042497945028378226,0.042497945028378226
2021-08-03,18.04,117.55,19.85,99.50999999999999,-1.0,-1.0,-0.06343589835908725,-0.06343589835908725
2021-08-04,17.97,116.21,19.85,98.24,-1.0,-1.0,0.0,0.0
2021-08-05,17.28,113.35,19.31,96.07,-1.0,-1.0,-0.02758091069277624,-0.02758091069277624
2021-08-06,16.15,112.0,18.7,95.85,-1.0,-1.0,-0.032099572579882274,-0.032099572579882274
2021-08-09,16.72,115.09,18.42,98.37,-1.0,-1.0,-0.015086493033380055,-0.015086493033380055
2021-08-10,16.79,114.15,17.98,97.36000000000001,-1.0,-1.0,-0.024177001783686425,-0.024177001783686425
2021-08-11,16.06,118.05,17.44,101.99,-1.0,-1.0,-0.03049361056264077,-0.03049361056264077
2021-08-12,15.59,117.72,17.0,102.13,-1.0,-1.0,-0.025553074424617517,-0.025553074424617517
2021-08-13,15.45,117.81,16.63,102.36,-1.0,-1.0,-0.022005050851380048,-0.022005050851380048
2021-08-16,16.12,117.69,16.5,101.57,-1.0,-1.0,-0.007847912298301285,-0.007847912298301285
2021-08-17,17.91,120.53,17.58,102.62,-1.0,-1.0,0.06340151135049599,0.06340151135049599
2021-08-18,21.57,128.41,21.71,106.84,-1.0,-1.0,0.21101109163316956,0.21101109163316956
2021-08-19,21.67,130.41,22.35,108.74,-1.0,-1.0,0.029053337169377524,0.029053337169377524
2021-08-20,18.56,120.51,20.53,101.95,-1.0,-1.0,-0.08493909002873545,-0.08493909002873545
2021-08-23,17.15,113.33,19.85,96.18,-1.0,-1.0,-0.033683223897643,-0.033683223897643
2021-08-24,17.22,111.09,19.73,93.87,-1.0,-1.0,-0.006063687098675441,-0.006063687098675441
2021-08-25,16.79,108.84,19.23,92.05000000000001,-1.0,-1.0,-0.02566876043383548,-0.02566876043383548
2021-08-26,18.84,116.6,20.12,97.75999999999999,-1.0,-1.0,0.04524278563085016,0.04524278563085016
2021-08-27,16.39,109.62,18.95,93.23,-1.0,-1.0,-0.05991041370310324,-0.05991041370310324
2021-08-30,16.19,107.9,18.75,91.71000000000001,-1.0,-1.0,-0.010610179112015672,-0.010610179112015672
2021-08-31,16.48,105.81,18.62,89.33,-1.0,-1.0,-0.006957480567498564,-0.006957480567498564
2021-09-01,16.11,105.2,18.08,89.09,-1.0,-1.0,-0.02942991688489105,-0.02942991688489105
2021-09-02,16.41,105.7,17.96,89.29,-1.0,-1.0,-0.006659292089976621,-0.006659292089976621
2021-09-03,16.41,105.48,18.35,89.07000000000001,-1.0,-1.0,0.021482511626525813,0.021482511626525813
2021-09-07,18.14,111.01,18.83,92.87,-1.0,-1.0,0.025821768168481807,0.025821768168481807
2021-09-08,17.96,115.06,18.77,97.1,-1.0,-1.0,-0.003191492070643509,-0.003191492070643509
2021-09-09,18.8,117.03,19.37,98.23,-1.0,-1.0,0.031465626820486925,0.031465626820486925
2021-09-10,20.95,124.98,20.62,104.03,-1.0,-1.0,0.0625360011699092,0.0625360011699092
2021-09-13,19.37,118.01,19.3,98.64,-1.0,-1.0,-0.06615638267797408,-0.06615638267797408
2021-09-14,19.46,120.37,19.72,100.91,-1.0,-1.0,0.0215282532636496,0.0215282532636496
2021-09-15,18.18,112.48,20.84,94.30000000000001,-1.0,-1.0,0.055240867710677044,0.055240867710677044
2021-09-16,18.69,112.11,20.56,93.42,-1.0,-1.0,-0.01352677629820187,-0.01352677629820187
2021-09-17,20.81,118.9,21.94,98.09,-1.0,-1.0,0.06496401426011955,0.06496401426011955
2021-09-20,25.71,138.93,24.46,113.22,-1.0,-1.0,0.10872767541194239,0.10872767541194239
2021-09-21,24.36,130.76,23.43,106.39999999999999,-1.0,-1.0,-0.04302187773932209,-0.04302187773932209
2021-09-22,20.87,117.62,22.1,96.75,-1.0,-1.0,-0.058439643995997326,-0.058439643995997326
2021-09-23,18.63,108.31,20.6,89.68,-1.0,-1.0,-0.07028653272817165,-0.07028653272817165
2021-09-24,17.75,103.07,19.82,85.32,-1.0,-1.0,-0.03859954689369349,-0.03859954689369349
2021-09-27,18.76,107.73,20.11,88.97,-1.0,-1.0,0.014525674882718942,0.014525674882718942
2021-09-28,23.25,121.06,22.52,97.81,-1.0,-1.0,0.11318659948692877,0.11318659948692877
2021-09-29,22.56,119.04,22.99,96.48,-1.0,-1.0,0.020655535503600664,0.020655535503600664
2021-09-30,23.14,118.01,22.87,94.87,-1.0,-1.0,-0.005233330740400444,-0.005233330740400444
2021-10-01,21.15,113.14,21.99,91.99000000000001,-1.0,-1.0,-0.03923820346801987,-0.03923820346801987
2021-10-04,22.96,117.17,22.68,94.21000000000001,-1.0,-1.0,0.030895674292881203,0.030895674292881203
2021-10-05,21.3,110.75,21.75,89.45,-1.0,-1.0,-0.04186972132485822,-0.04186972132485822
2021-10-06,21.0,110.92,21.22,89.92,-1.0,-1.0,-0.024669624348856,-0.024669624348856
2021-10-07,19.54,107.43,20.1,87.89000000000001,-1.0,-1.0,-0.054224318120806636,-0.054224318120806636
2021-10-08,18.77,107.27,19.72,88.5,-1.0,-1.0,-0.01908646589054097,-0.01908646589054097
2021-10-11,20.0,110.29,20.15,90.29,-1.0,-1.0,0.021570939218202412,0.021570939218202412
2021-10-12,19.85,109.12,19.72,89.27000000000001,-1.0,-1.0,-0.021570939218202412,-0.021570939218202412
2021-10-13,18.64,108.72,19.15,90.08,-1.0,-1.0,-0.029330633547834495,-0.029330633547834495
2021-10-14,16.86,107.97,17.6,91.11,-1.0,-1.0,-0.08440381358254845,-0.08440381358254845
2021-10-15,16.3,106.76,17.17,90.46000000000001,-1.0,-1.0,-0.024735227134722315,-0.024735227134722315
2021-10-18,16.31,104.37,16.62,88.06,-1.0,-1.0,-0.03255688548208191,-0.03255688548208191
2021-10-19,15.7,103.06,15.96,87.36,-1.0,-1.0,-0.04052119740563942,-0.04052119740563942
