date,instrument,weight
2021-01-29,SR3_FRONT_CALENDAR,0.03932677
2021-01-29,UB_FRONT_VOLUME,-0.31130846
2021-01-29,ZF_FRONT_VOLUME,-0.42857577
2021-01-29,ZN_FRONT_VOLUME,-0.69886834
2021-01-29,ZT_FRONT_VOLUME,-0.10825879
2021-02-05,6B_FRONT_CALENDAR,0.22025123
2021-02-05,6E_FRONT_CALENDAR,-0.07775522
2021-02-05,6J_FRONT_CALENDAR,-0.06852731
2021-02-05,CL_FRONT_VOLUME,0.07235777
2021-02-05,ES_FRONT_CALENDAR_2D,0.08723718
2021-02-05,GC_FRONT_VOLUME,-0.14148679
2021-02-05,NQ_FRONT_CALENDAR_2D,0.05864453
2021-02-05,RTY_FRONT_CALENDAR_2D,0.14019141
2021-02-05,SR3_FRONT_CALENDAR,0.04464370
2021-02-05,UB_FRONT_VOLUME,-0.28242632
2021-02-05,ZF_FRONT_VOLUME,-0.36247127
2021-02-05,ZN_FRONT_VOLUME,-0.63681212
2021-02-05,ZT_FRONT_VOLUME,0.02205992
2021-02-12,6B_FRONT_CALENDAR,0.21263169
2021-02-12,6E_FRONT_CALENDAR,-0.08164716
2021-02-12,6J_FRONT_CALENDAR,-0.14768206
2021-02-12,CL_FRONT_VOLUME,0.07175079
2021-02-12,ES_FRONT_CALENDAR_2D,0.08296363
2021-02-12,GC_FRONT_VOLUME,-0.12395254
2021-02-12,NQ_FRONT_CALENDAR_2D,0.06233380
2021-02-12,RTY_FRONT_CALENDAR_2D,0.11677288
2021-02-12,SR3_FRONT_CALENDAR,0.02847236
2021-02-12,UB_FRONT_VOLUME,-0.24980172
2021-02-12,ZF_FRONT_VOLUME,-0.33743769
2021-02-12,ZN_FRONT_VOLUME,-0.54631657
2021-02-12,ZT_FRONT_VOLUME,0.02312468
2021-02-19,6B_FRONT_CALENDAR,0.23845610
2021-02-19,6E_FRONT_CALENDAR,-0.06715946
2021-02-19,6J_FRONT_CALENDAR,-0.19334333
2021-02-19,CL_FRONT_VOLUME,0.07636269
2021-02-19,ES_FRONT_CALENDAR_2D,0.09116155
2021-02-19,GC_FRONT_VOLUME,-0.13261619
2021-02-19,NQ_FRONT_CALENDAR_2D,0.06658615
2021-02-19,RTY_FRONT_CALENDAR_2D,0.11841813
2021-02-19,SR3_FRONT_CALENDAR,0.07210623
2021-02-19,UB_FRONT_VOLUME,-0.25652230
2021-02-19,ZF_FRONT_VOLUME,-0.40398453
2021-02-19,ZN_FRONT_VOLUME,-0.57241634
2021-02-19,ZT_FRONT_VOLUME,0.03352628
2021-02-26,6B_FRONT_CALENDAR,0.25005516
2021-02-26,6E_FRONT_CALENDAR,-0.03954825
2021-02-26,6J_FRONT_CALENDAR,-0.23946884
2021-02-26,CL_FRONT_VOLUME,0.07912341
2021-02-26,ES_FRONT_CALENDAR_2D,0.08560550
2021-02-26,GC_FRONT_VOLUME,-0.13317745
2021-02-26,NQ_FRONT_CALENDAR_2D,0.05246897
2021-02-26,RTY_FRONT_CALENDAR_2D,0.11835561
2021-02-26,SR3_FRONT_CALENDAR,0.13611374
2021-02-26,UB_FRONT_VOLUME,-0.23305851
2021-02-26,ZF_FRONT_VOLUME,-0.41387019
2021-02-26,ZN_FRONT_VOLUME,-0.52859550
2021-02-26,ZT_FRONT_VOLUME,-0.04366909
2021-03-05,6B_FRONT_CALENDAR,0.22479612
2021-03-05,6E_FRONT_CALENDAR,-0.04374828
2021-03-05,6J_FRONT_CALENDAR,-0.23644604
2021-03-05,CL_FRONT_VOLUME,0.07168578
2021-03-05,ES_FRONT_CALENDAR_2D,0.07149454
2021-03-05,GC_FRONT_VOLUME,-0.11333277
2021-03-05,NQ_FRONT_CALENDAR_2D,0.02984007
2021-03-05,RTY_FRONT_CALENDAR_2D,0.10934443
2021-03-05,SR3_FRONT_CALENDAR,0.16747059
2021-03-05,UB_FRONT_VOLUME,-0.18668431
2021-03-05,ZF_FRONT_VOLUME,-0.36996528
2021-03-05,ZN_FRONT_VOLUME,-0.42492502
2021-03-05,ZT_FRONT_VOLUME,-0.09548922
2021-03-12,6B_FRONT_CALENDAR,0.23490410
2021-03-12,6E_FRONT_CALENDAR,-0.05419895
2021-03-12,6J_FRONT_CALENDAR,-0.29395437
2021-03-12,CL_FRONT_VOLUME,0.07522502
2021-03-12,ES_FRONT_CALENDAR_2D,0.08219758
2021-03-12,GC_FRONT_VOLUME,-0.10782918
2021-03-12,NQ_FRONT_CALENDAR_2D,0.02178755
2021-03-12,RTY_FRONT_CALENDAR_2D,0.11490167
2021-03-12,SR3_FRONT_CALENDAR,0.21523005
2021-03-12,UB_FRONT_VOLUME,-0.17831845
2021-03-12,ZF_FRONT_VOLUME,-0.38866373
2021-03-12,ZN_FRONT_VOLUME,-0.41658194
2021-03-12,ZT_FRONT_VOLUME,-0.15351994
2021-03-19,6B_FRONT_CALENDAR,0.22893300
2021-03-19,6E_FRONT_CALENDAR,-0.07941215
2021-03-19,6J_FRONT_CALENDAR,-0.31936704
2021-03-19,CL_FRONT_VOLUME,0.07123441
2021-03-19,ES_FRONT_CALENDAR_2D,0.08348369
2021-03-19,GC_FRONT_VOLUME,-0.09085200
2021-03-19,NQ_FRONT_CALENDAR_2D,0.01357764
2021-03-19,RTY_FRONT_CALENDAR_2D,0.11574959
2021-03-19,SR3_FRONT_CALENDAR,0.27691209
2021-03-19,UB_FRONT_VOLUME,-0.16364438
2021-03-19,ZF_FRONT_VOLUME,-0.38770753
2021-03-19,ZN_FRONT_VOLUME,-0.39132121
2021-03-19,ZT_FRONT_VOLUME,-0.19044086
2021-03-26,6B_FRONT_CALENDAR,0.23071733
2021-03-26,6E_FRONT_CALENDAR,-0.15410534
2021-03-26,6J_FRONT_CALENDAR,-0.39246772
2021-03-26,CL_FRONT_VOLUME,0.07294151
2021-03-26,ES_FRONT_CALENDAR_2D,0.10124119
2021-03-26,GC_FRONT_VOLUME,-0.08587180
2021-03-26,NQ_FRONT_CALENDAR_2D,0.01233865
2021-03-26,RTY_FRONT_CALENDAR_2D,0.13408475
2021-03-26,SR3_FRONT_CALENDAR,0.35098528
2021-03-26,UB_FRONT_VOLUME,-0.15895727
