date,estimator,realized_vol,vol_window
2020-10-23,rolling_covariance,0.06941721,63
2020-10-30,rolling_covariance,0.06249849,63
2020-11-06,rolling_covariance,0.07961876,63
2020-11-13,rolling_covariance,0.07231621,63
2020-11-20,rolling_covariance,0.06876552,63
2020-11-27,rolling_covariance,0.06904576,63
2020-12-04,rolling_covariance,0.07355880,63
2020-12-11,rolling_covariance,0.07255831,63
2020-12-18,rolling_covariance,0.07513609,63
2020-12-25,rolling_covariance,0.07542737,63
2021-01-01,rolling_covariance,0.08152117,63
2021-01-08,rolling_covariance,0.09508917,63
2021-01-15,rolling_covariance,0.08273465,63
2021-01-22,rolling_covariance,0.08482579,63
2021-01-29,rolling_covariance,0.08368658,63
2021-02-05,rolling_covariance,0.09029897,63
2021-02-12,rolling_covariance,0.09592843,63
2021-02-19,rolling_covariance,0.08610820,63
2021-02-26,rolling_covariance,0.08499389,63
2021-03-05,rolling_covariance,0.09323042,63
2021-03-12,rolling_covariance,0.08556836,63
2021-03-19,rolling_covariance,0.08289690,63
2021-03-26,rolling_covariance,0.07273446,63
2021-04-02,rolling_covariance,0.07910380,63
2021-04-09,rolling_covariance,0.07937488,63
2021-04-16,rolling_covariance,0.07540464,63
2021-04-23,rolling_covariance,0.07668518,63
2021-04-30,rolling_covariance,0.07870917,63
2021-05-07,rolling_covariance,0.07673517,63
2021-05-14,rolling_covariance,0.07583810,63
2021-05-21,rolling_covariance,0.07410457,63
2021-05-28,rolling_covariance,0.07593650,63
2021-06-04,rolling_covariance,0.07102138,63
2021-06-11,rolling_covariance,0.05347656,63
2021-06-18,rolling_covariance,0.06407062,63
2021-06-25,rolling_covariance,0.05869442,63
2021-07-02,rolling_covariance,0.06493883,63
2021-07-09,rolling_covariance,0.06411436,63
2021-07-16,rolling_covariance,0.07159728,63
2021-07-23,rolling_covariance,0.07278953,63
2021-07-30,rolling_covariance,0.06888522,63
2021-08-06,rolling_covariance,0.06373382,63
2021-08-13,rolling_covariance,0.06728678,63
2021-08-20,rolling_covariance,0.06738205,63
2021-08-27,rolling_covariance,0.07136631,63
2021-09-03,rolling_covariance,0.05892543,63
2021-09-10,rolling_covariance,0.06676979,63
2021-09-17,rolling_covariance,0.05805570,63
2021-09-24,rolling_covariance,0.06997797,63
2021-10-01,rolling_covariance,0.06391139,63
2021-10-08,rolling_covariance,0.06644639,63
2021-10-15,rolling_covariance,0.06027827,63
2021-10-22,rolling_covariance,0.06113679,63
2021-10-29,rolling_covariance,0.06245854,63
2021-11-05,rolling_covariance,0.07626256,63
2021-11-12,rolling_covariance,0.06485816,63
2021-11-19,rolling_covariance,0.07922234,63
2021-11-26,rolling_covariance,0.07168667,63
2021-12-03,rolling_covariance,0.08728751,63
2021-12-10,rolling_covariance,0.08215239,63
2021-12-17,rolling_covariance,0.09174715,63
2021-12-24,rolling_covariance,0.07556169,63
2021-12-31,rolling_covariance,0.09314526,63
2022-01-07,rolling_covariance,0.07242287,63
2022-01-14,rolling_covariance,0.08123186,63
2022-01-21,rolling_covariance,0.08006338,63
2022-01-28,rolling_covariance,0.09390730,63
2022-02-04,rolling_covariance,0.08431734,63
2022-02-11,rolling_covariance,0.08909369,63
2022-02-18,rolling_covariance,0.11567253,63
2022-02-25,rolling_covariance,0.09707014,63
2022-03-04,rolling_covariance,0.13198145,63
2022-03-11,rolling_covariance,0.12854620,63
2022-03-18,rolling_covariance,0.13166625,63
2022-03-25,rolling_covariance,0.12444595,63
2022-04-01,rolling_covariance,0.12083326,63
2022-04-08,rolling_covariance,0.10270843,63
2022-04-15,rolling_covariance,0.09847982,63
2022-04-22,rolling_covariance,0.12856785,63
2022-04-29,rolling_covariance,0.13717525,63
2022-05-06,rolling_covariance,0.13201771,63
2022-05-13,rolling_covariance,0.14292305,63
2022-05-20,rolling_covariance,0.12266125,63
2022-05-27,rolling_covariance,0.12466281,63
2022-06-03,rolling_covariance,0.11673538,63
2022-06-10,rolling_covariance,0.10610184,63
2022-06-17,rolling_covariance,0.12479473,63
2022-06-24,rolling_covariance,0.09353573,63
2022-07-01,rolling_covariance,0.09199045,63
2022-07-08,rolling_covariance,0.08547660,63
2022-07-15,rolling_covariance,0.07299297,63
2022-07-22,rolling_covariance,0.07743537,63
2022-07-29,rolling_covariance,0.07445110,63
2022-08-05,rolling_covariance,0.08021262,63
2022-08-12,rolling_covariance,0.08088603,63
2022-08-19,rolling_covariance,0.08534536,63
2022-08-26,rolling_covariance,0.08896462,63
2022-09-02,rolling_covariance,0.08730467,63
2022-09-09,rolling_covariance,0.08158631,63
2022-09-16,rolling_covariance,0.07345249,63
2022-09-23,rolling_covariance,0.06114004,63
2022-09-30,rolling_covariance,0.09472987,63
2022-10-07,rolling_covariance,0.05017455,63
