date,6B_FRONT_CALENDAR,6E_FRONT_CALENDAR,6J_FRONT_CALENDAR,CL_FRONT_VOLUME,ES_FRONT_CALENDAR_2D,GC_FRONT_VOLUME,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,SR3_FRONT_CALENDAR,UB_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,ZT_FRONT_VOLUME
2020-01-02,-0.0,,,-0.0,0.0,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0
2020-01-03,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,3.962624318767862e-05,-2.239668996987357e-21,8.65159882960047e-21,0.0005233996782177582,6.319052848648063e-06,0.0009352080860612649,-4.718295837486928e-05,-0.0,0.0,0.000973894070800095,-2.340887240812939e-05,7.717889268539513e-05,-7.972114436532105e-05
2020-01-06,0.00015646609019459917,-0.0010619772427804834,-0.00022779626720805226,-0.0008917730881485987,0.0002576701458403617,-0.00032563975744158847,0.0004045059227313255,-9.895037119205603e-05,-1.6582478399948608e-22,-0.0007644375978817393,-6.327380546722276e-05,-0.0001438224063093117,2.351812310970262e-05
2020-01-07,-0.0001437142519548536,-0.0001259656566579603,0.00014637326347372476,0.0017920314645659924,-0.0005816496458178468,0.001376926452480141,-0.0005844855090223572,8.36906551867926e-05,-0.0,0.0003341116893558721,0.00010660897043787899,0.00019635493149496302,-1.0479452581292392e-05
2020-01-08,-5.0993295702729566e-05,-0.00013200752826807258,-0.00042038681950072766,-0.004555630977511327,0.0007624923003991263,-0.001583163428522963,0.0010611777163884665,-0.000514283397493672,-2.4144636293017226e-05,-0.001080783222775399,-0.00020159394396547796,-0.0003675812046571093,-5.505762825660534e-06
2020-01-09,0.00031938184369599136,5.7283899588267925e-06,0.0001411479117607746,0.00010062218378476892,0.00031583806260063744,-0.0004210908373740174,0.0008073192111277401,-0.002867575850921463,-0.0,0.0002280981993746353,7.02060455605756e-06,4.730394114315277e-05,5.520545521854475e-07
2020-01-10,2.215023552438306e-05,-3.104523522583184e-05,-2.5569254285802806e-07,-0.00020255825983501985,-0.00031577676235037774,0.00047921600078857187,-0.0003818548353303908,-1.62567560561683e-05,1.1111371683718609e-05,0.0006221198409601278,3.929252118862822e-05,0.00011077860546398506,2.1999792393400213e-06
2020-01-12,-0.0,0.0,0.0,-9.860904416472928e-05,6.830776496555923e-05,-0.00016162524370128396,8.170848160888629e-05,0.0,-0.0,-1.297674174789154e-05,-3.5146218097437928e-06,-8.429126726291057e-06,-6.229529375677334e-07
2020-01-13,0.00020008889293525667,1.988312450331639e-06,-3.542167289612627e-06,-0.00028190046820367637,0.0005115709827967772,-0.0007524260640275734,0.0011071901374646877,-0.0002803109421844232,-0.0,-0.000336531062426328,-3.577156029297224e-05,-0.00011341631511945444,-4.783661727705258e-06
2020-01-14,-0.0002797231312276606,-0.00010635981120158535,-3.880373435886325e-05,8.472357749017968e-06,-0.00038556629314675985,0.00018423400148956338,-0.000992335756931787,3.5604629396956414e-05,-0.0,0.0005801128609566132,6.889337405929219e-05,0.00016727256581882817,2.195932708239316e-06
2020-01-15,-1.1412619112236324e-06,5.285174205539675e-05,-6.406429894255905e-06,9.066858335295442e-06,0.00035257537779921774,0.00027496155291363713,0.00039416766687086935,0.0003420009192233672,-1.2129354787698694e-05,0.0003974211098361178,2.5551634813381918e-05,7.638984544989011e-05,1.084507993843304e-06
2020-01-16,6.089091340509769e-05,-9.761605140304038e-05,-6.936493898014247e-05,0.0002863675465667961,0.0003896698171666413,-0.0001480715193930515,0.0004984474802786273,5.969810112843206e-06,-1.2070457662520443e-05,-0.0006529397275457402,-3.5141450630191624e-05,-9.809224391502608e-05,-1.4534200071380723e-06
2020-01-17,-0.00015501422099570413,-0.00011501339536534104,1.1000761550376398e-05,0.00012662723741310367,7.41102049283738e-05,0.00017864192853178542,0.00019156838539352496,0.000495757670643839,1.2070817175477701e-05,-1.8707927771873157e-05,2.8109410071041713e-06,6.185822938822574e-06,0.0
2020-01-19,0.0,0.0,0.0,0.0003067307669001649,7.664536153943754e-05,-7.157190700176511e-06,9.105792137229476e-05,0.0,-0.0,-2.7456981566422885e-05,2.775513784830625e-06,6.053222230399009e-06,0.0
2020-01-20,-1.4749647583065934e-05,5.461057671443358e-06,-1.5272216233095827e-05,-0.000379025818473284,-8.856445852489726e-05,0.00014749328854077537,-0.00010072000246337294,0.0006383393052318093,-0.0,-1.7966806278199798e-05,0.0,0.0,0.0
2020-01-21,8.17832064723661e-05,-2.2206599621550418e-05,9.299745913280302e-05,-0.0002926517236233906,-4.4888858755395456e-05,-0.00018162787187103182,5.6846239200124915e-05,-0.00033007500512843884,-2.413923032156743e-05,0.0004088728742511854,6.130470231896746e-05,0.00012140468321787056,5.291851678928877e-06
2020-01-22,0.00025740705830273696,1.4943871491834038e-05,-3.3211993971083166e-05,-0.001388703534168046,-0.00010646206999378274,0.00016565956534269065,2.8580472077087966e-05,9.972499037783977e-05,1.2069058222000127e-05,0.000351747572133805,2.9335837467036914e-05,5.1054279456397126e-05,3.87567950421004e-06
2020-01-23,-8.460384849146631e-05,-7.22512526134072e-05,8.421524497565979e-05,-0.00019395573818609262,0.00028727373098345,-2.5541802673267654e-05,0.0006710788615388336,-3.981578708947031e-05,-1.2082144620092978e-05,0.0003796927681731383,2.8071111740292996e-05,8.178065058856514e-05,1.5968100088702605e-06
