date,equity
2020-03-20,1.0
2020-03-22,0.9590592133710053
2020-03-23,0.9628294061338676
2020-03-24,0.9821261194562066
2020-03-25,0.981667401853327
2020-03-26,0.9931942792092364
2020-03-27,0.9951080719375208
2020-03-29,0.9934186790670467
2020-03-30,0.9984669239022832
2020-03-31,0.9882354418910152
2020-04-01,0.981843694457802
2020-04-02,0.9791819125664194
2020-04-03,0.9718297992633778
2020-04-05,0.976213953994416
2020-04-06,0.9867561894521713
2020-04-07,0.9951132165089327
2020-04-08,1.0005222250661217
2020-04-09,1.0056189406593576
2020-04-10,1.0081403238420794
2020-04-12,1.0077705856057655
2020-04-13,1.0122341114186486
2020-04-14,1.0191687470741453
2020-04-15,1.0046969932681495
2020-04-16,1.008115710336483
2020-04-17,1.0102231650070703
2020-04-19,1.0177368748775968
2020-04-20,1.009572244718969
2020-04-21,0.9906214292511738
2020-04-22,0.9933576787156374
2020-04-23,0.9963757314204753
2020-04-24,1.0018526377195376
2020-04-26,1.0007892804263603
2020-04-27,1.001842397714701
2020-04-28,1.0022638958309196
2020-04-29,1.0147146433249052
2020-04-30,1.0234217483499932
2020-05-01,1.0184220214308803
2020-05-03,1.0128402149938172
2020-05-04,1.0220272636341308
2020-05-05,1.0295895074478891
2020-05-06,1.0248711982586982
2020-05-07,1.0217509450649978
2020-05-08,1.0342062973415869
2020-05-10,1.033594166265145
2020-05-11,1.0327232397412411
2020-05-12,1.0227367717113982
2020-05-13,1.0196773852787842
2020-05-14,1.0210571173853717
2020-05-15,1.0242748524213363
2020-05-17,1.0251615596111991
2020-05-18,1.043538051821052
2020-05-19,1.0323319384987
2020-05-20,1.0373522367373706
2020-05-21,1.0371965169770416
2020-05-22,1.0358035949938305
2020-05-24,1.0360943452477702
2020-05-25,1.0376915302774654
2020-05-26,1.051858240458822
2020-05-27,1.0496161425290529
2020-05-28,1.0541613529869975
2020-05-29,1.0549764031739868
2020-05-31,1.0561963853531273
2020-06-01,1.0608760776303123
2020-06-02,1.0703894328914205
2020-06-03,1.0794397083330192
2020-06-04,1.0898418739089355
2020-06-05,1.107578203493037
2020-06-07,1.1119811589827324
2020-06-08,1.1074474759364672
2020-06-09,1.102232163542265
2020-06-10,1.089270495497033
2020-06-11,1.073329362078015
2020-06-12,1.080063898515581
2020-06-14,1.0718818887175217
2020-06-15,1.0899077467154552
2020-06-16,1.094002889620431
2020-06-17,1.0947577999667464
2020-06-18,1.096872153721184
2020-06-19,1.097730841102358
2020-06-21,1.0898585374379526
2020-06-22,1.0999312657066558
2020-06-23,1.0914654743037193
2020-06-24,1.0684932031536603
2020-06-25,1.073709153931208
2020-06-26,1.0578499617812742
2020-06-28,1.0556389255969547
2020-06-29,1.0615095490966502
2020-06-30,1.0637738314932728
2020-07-01,1.071701651598553
2020-07-02,1.0721254950852037
2020-07-03,1.0706188433786787
2020-07-05,1.0739564305660858
2020-07-06,1.077258434038508
2020-07-07,1.0716783398124732
2020-07-08,1.0720542471094776
2020-07-09,1.065612873974014
2020-07-10,1.0702273303649525
2020-07-12,1.0671754458880383
2020-07-13,1.0615960769374477
2020-07-14,1.0658419102146612
2020-07-15,1.0635339277364244
2020-07-16,1.0662329151495527
2020-07-17,1.0702851366163368
2020-07-19,1.0719962061700852
2020-07-20,1.0733171753780004
2020-07-21,1.071661060676164
2020-07-22,1.0692272392725917
2020-07-23,1.0565340503395126
2020-07-24,1.0552220946778168
2020-07-26,1.0528629794238804
2020-07-27,1.0555843889795402
2020-07-28,1.0498063341614068
2020-07-29,1.0497265498168866
2020-07-30,1.0472206331705738
2020-07-31,1.05065538186775
2020-08-02,1.0474392659200438
2020-08-03,1.055316216069538
2020-08-04,1.0492383382424886
2020-08-05,1.0568862426955814
2020-08-06,1.0507551473004286
2020-08-07,1.0557011607403004
2020-08-09,1.0556516230533013
2020-08-10,1.0603681866830441
2020-08-11,1.0826704654528831
2020-08-12,1.0966046992764513
2020-08-13,1.1015966858755626
2020-08-14,1.1026213281942316
2020-08-16,1.1044794016219204
2020-08-17,1.098721914218487
2020-08-18,1.0957269399735419
2020-08-19,1.1052867811702083
2020-08-20,1.1022547060521426
2020-08-21,1.097582034517739
2020-08-23,1.0996281557214413
2020-08-24,1.1056264668147178
2020-08-25,1.118660764130731
2020-08-26,1.1186795999926853
2020-08-27,1.1337334240882244
2020-08-28,1.118148509882082
2020-08-30,1.1201988828702063
2020-08-31,1.1166980272016536
2020-09-01,1.1136190130986996
2020-09-02,1.114158910264713
2020-09-03,1.0982958945914014
2020-09-04,1.1049643891410275
2020-09-06,1.100207060215734
2020-09-07,1.1036203105802191
2020-09-08,1.074522178270246
2020-09-09,1.0915687581304616
2020-09-10,1.0770610512478018
