date,baseline,variant
2020-01-07,0.0,-0.00014832404825482204
2020-01-08,0.0,-0.001202703807676886
2020-01-09,0.0,-0.0009214019956029773
2020-01-10,0.0,-0.00015523141931486075
2020-01-13,0.0,-0.0009416474166545896
2020-01-14,0.0,-0.0003178650247733339
2020-01-15,0.0,-0.0003198987239829698
2020-01-16,0.0,-0.0006460038182552142
2020-01-17,0.0,0.0
2020-01-21,0.0,0.00048528365415487776
2020-01-22,0.0,0.0023581861706899465
2020-01-23,0.0,0.0
2020-01-24,0.0,0.0012136518178103017
2020-01-27,0.0,0.0024851651001271294
2020-01-28,0.0,-0.0013002755286359636
2020-01-29,0.0,8.774497718391228e-05
2020-01-30,0.0,-0.0011229786452684688
2020-01-31,0.0,0.0031839458438158055
2020-02-03,0.0,-0.0009912530823829701
2020-02-04,0.0,-0.002043483459416451
2020-02-05,0.0,-0.0007505394603063653
2020-02-06,0.0,-0.000455791670400485
2020-02-07,0.0,0.0010571218286904661
2020-02-10,0.0,-0.0007527995258703513
2020-02-11,0.0,0.0
2020-02-12,0.0,-0.0010733316172104157
2020-02-13,0.0,0.0006161507422628222
2020-02-14,0.0,-0.0006161507422628222
2020-02-18,0.0,0.001224800984790786
2020-02-19,0.0,0.0
2020-02-20,0.0,0.0008993048184890774
2020-02-21,0.0,0.0010291454176697412
2020-02-24,0.0,0.0035116927562811153
2020-02-25,0.0,0.0030264432710316314
2020-02-26,0.0,0.00038158414660798283
2020-02-27,0.0,0.004942589873514525
2020-02-28,0.0,-0.0011612226515685497
2020-03-02,0.0,0.0
2020-03-03,0.0,0.003515389803413038
2020-03-04,0.0,-0.0009953878828962593
2020-03-05,0.0,0.004891274807670399
2020-03-06,0.0,0.0031407497289611453
2020-03-09,0.0,0.006752615273261453
2020-03-10,0.0,-0.0009226901662903853
2020-03-11,0.0,0.004374550003575762
2020-03-12,0.0,0.006330197356768652
2020-03-13,0.0,-0.0028836565780409277
2020-03-16,0.0,0.013108187490626989
2020-03-17,0.0,0.004084338443705171
2020-03-18,0.0,0.002795138879057313
2020-03-19,0.0,-0.00107953162961838
2020-03-20,-0.0206106649302768,-0.020249271801296743
2020-03-23,0.0039311365870835,-0.0067162691428051475
2020-03-24,0.0200416742565256,0.012917555247181092
2020-03-25,-0.0004670658826726,0.004296325183602234
2020-03-26,0.0117421413140003,0.006176332538526205
2020-03-27,0.0019269067173929,0.007063393244470639
2020-03-30,0.005081689061834,0.0031914931590282048
2020-03-31,-0.0102471917359872,-0.010994678669836649
2020-04-01,-0.0064678386974084,-0.002083460512534673
2020-04-02,-0.0027110037029391,-0.00515445777136346
2020-04-03,-0.0075084243373857,-0.007683611726139296
2020-04-06,0.0107991034287299,0.0074810323317827995
2020-04-07,0.0084691914234671,0.009148312362177178
2020-04-08,0.0054355710158938,0.0043391448554070565
2020-04-09,0.005094055349844,0.0028173041044262694
2020-04-13,0.0044291090419157,0.003010166447655149
2020-04-14,0.0068508219366146,0.0038057408684869674
2020-04-15,-0.0141995659183443,-0.011908003282986506
2020-04-16,0.00340273444754,0.0032325977251629998
2020-04-17,0.0020904888684692,0.00021682125360574889
2020-04-20,-0.0080223389366821,-0.0038521084586609212
2020-04-21,-0.0187711335834816,-0.015009360220805512
2020-04-22,0.0027621545261058,0.0012323621926459128
2020-04-23,0.0030382336287367,0.003237891389021276
2020-04-24,0.0054968282810884,0.003074505365815784
2020-04-27,0.0010522867390147,-0.0013974313236133095
2020-04-28,0.0004207229771668,0.0007056853353976713
2020-04-29,0.0124226239673767,0.00921916332589952
2020-04-30,0.0085808410101953,0.009654838886925391
2020-05-01,-0.0048853045454367,-0.0013975558409758514
2020-05-04,0.009070580437379,0.00788131124208328
2020-05-05,0.0073992583983216,0.005677049600402653
2020-05-06,-0.0045827090846006,-0.0032241776235759
2020-05-07,-0.0030445320338807,-0.005177198864740712
2020-05-08,0.012190203822906,0.009186364506890823
2020-05-11,-0.0008426194267823,-0.002717070368219934
2020-05-12,-0.0096700332146541,-0.004487480079323379
2020-05-13,-0.0029913722838913,-0.0005741841169329574
2020-05-14,0.0013531065084965,-0.0005203424262977133
2020-05-15,0.0031513761386868,0.0029171319601859562
2020-05-18,0.0179254596873707,0.013566386964916001
2020-05-19,-0.0107385766171117,-0.007981920151436414
2020-05-20,0.0048630658913561,0.0022849206263842845
2020-05-21,-0.0001501127146732,0.0013194854007853238
2020-05-22,-0.0013429682421907,-0.0019690438958540665
2020-05-26,0.0136521401283564,0.01195277128994727
2020-05-27,-0.0021315590290864,-0.0026082238182843697
2020-05-28,0.0043303549495656,0.00551865610070724
2020-05-29,0.000773174035151,-0.0003361893917973687
2020-06-01,0.0044307027955037,0.004952860096888841
2020-06-02,0.0089674519594769,0.007525010833811595
2020-06-03,0.008455124054384,0.006589388740260903
2020-06-04,0.0096366341682765,0.008548314344606732
2020-06-05,0.0162742229021598,0.01286647630476425
2020-06-08,-0.0040771221793116,-0.0026041624067751727
2020-06-09,-0.0047093090259582,-0.0024220038636422123
2020-06-10,-0.0117594718009106,-0.011689637562642406
2020-06-11,-0.014634687605069,-0.0016740116231017989
2020-06-12,0.0062744360449878,0.0015582127526359481
2020-06-15,0.0168170189156764,0.015152919316776509
2020-06-16,0.0037573298449495,0.0037201566554369413
2020-06-17,0.0006900441977602,-0.00017894863086284987
2020-06-18,0.0019313438593467,0.0022158179862029146
2020-06-19,0.0007828509259359,0.0026796261873301506
2020-06-22,0.0092422345861346,0.004988130509478387
2020-06-23,-0.0076966549337039,-0.007311822187018704
