date,vix,rv5,vx1,alt_vrp,alt_vrp_z,signal,position
2020-07-13,32.19,13.24004674948363,31.83,18.949953250516366,1.1726781761356575,-0.3908927253785525,
2020-07-14,29.52,17.156965000933884,29.63,12.363034999066116,0.7370333450031874,-0.24567778166772913,
2020-07-15,27.76,15.762338975320747,28.33,11.997661024679255,0.7088884612672292,-0.23629615375574306,
2020-07-16,28.0,16.089665028389923,28.13,11.910334971610077,0.6990928537216841,-0.23303095124056136,
2020-07-17,25.68,16.13221837021306,26.43,9.54778162978694,0.5408656979158477,-0.18028856597194923,
2020-07-20,24.46,6.51579227550569,24.73,17.944207724494312,1.0859791299734416,-0.3619930433244805,
2020-07-21,24.84,6.67367899278233,24.78,18.166321007217668,1.0914504583813815,-0.3638168194604605,
2020-07-22,24.32,3.291728071553919,27.25,21.02827192844608,1.2674626903026975,-0.4224875634342325,
2020-07-23,26.08,9.153998198444674,28.78,16.926001801555323,0.9903072744350031,-0.3301024248116677,
2020-07-24,25.84,11.705732514418722,28.73,14.134267485581278,0.8018060001219225,-0.2672686667073075,
2020-07-27,24.74,13.350497179499103,27.53,11.389502820500896,0.6179176415176645,-0.20597254717255484,
2020-07-28,25.44,13.418072488331356,27.53,12.021927511668645,0.6562134838438086,-0.2187378279479362,
2020-07-29,24.1,14.914111814535524,26.78,9.185888185464478,0.4665847806414837,-0.1555282602138279,
2020-07-30,24.76,11.712865061687893,27.18,13.047134938312109,0.7187424534837843,-0.2395808178279281,
2020-07-31,24.46,11.257384633668277,26.83,13.202615366331724,0.7250980570559958,-0.2416993523519986,
2020-08-03,24.28,7.696694500879573,26.78,16.583305499120428,0.9437125098734944,-0.31457083662449814,
2020-08-04,23.76,5.541810723736643,25.88,18.21818927626336,1.0447799992754285,-0.34825999975847616,
2020-08-05,22.99,5.793036340716175,25.33,17.196963659283824,0.9701594189246204,-0.3233864729748735,
2020-08-06,22.65,5.725740823057994,24.88,16.924259176942005,0.9457253323234112,-0.31524177744113707,
2020-08-07,22.21,3.557845691183184,24.63,18.65215430881682,1.0530439996105114,-0.35101466653683716,
2020-08-10,22.13,5.284443780057842,23.78,16.845556219942157,0.9268333903257955,-0.3089444634419318,
2020-08-11,24.03,7.301562465448424,24.93,16.728437534551578,0.913285895598786,-0.304428631866262,
2020-08-12,22.28,9.651679797555374,23.28,12.628320202444627,0.637044816685533,-0.21234827222851102,
2020-08-13,22.13,9.651659497742292,23.23,12.478340502257707,0.6241091387036009,-0.20803637956786694,
2020-08-14,22.05,10.176779313706465,23.28,11.873220686293536,0.5810239154522349,-0.1936746384840783,
2020-08-17,21.35,8.39260924006452,21.78,12.957390759935482,0.6506425514694945,-0.2168808504898315,
2020-08-18,21.51,4.739790338501227,21.78,16.770209661498775,0.9013824999329099,-0.30046083331096995,
2020-08-19,22.54,7.878910394949018,26.23,14.661089605050982,0.755695119629885,-0.25189837320996167,
2020-08-20,22.72,9.464275396560083,25.88,13.255724603439916,0.6580124125964193,-0.2193374708654731,
2020-08-21,22.54,9.472412460473496,25.93,13.067587539526503,0.6423842282128958,-0.21412807607096526,
2020-08-24,22.37,11.429054875999386,25.83,10.940945124000615,0.4966927276534625,-0.16556424255115418,
2020-08-25,22.03,6.718185447112912,25.48,15.311814552887089,0.7886638110876198,-0.2628879370292066,
2020-08-26,23.27,7.138210434488541,26.08,16.131789565511458,0.8397106128628238,-0.2799035376209413,
2020-08-27,24.47,6.0733957248732615,27.03,18.396604275126737,0.9872628941958876,-0.32908763139862923,
2020-08-28,22.96,5.22925070219709,26.95,17.73074929780291,0.9365204543419144,-0.31217348478063817,
2020-08-31,26.41,9.062994726073882,27.88,17.34700527392612,0.9053034882370109,-0.301767829412337,
2020-09-01,26.12,9.895562378742172,28.33,16.224437621257827,0.8247211088729043,-0.2749070362909681,
2020-09-02,26.57,12.31583458082139,28.88,14.25416541917861,0.687590832681401,-0.22919694422713366,
2020-09-03,33.6,36.67991080452461,33.88,-3.0799108045246086,-0.4914545015823846,0.1638181671941282,
2020-09-04,30.75,36.044127173769226,29.65,-5.294127173769226,-0.6399094861907417,0.21330316206358058,
2020-09-08,31.46,36.02000492957027,30.23,-4.560004929570269,-0.5873026687839505,0.19576755626131684,
2020-09-09,28.81,35.3579912506104,28.38,-6.547991250610398,-0.7202767661742592,0.24009225539141973,
2020-09-10,29.71,37.50302368225177,28.78,-7.793023682251771,-0.8017962365012162,0.26726541216707206,
2020-09-11,26.87,37.50603388384356,26.33,-10.636033883843556,-0.9912925040209103,0.33043083467363676,
2020-09-14,25.85,25.724752303268524,25.73,0.12524769673147773,-0.25100209202127677,0.08366736400709225,
2020-09-15,25.59,17.354696361791962,25.38,8.235303638208038,0.3068836944881529,-0.1022945648293843,
2020-09-16,26.04,8.340276165591506,30.53,17.699723834408495,0.9554689415388672,-0.3184896471796224,
2020-09-17,26.46,11.636416026729762,29.83,14.823583973270239,0.7532647796166759,-0.25108825987222533,
2020-09-18,25.83,10.555085680323103,30.08,15.274914319676896,0.7808637433077367,-0.2602879144359122,
2020-09-21,27.78,11.164356657638775,31.23,16.615643342361224,0.8693531107291108,-0.28978437024303694,
2020-09-22,26.86,14.675615409032089,31.38,12.18438459096791,0.5600656424325807,-0.18668854747752692,
2020-09-23,28.58,21.193081076706516,32.48,7.386918923293482,0.22616232595447466,-0.07538744198482489,
2020-09-24,28.51,24.79998301407064,32.23,3.710016985929361,-0.029842940394539347,0.009947646798179782,
2020-09-25,26.38,25.60692175979203,31.23,0.773078240207969,-0.2342848571039789,0.07809495236799296,
2020-09-28,26.19,27.575341802635045,30.83,-1.3853418026350433,-0.3842169272271274,0.12807230907570913,
2020-09-29,26.27,14.331169463696417,29.78,11.938830536303582,0.5491465856082935,-0.18304886186943117,
2020-09-30,26.37,13.88424001718191,30.38,12.485759982818092,0.5854493180134827,-0.19514977267116088,
2020-10-01,26.7,13.875092918642881,30.68,12.824907081357118,0.6070698171569369,-0.20235660571897895,
2020-10-02,27.63,16.146022745175344,32.08,11.483977254824655,0.5106663048490976,-0.17022210161636586,
2020-10-05,27.96,9.464437231764295,30.83,18.495562768235708,1.001124534849288,-0.333708178283096,
2020-10-06,29.48,13.703092638605636,31.23,15.776907361394365,0.8052535644611319,-0.26841785482037733,
