date,vx1,vx2,spread,signal,position,vx1_return,pnl
2020-04-21,41.78,38.68,3.1000000000000014,-1.0,-1.0,0.066806928953838,0.066806928953838
2020-04-22,39.63,37.38,2.25,-1.0,-1.0,-0.05283134892607588,-0.05283134892607588
2020-04-23,39.73,37.73,2.0,-1.0,-1.0,0.0025201626241635466,0.0025201626241635466
2020-04-24,36.78,35.58,1.2000000000000028,-1.0,-1.0,-0.07715235065033221,-0.07715235065033221
2020-04-27,33.88,33.48,0.4000000000000057,-1.0,-1.0,-0.08212934939232142,-0.08212934939232142
2020-04-28,34.18,33.83,0.3500000000000014,-1.0,-1.0,0.008815807903590933,0.008815807903590933
2020-04-29,31.93,31.78,0.14999999999999858,-1.0,-1.0,-0.06809467096075394,-0.06809467096075394
2020-04-30,33.98,33.23,0.75,-1.0,-1.0,0.062226109517095285,0.062226109517095285
2020-05-01,37.35,35.98,1.3700000000000045,-1.0,-1.0,0.09456079533504047,0.09456079533504047
2020-05-04,35.68,34.98,0.7000000000000028,-1.0,-1.0,-0.045742603867017895,-0.045742603867017895
2020-05-05,34.03,33.78,0.25,-1.0,-1.0,-0.04734781919899422,-0.04734781919899422
2020-05-06,34.78,34.58,0.20000000000000284,-1.0,-1.0,0.021800020413322407,0.021800020413322407
2020-05-07,32.13,32.63,-0.5,0.0,-1.0,-0.07925233579836943,-0.07925233579836943
2020-05-08,29.33,30.73,-1.4000000000000021,0.0,0.0,-0.09117929013840786,0.0
2020-05-11,27.83,29.03,-1.2000000000000028,0.0,0.0,-0.05249630745156031,0.0
2020-05-12,33.08,32.93,0.14999999999999858,-1.0,0.0,0.17281429461769138,-0.0
2020-05-13,35.08,34.93,0.14999999999999858,-1.0,-1.0,0.05870229734849186,0.05870229734849186
2020-05-14,32.38,32.93,-0.5499999999999972,0.0,-1.0,-0.08009021925449344,-0.08009021925449344
2020-05-15,32.13,32.73,-0.5999999999999943,0.0,0.0,-0.00775077512172162,0.0
2020-05-18,28.93,30.1,-1.1700000000000017,0.0,0.0,-0.10491105413972379,0.0
2020-05-19,30.75,32.08,-1.3299999999999983,0.0,0.0,0.06101087526448312,-0.0
2020-05-20,29.78,30.58,-0.7999999999999972,0.0,0.0,-0.03205296699666382,0.0
2020-05-21,31.03,31.63,-0.5999999999999979,0.0,0.0,0.041117451204426114,-0.0
2020-05-22,30.38,31.08,-0.6999999999999993,0.0,0.0,-0.021169981292662232,0.0
2020-05-26,29.63,30.48,-0.8500000000000014,0.0,0.0,-0.024997135582152996,0.0
2020-05-27,29.08,30.08,-1.0,0.0,0.0,-0.01873670892015511,0.0
2020-05-28,30.33,31.13,-0.8000000000000007,0.0,0.0,0.04208666903517111,-0.0
2020-05-29,28.83,30.18,-1.3500000000000014,0.0,0.0,-0.05072081005017903,0.0
2020-06-01,29.53,30.78,-1.25,0.0,0.0,0.023990184105520562,-0.0
2020-06-02,28.23,30.03,-1.8000000000000007,0.0,0.0,-0.045021453490433405,0.0
2020-06-03,27.0,29.08,-2.0799999999999983,0.0,0.0,-0.04454837626106878,0.0
2020-06-04,26.73,28.73,-2.0,0.0,0.0,-0.010050335853501569,0.0
2020-06-05,25.33,27.18,-1.8500000000000014,0.0,0.0,-0.053797066137243554,0.0
2020-06-08,26.03,27.93,-1.8999999999999986,0.0,0.0,0.027260254992889976,-0.0
2020-06-09,27.63,29.58,-1.9499999999999993,0.0,0.0,0.059652419928851064,-0.0
2020-06-10,27.48,29.03,-1.5500000000000007,0.0,0.0,-0.005443671581176535,0.0
2020-06-11,40.63,39.68,0.9500000000000028,-1.0,0.0,0.3910482426454869,-0.0
2020-06-12,35.08,34.83,0.25,-1.0,-1.0,-0.14687554249565293,-0.14687554249565293
2020-06-15,33.9,34.08,-0.17999999999999972,0.0,-1.0,-0.034216153117577974,-0.034216153117577974
2020-06-16,33.1,33.63,-0.5300000000000011,0.0,0.0,-0.023881732003387057,0.0
2020-06-17,33.63,33.28,0.3500000000000014,-1.0,0.0,0.01588524336916075,-0.0
2020-06-18,33.58,33.38,0.19999999999999574,-1.0,-1.0,-0.001487874102783504,-0.001487874102783504
2020-06-19,35.28,34.73,0.5500000000000043,-1.0,-1.0,0.04938557948919575,0.04938557948919575
2020-06-22,31.63,31.68,-0.05000000000000071,0.0,-1.0,-0.10921019382103303,-0.10921019382103303
2020-06-23,31.93,31.93,0.0,0.0,0.0,0.009439969409133386,-0.0
2020-06-24,33.58,33.48,0.10000000000000142,-1.0,0.0,0.05038464492270389,-0.0
2020-06-25,32.18,32.33,-0.14999999999999858,0.0,-1.0,-0.04258551008515754,-0.04258551008515754
2020-06-26,34.53,34.48,0.05000000000000426,-1.0,0.0,0.0704833698376639,-0.0
2020-06-29,32.33,32.83,-0.5,0.0,-1.0,-0.06583291966455951,-0.06583291966455951
2020-06-30,30.88,31.83,-0.9499999999999993,0.0,0.0,-0.04588686658076613,0.0
2020-07-01,29.83,30.83,-1.0,0.0,0.0,-0.03459412662991834,0.0
2020-07-02,29.08,30.08,-1.0,0.0,0.0,-0.025463945861338377,0.0
2020-07-06,29.25,30.2,-0.9499999999999993,0.0,0.0,0.005828921012546839,-0.0
2020-07-07,30.58,31.13,-0.5500000000000007,0.0,0.0,0.04446662682305069,-0.0
2020-07-08,29.53,30.43,-0.8999999999999986,0.0,0.0,-0.03493950474508489,0.0
2020-07-09,30.23,31.23,-1.0,0.0,0.0,0.023428113035535603,-0.0
2020-07-10,28.78,30.33,-1.5499999999999972,0.0,0.0,-0.04915410733214509,0.0
2020-07-13,31.83,32.98,-1.1499999999999986,0.0,0.0,0.1007285398347797,-0.0
2020-07-14,29.63,31.28,-1.6500000000000021,0.0,0.0,-0.07162187970852774,0.0
2020-07-15,28.33,30.38,-2.0500000000000007,0.0,0.0,-0.044866047743048476,0.0
2020-07-16,28.13,30.28,-2.150000000000002,0.0,0.0,-0.007084691340659699,0.0
2020-07-17,26.43,28.98,-2.5500000000000007,0.0,0.0,-0.06233689388556796,0.0
2020-07-20,24.73,27.53,-2.8000000000000007,0.0,0.0,-0.06648264708287277,0.0
2020-07-21,24.78,27.83,-3.049999999999997,0.0,0.0,0.0020197946676714373,-0.0
2020-07-22,27.25,29.13,-1.879999999999999,0.0,0.0,0.09501664490825679,-0.0
2020-07-23,28.78,30.28,-1.5,0.0,0.0,0.05462718034996872,-0.0
2020-07-24,28.73,30.53,-1.8000000000000007,0.0,0.0,-0.0017388284680235344,0.0
2020-07-27,27.53,29.93,-2.3999999999999986,0.0,0.0,-0.042665553836682246,0.0
2020-07-28,27.53,29.88,-2.349999999999998,0.0,0.0,0.0,-0.0
2020-07-29,26.78,29.48,-2.6999999999999993,0.0,0.0,-0.0276209788914894,0.0
2020-07-30,27.18,29.83,-2.6499999999999986,0.0,0.0,0.01482606845997081,-0.0
2020-07-31,26.83,29.63,-2.8000000000000007,0.0,0.0,-0.012960744285464898,0.0
2020-08-03,26.78,29.38,-2.599999999999998,0.0,0.0,-0.0018653241745059113,0.0
2020-08-04,25.88,28.43,-2.5500000000000007,0.0,0.0,-0.034184870630326714,0.0
2020-08-05,25.33,28.13,-2.8000000000000007,0.0,0.0,-0.021481005619115923,0.0
2020-08-06,24.88,27.88,-3.0,0.0,0.0,-0.017925196142605238,0.0
2020-08-07,24.63,27.83,-3.1999999999999993,0.0,0.0,-0.010099055738532314,0.0
2020-08-10,23.78,27.13,-3.349999999999998,0.0,0.0,-0.03512032086981076,0.0
2020-08-11,24.93,28.18,-3.25,0.0,0.0,0.04722700627283061,-0.0
2020-08-12,23.28,26.88,-3.599999999999998,0.0,0.0,-0.06847727467222908,0.0
2020-08-13,23.23,26.83,-3.599999999999998,0.0,0.0,-0.0021500760809192165,0.0
2020-08-14,23.28,26.98,-3.6999999999999993,0.0,0.0,0.0021500760809192165,-0.0
2020-08-17,21.78,25.83,-4.049999999999997,0.0,0.0,-0.06660250535842271,0.0
2020-08-18,21.78,25.48,-3.6999999999999993,0.0,0.0,0.0,-0.0
2020-08-19,26.23,29.38,-3.1499999999999986,0.0,0.0,0.18591167637396788,-0.0
2020-08-20,25.88,29.23,-3.3500000000000014,0.0,0.0,-0.013433324246082456,0.0
2020-08-21,25.93,29.58,-3.6499999999999986,0.0,0.0,0.0019301299178731135,-0.0
2020-08-24,25.83,29.58,-3.75,0.0,0.0,-0.0038639924428238714,0.0
2020-08-25,25.48,29.48,-4.0,0.0,0.0,-0.013642776403786527,0.0
2020-08-26,26.08,30.38,-4.300000000000001,0.0,0.0,0.023274906354489477,-0.0
2020-08-27,27.03,31.33,-4.299999999999997,0.0,0.0,0.035778623229904216,-0.0
2020-08-28,26.95,31.68,-4.73,0.0,0.0,-0.0029640629333500534,0.0
2020-08-31,27.88,33.23,-5.349999999999998,0.0,0.0,0.03392628853731683,-0.0
2020-09-01,28.33,33.53,-5.200000000000003,0.0,0.0,0.016011727950102195,-0.0
2020-09-02,28.88,35.33,-6.449999999999999,0.0,0.0,0.019228000182200056,-0.0
2020-09-03,33.88,39.03,-5.149999999999999,0.0,0.0,0.15967555575922843,-0.0
2020-09-04,29.65,36.18,-6.530000000000001,0.0,0.0,-0.1333627443401193,0.0
2020-09-08,30.23,34.63,-4.400000000000002,0.0,0.0,0.019372683347632424,-0.0
2020-09-09,28.38,33.23,-4.849999999999998,0.0,0.0,-0.06315013705947026,0.0
2020-09-10,28.78,32.68,-3.8999999999999986,0.0,0.0,0.013996029727325165,-0.0
2020-09-11,26.33,31.88,-5.550000000000001,0.0,0.0,-0.08897172795100383,0.0
2020-09-14,25.73,31.38,-5.649999999999999,0.0,0.0,-0.023051347214565254,0.0
2020-09-15,25.38,30.43,-5.050000000000001,0.0,0.0,-0.013696164007411138,0.0
2020-09-16,30.53,30.78,-0.25,0.0,0.0,0.1847483444605449,-0.0
2020-09-17,29.83,30.58,-0.75,0.0,0.0,-0.023195208220129437,0.0
2020-09-18,30.08,30.68,-0.6000000000000014,0.0,0.0,0.008345900554981966,-0.0
2020-09-21,31.23,31.68,-0.4499999999999993,0.0,0.0,0.03751867221334804,-0.0
2020-09-22,31.38,32.18,-0.8000000000000007,0.0,0.0,0.004791576009899323,-0.0
2020-09-23,32.48,33.33,-0.8500000000000014,0.0,0.0,0.03445376798859057,-0.0
2020-09-24,32.23,33.68,-1.4500000000000028,0.0,0.0,-0.007726819466130408,0.0
2020-09-25,31.23,32.93,-1.6999999999999993,0.0,0.0,-0.03151852453235948,0.0
2020-09-28,30.83,32.98,-2.1499999999999986,0.0,0.0,-0.01289092939692793,0.0
2020-09-29,29.78,32.08,-2.299999999999997,0.0,0.0,-0.034651214642196226,0.0
2020-09-30,30.38,32.88,-2.5000000000000036,0.0,0.0,0.019947469911763882,-0.0
2020-10-01,30.68,32.48,-1.7999999999999972,0.0,0.0,0.009826479331428661,-0.0
2020-10-02,32.08,33.18,-1.1000000000000014,0.0,0.0,0.04462180649925829,-0.0
2020-10-05,30.83,32.23,-1.3999999999999986,0.0,0.0,-0.039744541100254605,0.0
2020-10-06,31.23,32.23,-0.9999999999999964,0.0,0.0,0.01289092939692793,-0.0
2020-10-07,30.03,31.73,-1.6999999999999993,0.0,0.0,-0.039182289299747985,0.0
2020-10-08,28.13,30.43,-2.3000000000000007,0.0,0.0,-0.06536025949347346,0.0
2020-10-09,26.88,29.03,-2.150000000000002,0.0,0.0,-0.045454106846817055,0.0
2020-10-12,26.33,28.58,-2.25,0.0,0.0,-0.02067354214673056,0.0
2020-10-13,26.78,28.58,-1.7999999999999972,0.0,0.0,0.01694636675480865,-0.0
2020-10-14,27.08,28.2,-1.120000000000001,0.0,0.0,0.011140107781047348,-0.0
2020-10-15,27.58,28.88,-1.3000000000000007,0.0,0.0,0.018295424321081555,-0.0
2020-10-16,27.88,29.03,-1.1500000000000021,0.0,0.0,0.010818713527167567,-0.0
2020-10-19,29.18,30.23,-1.0500000000000007,0.0,0.0,0.045573957202316606,-0.0
2020-10-20,29.28,29.98,-0.6999999999999993,0.0,0.0,0.003421145998470987,-0.0
2020-10-21,29.23,28.83,0.40000000000000213,-1.0,0.0,-0.001709109969956213,0.0
2020-10-22,28.83,28.53,0.29999999999999716,-1.0,-1.0,-0.013779067472843742,-0.013779067472843742
2020-10-23,28.78,28.63,0.15000000000000213,-1.0,-1.0,-0.0017358101910889268,-0.0017358101910889268
2020-10-26,31.33,30.38,0.9499999999999993,-1.0,-1.0,0.08489540350487834,0.08489540350487834
2020-10-27,31.33,30.93,0.3999999999999986,-1.0,-1.0,0.0,0.0
2020-10-28,36.0,34.73,1.2700000000000031,-1.0,-1.0,0.13894283349200975,0.13894283349200975
2020-10-29,33.13,32.58,0.5500000000000043,-1.0,-1.0,-0.08307972214430537,-0.08307972214430537
2020-10-30,34.1,34.08,0.020000000000003126,-1.0,-1.0,0.028858167977666493,0.028858167977666493
2020-11-02,33.38,33.18,0.20000000000000284,-1.0,-1.0,-0.02134046605578188,-0.02134046605578188
2020-11-03,31.43,31.58,-0.14999999999999858,0.0,-1.0,-0.06019406742421296,-0.06019406742421296
2020-11-04,28.38,29.18,-0.8000000000000007,0.0,0.0,-0.10207817907757955,0.0
2020-11-05,27.78,28.78,-1.0,0.0,0.0,-0.021368334405698963,0.0
2020-11-06,25.48,27.18,-1.6999999999999993,0.0,0.0,-0.08642250662223505,0.0
2020-11-09,25.58,26.28,-0.7000000000000028,0.0,0.0,0.003916965446733922,-0.0
2020-11-10,24.68,25.43,-0.75,0.0,0.0,-0.035817597113509514,0.0
2020-11-11,23.83,24.98,-1.1500000000000021,0.0,0.0,-0.035047907926536226,0.0
2020-11-12,25.88,26.58,-0.6999999999999993,0.0,0.0,0.0825251785220491,-0.0
2020-11-13,23.33,25.08,-1.75,0.0,0.0,-0.10373038359936126,0.0
2020-11-16,22.93,24.53,-1.6000000000000014,0.0,0.0,-0.017293989163525758,0.0
2020-11-17,22.98,24.03,-1.0500000000000007,0.0,0.0,0.0021781755507968015,-0.0
2020-11-18,24.88,26.18,-1.3000000000000007,0.0,0.0,0.07943999545036906,-0.0
2020-11-19,24.48,25.93,-1.4499999999999993,0.0,0.0,-0.016207810226853248,0.0
2020-11-20,24.38,25.83,-1.4499999999999993,0.0,0.0,-0.004093333591000281,0.0
2020-11-23,24.1,25.73,-1.629999999999999,0.0,0.0,-0.011551283556515912,0.0
2020-11-24,23.6,25.63,-2.0299999999999976,0.0,0.0,-0.020965128465044724,0.0
2020-11-25,22.63,24.83,-2.1999999999999993,0.0,0.0,-0.041970252386118734,0.0
2020-11-27,22.8,24.9,-2.099999999999998,0.0,0.0,0.007484076314949295,-0.0
2020-11-30,22.38,24.58,-2.1999999999999993,0.0,0.0,-0.018592833076616078,0.0
2020-12-01,22.83,24.43,-1.6000000000000014,0.0,0.0,0.019907757657925185,-0.0
2020-12-02,22.68,24.33,-1.6499999999999986,0.0,0.0,-0.006591981682153136,0.0
2020-12-03,22.98,24.48,-1.5,0.0,0.0,0.013140793561058572,-0.0
2020-12-04,22.48,24.23,-1.75,0.0,0.0,-0.021998247395119463,0.0
2020-12-07,22.48,24.33,-1.8499999999999979,0.0,0.0,0.0,-0.0
2020-12-08,21.38,23.63,-2.25,0.0,0.0,-0.050170119428591065,0.0
2020-12-09,22.53,24.38,-1.8499999999999979,0.0,0.0,0.0523918488472539,-0.0
2020-12-10,22.53,24.68,-2.1499999999999986,0.0,0.0,0.0,-0.0
2020-12-11,23.63,25.58,-1.9499999999999993,0.0,0.0,0.04766933675466323,-0.0
2020-12-14,24.28,26.13,-1.8499999999999979,0.0,0.0,0.027135874992481046,-0.0
2020-12-15,22.88,24.98,-2.1000000000000014,0.0,0.0,-0.05938979967970015,0.0
2020-12-16,24.1,25.58,-1.4799999999999969,0.0,0.0,0.05194867398501213,-0.0
2020-12-17,23.83,25.43,-1.6000000000000014,0.0,0.0,-0.011266549385958502,0.0
2020-12-18,24.18,25.73,-1.5500000000000007,0.0,0.0,0.014580554075995789,-0.0
2020-12-21,26.33,27.13,-0.8000000000000007,0.0,0.0,0.08518312832157138,-0.0
2020-12-22,25.78,26.93,-1.1499999999999986,0.0,0.0,-0.021109975997176456,0.0
2020-12-23,24.63,26.18,-1.5500000000000007,0.0,0.0,-0.04563378537859508,0.0
2020-12-24,23.85,25.66,-1.8099999999999987,0.0,0.0,-0.03218099479809622,0.0
2020-12-28,23.68,25.58,-1.8999999999999986,0.0,0.0,-0.007153407318545302,0.0
2020-12-29,24.63,26.43,-1.8000000000000007,0.0,0.0,0.03933440211664152,-0.0
2020-12-30,23.68,25.63,-1.9499999999999993,0.0,0.0,-0.03933440211664152,0.0
2020-12-31,23.68,25.58,-1.8999999999999986,0.0,0.0,0.0,-0.0
2021-01-04,26.28,27.13,-0.8499999999999979,0.0,0.0,0.10417738360060502,-0.0
2021-01-05,25.33,26.43,-1.1000000000000014,0.0,0.0,-0.03681872960282595,0.0
2021-01-06,25.13,26.28,-1.1500000000000021,0.0,0.0,-0.007927112458083307,0.0
2021-01-07,23.23,24.98,-1.75,0.0,0.0,-0.0786178047731827,0.0
2021-01-08,22.78,24.83,-2.049999999999997,0.0,0.0,-0.019561588763282067,0.0
2021-01-11,24.48,26.18,-1.6999999999999993,0.0,0.0,0.07197349962508959,-0.0
2021-01-12,23.33,25.43,-2.1000000000000014,0.0,0.0,-0.04811637161078686,0.0
2021-01-13,22.68,25.08,-2.3999999999999986,0.0,0.0,-0.02825660717378753,0.0
2021-01-14,23.18,25.33,-2.1499999999999986,0.0,0.0,0.021806359052054525,-0.0
2021-01-15,23.78,25.98,-2.1999999999999993,0.0,0.0,0.025555053351030033,-0.0
2021-01-19,23.23,25.23,-2.0,0.0,0.0,-0.023400344480317692,0.0
2021-01-20,24.78,26.28,-1.5,0.0,0.0,0.06459232941867832,-0.0
2021-01-21,24.53,26.23,-1.6999999999999993,0.0,0.0,-0.010140017930598155,0.0
2021-01-22,24.88,26.53,-1.6500000000000021,0.0,0.0,0.014167409600580605,-0.0
2021-01-25,25.95,27.4,-1.4499999999999993,0.0,0.0,0.04210734174091879,-0.0
2021-01-26,25.41,27.23,-1.8200000000000003,0.0,0.0,-0.021028812279825004,0.0
2021-01-27,31.53,31.23,0.3000000000000007,-1.0,0.0,0.21579667622489707,-0.0
2021-01-28,30.39,30.72,-0.3299999999999983,0.0,-1.0,-0.0368258666282677,-0.0368258666282677
2021-01-29,32.39,32.42,-0.030000000000001137,0.0,0.0,0.06373612625453617,-0.0
2021-02-01,30.33,31.03,-0.7000000000000028,0.0,0.0,-0.06571241148274831,0.0
2021-02-02,27.58,28.74,-1.1600000000000001,0.0,0.0,-0.09504644933533424,0.0
2021-02-03,25.78,27.65,-1.8699999999999974,0.0,0.0,-0.06749187485411401,0.0
2021-02-04,24.23,26.74,-2.509999999999998,0.0,0.0,-0.06200746268260726,0.0
2021-02-05,24.1,26.65,-2.549999999999997,0.0,0.0,-0.005379694331824947,0.0
2021-02-08,23.84,26.55,-2.710000000000001,0.0,0.0,-0.010846998299460342,0.0
2021-02-09,23.7,26.69,-2.990000000000002,0.0,0.0,-0.00588979405606338,0.0
2021-02-10,23.74,27.29,-3.5500000000000007,0.0,0.0,0.00168634104043619,-0.0
2021-02-11,22.71,26.69,-3.9800000000000004,0.0,0.0,-0.04435603306405467,0.0
2021-02-12,21.36,25.88,-4.52,0.0,0.0,-0.06128534202547309,0.0
2021-02-15,21.3,25.65,-4.349999999999998,0.0,0.0,-0.002812941376614475,0.0
2021-02-16,21.24,26.13,-4.890000000000001,0.0,0.0,-0.0028208763416417426,0.0
2021-02-17,25.6,28.55,-2.9499999999999993,0.0,0.0,0.18670615511177902,-0.0
2021-02-18,25.8,28.65,-2.849999999999998,0.0,0.0,0.007782140442055052,-0.0
2021-02-19,24.8,27.89,-3.09,0.0,0.0,-0.03953083875663532,0.0
2021-02-22,25.9,28.65,-2.75,0.0,0.0,0.04339931553455534,-0.0
2021-02-23,24.75,27.83,-3.0799999999999983,0.0,0.0,-0.04541747969079246,0.0
2021-02-24,23.76,26.75,-2.9899999999999984,0.0,0.0,-0.040821994520255256,0.0
2021-02-25,28.22,29.65,-1.4299999999999997,0.0,0.0,0.17202745193022384,-0.0
2021-02-26,26.74,28.23,-1.490000000000002,0.0,0.0,-0.053870374750871086,0.0
2021-03-01,24.62,26.9,-2.2799999999999976,0.0,0.0,-0.0826014509174895,0.0
2021-03-02,24.77,27.03,-2.2600000000000016,0.0,0.0,0.006074122744960775,-0.0
2021-03-03,26.13,27.9,-1.7699999999999996,0.0,0.0,0.05345083603125289,-0.0
