date,ret
2020-01-06,-5.082844566750566e-05
2020-01-07,-0.00020272602987514432
2020-01-08,0.0004053908744132695
2020-01-09,3.0945793927372733e-08
2020-01-10,-0.0
2020-01-13,-6.188530288220306e-08
2020-01-14,-0.00010156925426296759
2020-01-15,-0.0
2020-01-16,3.610709464751949e-08
2020-01-17,0.00010152799634499665
2020-01-20,-5.076915266277737e-05
2020-01-21,-0.00010146609794703387
2020-01-22,-5.0794940823828405e-05
2020-01-23,-0.00010151253679824279
2020-01-24,0.00010164144671809261
2020-01-26,0.00010157956219214448
2020-01-27,-0.0004059161649616616
2020-01-28,0.0002026645400506899
2020-01-29,-0.0002536705629441194
2020-01-30,5.925559976027728e-08
2020-01-31,-0.0002529751187243523
2020-02-02,0.00010158456799524984
2020-02-03,-5.349803113841034e-07
2020-02-04,0.00030387872079051803
2020-02-05,0.00015214003445263025
2020-02-06,-4.380650386881513e-08
2020-02-07,-0.00015205492821279698
2020-02-09,-0.0003043522369889917
2020-02-10,0.0002029736510187341
2020-02-11,0.00015203195272672776
2020-02-12,-0.0
2020-02-13,-0.0
2020-02-14,-0.00010135801137911571
2020-02-16,-5.077173030065829e-05
2020-02-17,-0.0
2020-02-18,-0.0001267091569625567
2020-02-19,2.5132926050774884e-05
2020-02-20,-0.00017748088687041808
2020-02-21,-0.0003548099589443243
2020-02-23,-0.0002529772759343185
2020-02-24,-0.0002528865197055641
2020-02-25,-2.5031853843504592e-05
2020-02-26,-0.0005053529961196457
2020-02-27,2.8748051232430072e-05
2020-02-28,-0.00027514202537570753
2020-03-01,-0.001917352035925024
2020-03-02,0.002551551197723989
2020-03-03,0.0004859069601144128
2020-03-04,-0.00017602479413858507
2020-03-05,-2.2140414134286246e-05
2020-03-06,0.00027826474764469644
2020-03-09,-0.00032360519919172326
2020-03-10,0.0005255448464441814
2020-03-11,0.00022709005662835402
2020-03-12,0.0008030598386614685
2020-03-13,0.00015007497734442765
2020-03-15,-4.987707016912424e-05
2020-03-16,4.995988180922506e-05
2020-03-17,-5.004504053651715e-05
2020-03-18,0.000951033682791147
2020-03-19,0.0002003154664160789
2020-03-20,0.00040040791830620037
2020-03-22,0.0003502827298129674
2020-03-23,5.006006005525698e-05
2020-03-24,-2.2525897480640822e-08
2020-03-25,0.0002001751498763582
2020-03-26,5.005254433143591e-09
2020-03-27,0.00010004251813255927
2020-03-30,5.0017505876742696e-05
2020-03-31,0.0
2020-04-01,-2.502877460841546e-09
2020-04-02,5.003001801073825e-05
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.00010007505629228142
2020-04-08,0.0001000700490343398
2020-04-09,-0.00010005753289354935
2020-04-12,-0.0
2020-04-13,-7.507881205626177e-09
2020-04-14,-1.501726498709388e-08
2020-04-15,-5.0037528146029686e-05
2020-04-16,5.003001801073825e-05
2020-04-17,5.0055053799624716e-05
2020-04-20,5.002751513327741e-05
2020-04-21,2.5031279271559015e-09
2020-04-22,0.00010005753314412669
2020-04-23,0.00010005753314412669
2020-04-24,5.0030018010849275e-05
2020-04-26,0.0
2020-04-27,5.0027515133388434e-05
2020-04-28,-0.0
2020-04-29,-5.001500149703908e-05
2020-04-30,0.00010006503777071352
2020-05-01,5.001250312575145e-05
2020-05-03,0.0
2020-05-04,-0.0
2020-05-05,0.00010002750737680977
2020-05-06,5.0027514382211535e-05
2020-05-07,0.0
2020-05-08,9.998498424146351e-05
2020-05-10,-0.0
2020-05-11,0.000100035012254307
2020-05-12,-5.003752514065596e-05
2020-05-13,1.501876756293541e-08
2020-05-14,-0.0
2020-05-15,5.001500224843802e-05
2020-05-17,-0.00010005503026677687
2020-05-18,0.0001000350092500435
2020-05-19,5.003001801073825e-05
2020-05-20,5.006757008985119e-09
2020-05-21,-2.501250612807482e-05
2020-05-22,-3.754034305636367e-09
2020-05-25,5.002751513327741e-05
2020-05-26,-5.003126954339354e-05
2020-05-27,-5.00337727967759e-05
2020-05-28,-5.0036276300291505e-05
2020-05-29,8.762043757215565e-09
2020-05-31,-5.0027515133388434e-05
2020-06-01,5.002501250639391e-05
2020-06-02,5.002751513327741e-05
2020-06-03,7.504189787133075e-05
2020-06-04,2.501626044426608e-05
2020-06-05,2.5019390027303245e-05
2020-06-07,-0.0
2020-06-08,7.505316260469908e-05
2020-06-09,2.504130014457928e-09
2020-06-10,-2.5015008253914672e-05
2020-06-11,-5.005505210819994e-05
2020-06-12,5.005756463383193e-05
2020-06-15,2.501938974541762e-05
2020-06-16,-0.0
2020-06-17,-0.00010008256717863873
2020-06-18,7.510886801398442e-09
2020-06-19,5.004503828143214e-05
2020-06-21,-5.003752714427545e-05
2020-06-22,-5.002250787544682e-05
2020-06-23,5.00350245171699e-05
2020-06-24,-5.002501250617186e-05
2020-06-25,0.00010005503126830906
2020-06-26,-0.0002001000500249095
2020-06-28,5.0030018010849275e-05
2020-06-29,1.2510632085849238e-08
2020-06-30,-0.0
2020-07-01,4.9999993745108995e-05
2020-07-02,-1.000900606840105e-08
2020-07-03,-0.0
2020-07-06,-0.00010005002601409796
2020-07-07,-0.0
2020-07-08,5.003252113877643e-05
2020-07-09,-5.003001801073825e-05
2020-07-10,5.001750612720901e-05
2020-07-12,-5.0020008003359706e-05
2020-07-13,-1.5015011456398497e-08
2020-07-14,0.00010004001600627532
2020-07-15,-5.002501250617186e-05
2020-07-16,5.00350245171699e-05
2020-07-17,5.002251012953263e-05
2020-07-20,-0.00010005753364483727
2020-07-21,0.00010005753464670253
2020-07-22,-5.003252113866541e-05
2020-07-23,1.00120109980395e-08
