,ES_FRONT_CALENDAR_2D,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,ZT_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,UB_FRONT_VOLUME,SR3_FRONT_CALENDAR,CL_FRONT_VOLUME,GC_FRONT_VOLUME,6E_FRONT_CALENDAR,6B_FRONT_CALENDAR,6J_FRONT_CALENDAR
2021-01-01,-0.01945553158676735,-0.016006821679235568,0.3930866133863751,0.1418903016166322,0.1629449002786018,-0.07754570908472615,-0.6437988467737982,-0.07754570908472615,-0.006901686702267869,-0.022245901168289353,-0.06278556721155429,-0.04010438386831478,-0.057781958052482624
2021-01-08,-0.0006126067747306771,-0.0018818421615836144,0.3508277490838063,0.07059721686827912,0.05636712939066514,-0.16036012808008795,-0.5895473204668203,-0.06167801848295275,0.0027381985981095583,-0.031173112218023286,-0.038551423055641534,-0.015618977802643506,-0.0310998647968382
2021-01-15,0.01969096966753622,0.009052375315094435,0.3151052399872304,-0.006333743635719938,-0.052868935916466464,-0.24633318605492271,-0.5359754334579122,-0.04427758940676954,0.013241053962816274,-0.044546442045905785,-0.038334947574638976,0.015551741715706325,0.0035640521246424715
2021-01-22,0.04578840083237902,0.024967764658900004,0.279225699792825,-0.04446849053933874,-0.15714242204375203,-0.36190001052195264,-0.48985446635408914,-0.017861677336826965,0.02325194622471212,-0.06587795414703607,-0.032897827522762865,0.04964233809583368,0.024289633954859134
2021-01-29,0.035650217734510006,0.016327532316816558,0.26113979370860446,0.018768473239717323,-0.20043888822604106,-0.4573139547847225,-0.4604176643737899,0.05205066252537219,0.03639664691921063,-0.10093029822204375,-0.04237775086902733,0.12326624587612778,-0.006248652558289793
2021-02-05,0.04986181232511845,0.03082625552552385,0.22592730564085212,0.08499582401659914,-0.23413016363128925,-0.5133563624742877,-0.4219011736586557,0.07363994632859953,0.049844197425858494,-0.12320606083821364,-0.09362664951349212,0.16570076847057488,-0.09685230393943521
2021-02-12,0.07446116370659638,0.0544760256390101,0.21241803176193452,0.0846203226314744,-0.3320026301226654,-0.6076192970166288,-0.42634046331404307,0.08040910858738107,0.07019392217383977,-0.14701379029451928,-0.11908766142486457,0.22558234444412045,-0.20187451214333768
2021-02-19,0.093325716145401,0.06595886328681742,0.2093275349051948,0.0982304724703144,-0.45651746841060603,-0.6946557424025298,-0.43460596904349336,0.1465442791938516,0.08195067354090178,-0.1704655419725667,-0.107989870713032,0.27875914076294567,-0.2693914252756163
2021-02-26,0.0984736713283449,0.05650865888067061,0.2141949260746964,0.0047978712066191614,-0.5272145025783443,-0.7154560322607139,-0.4228160855197263,0.2457304775165281,0.09507994799341662,-0.18902015086505206,-0.08247007688137692,0.32385536803928844,-0.3517199629279648
2021-03-05,0.10473897519400642,0.03758581288220976,0.22822375424860883,-0.09932771636530278,-0.5989082009706104,-0.7237896388719202,-0.4091565860509206,0.3501450606432871,0.10901960433970335,-0.20085195224814675,-0.10412474230343555,0.3637690024016101,-0.42293625220520936
