variant,variant_dir,spread_pair,flip_sign,sharpe,cagr,maxdd,hitrate,vol,n_days,years,start_date,end_date,latest_path,collision_days_dropped
VX3-VX2_short,3-2_short,"(3, 2)",True,1.228377407680099,0.3072302050652618,-0.2704676228684304,0.44972826086956524,0.24118095218598923,1472,5.841269841269841,2020-01-06,2025-10-31,sanity_checks\carry\vx_calendar_carry_variants\latest\3-2_short,8
VX2-VX1_short,2-1_short,"(2, 1)",True,1.055463780453704,0.3782080286296081,-0.2298436720667142,0.44021739130434784,0.3660273108514163,1472,5.841269841269841,2020-01-06,2025-10-31,sanity_checks\carry\vx_calendar_carry_variants\latest\2-1_short,4
VX2-VX1_long,2-1_long,"(2, 1)",False,-1.055463780453704,-0.36600808392946005,-0.9355188844156442,0.5570652173913043,0.3660273108514163,1472,5.841269841269841,2020-01-06,2025-10-31,sanity_checks\carry\vx_calendar_carry_variants\latest\2-1_long,4
VX3-VX2_long,3-2_long,"(3, 2)",False,-1.228377407680099,-0.27864188704411874,-0.8935365240731207,0.5421195652173914,0.24118095218598923,1472,5.841269841269841,2020-01-06,2025-10-31,sanity_checks\carry\vx_calendar_carry_variants\latest\3-2_long,8
