date,position
2020-01-03,
2020-01-06,-0.0
2020-01-07,-0.35355339059327373
2020-01-08,-0.5455447255899792
2020-01-09,-0.41666666666667806
2020-01-10,-0.547722557505168
2020-01-13,-0.45643546458763257
2020-01-14,-0.6043672230190341
2020-01-15,-0.6937218462755821
2020-01-16,-0.40016336533252644
2020-01-17,-0.5742030488200545
2020-01-21,-0.5168865612218243
2020-01-22,-0.4742520068343325
2020-01-23,-0.8147159132058062
2020-01-24,-0.8700503305210308
2020-01-27,-0.2503728562847372
2020-01-28,0.7117885669718476
2020-01-29,0.4820694542632503
2020-01-30,0.23417830111281432
2020-01-31,0.2659455562692469
2020-02-03,0.9589994752451253
2020-02-04,0.9993044381667543
2020-02-05,0.29185725503349147
2020-02-06,-0.23399302541757805
2020-02-07,-0.22819717584157528
2020-02-10,-0.5676564242687896
2020-02-11,-0.5432291244719537
2020-02-12,-0.6845851291967413
2020-02-13,-1.0
2020-02-14,-1.0
2020-02-18,-0.8447153369713142
2020-02-19,-0.7944671118140731
2020-02-20,0.5408445798045103
2020-02-21,0.9946471365286348
2020-02-24,1.0
2020-02-25,1.0
2020-02-26,1.0
2020-02-27,1.0
2020-02-28,1.0
2020-03-02,1.0
2020-03-03,1.0
2020-03-04,1.0
2020-03-05,1.0
2020-03-06,1.0
2020-03-09,1.0
2020-03-10,1.0
2020-03-11,1.0
2020-03-12,1.0
2020-03-13,1.0
2020-03-16,1.0
2020-03-17,1.0
2020-03-18,1.0
2020-03-19,0.9649443439602161
2020-03-20,0.9421803166514414
2020-03-23,0.693353577933895
2020-03-24,0.427051407048603
2020-03-25,0.3505268395875953
2020-03-26,0.4559768435093101
2020-03-27,0.29445461809997814
2020-03-30,0.45978847585695115
2020-03-31,0.10237361724582751
2020-04-01,0.06576531903446205
2020-04-02,0.08742595437178584
2020-04-03,0.06324516041691053
2020-04-06,0.033268566700249795
2020-04-07,-0.004930643659045817
2020-04-08,0.034055909382996026
2020-04-09,0.0015960096082060283
2020-04-13,0.004064972893769983
2020-04-14,0.004868715594160097
2020-04-15,-0.05141525958794321
2020-04-16,-0.027427095647108896
2020-04-17,-0.03341790461933423
2020-04-20,-0.04150982645310425
2020-04-21,-0.013912905535398243
2020-04-22,0.0051357394550342085
2020-04-23,-0.00764304360322308
2020-04-24,-0.0033140096568351997
2020-04-27,-0.03117795745190025
2020-04-28,-0.052368866346789736
2020-04-29,-0.04561452162921009
