horizon,lookback,cagr,vol,sharpe,maxdd,hit_rate,n_days,years
long_252,252,0.013239309078104444,0.06056513147027557,0.26371172630155043,-0.04195669461059337,0.5165745856353591,362,1.4365079365079365
med_84,84,0.05940004465518656,0.05408542679882531,1.089316974997112,-0.03270315068059426,0.5278350515463918,485,1.9246031746031746
short_21,21,0.10614957515894341,0.05855834515822312,1.708740093872643,-0.04523292634010556,0.5138121546961326,362,1.4365079365079365
