date,equity
2020-01-06,1.0
2020-01-07,0.9909986600680447
2020-01-08,0.9905711982349951
2020-01-09,0.987164211532721
2020-01-10,0.9870963402457137
2020-01-13,0.9835489525288491
2020-01-14,0.980189355593557
2020-01-15,0.9832226073564226
2020-01-16,0.9796514762496898
2020-01-17,0.9796514762496898
2020-01-21,0.9799394541937795
2020-01-22,0.9748533950109343
2020-01-23,0.9717546874616305
2020-01-24,0.9819644339570022
2020-01-27,0.9984776303706261
2020-01-28,0.9953010509423567
2020-01-29,0.9917787089137093
2020-01-30,0.9919626093241665
2020-01-31,1.0052285270845491
2020-02-03,1.007952056644917
2020-02-04,0.996270552229041
2020-02-05,0.9870054969300295
2020-02-06,0.9867833892372185
2020-02-07,0.9811360617740229
2020-02-10,0.9806843880870031
2020-02-11,0.9776159137813492
2020-02-12,0.9615566960105573
2020-02-13,0.965315072066705
2020-02-14,0.967843878588218
2020-02-18,0.9689327160274006
2020-02-19,0.9995370342847409
2020-02-20,1.0120009344969865
2020-02-21,1.0120009344969865
2020-02-24,0.9659215393532471
2020-02-25,0.9514316372276836
2020-02-26,0.9541637744222399
2020-02-27,0.9373307590224494
2020-02-28,0.9357303863779021
2020-03-02,0.9235411064858757
2020-03-03,0.9037211388124852
2020-03-04,0.9177665352960961
2020-03-05,0.9040254963997896
2020-03-06,0.8706873804476134
2020-03-09,0.8272137683051605
2020-03-10,0.8451953331195933
2020-03-11,0.8301290900608064
2020-03-12,0.7861706159917418
2020-03-13,0.7752197316816701
2020-03-16,0.7382874474029564
2020-03-17,0.7726693426363453
2020-03-18,0.8359609317977477
2020-03-19,0.8313569637642658
2020-03-20,0.8534297938714425
2020-03-23,0.8627512436282834
2020-03-24,0.8619156454345133
2020-03-25,0.8535971827500293
2020-03-26,0.8662406394940871
2020-03-27,0.8486439759803074
2020-03-30,0.8606988386965366
2020-03-31,0.8759254292921739
2020-04-01,0.8708546490173005
2020-04-02,0.8778078711519101
2020-04-03,0.8917946843048715
2020-04-06,0.9083546056180605
2020-04-07,0.8866984527051786
2020-04-08,0.9030319149755931
2020-04-09,0.8995426797058265
2020-04-13,0.8977412386807333
2020-04-14,0.9287753842969644
2020-04-15,0.9135648618062278
2020-04-16,0.9175276937689499
2020-04-17,0.9216068230727149
2020-04-20,0.906006390830775
2020-04-21,0.897367945655502
2020-04-22,0.9028950110623098
2020-04-23,0.9008119159878385
2020-04-24,0.9142731752077674
2020-04-27,0.9254372934935573
2020-04-28,0.9214437845090795
2020-04-29,0.9308992100286496
2020-04-30,0.9168342594560561
2020-05-01,0.9024064098809408
2020-05-04,0.9143056749289157
2020-05-05,0.921275279719651
2020-05-06,0.9205035333342587
2020-05-07,0.9312932443531806
2020-05-08,0.9419756614189942
2020-05-11,0.9586620585522478
2020-05-12,0.9929868350832495
2020-05-13,0.9787490358715765
2020-05-14,1.0000719614232652
2020-05-15,1.0046134452213205
2020-05-18,1.0181176588956418
2020-05-19,1.0388729994370816
2020-05-20,1.040048925498021
2020-05-21,1.0351996173768716
2020-05-22,1.0389467740794684
2020-05-26,1.038089797975893
2020-05-27,1.0396742089165898
2020-05-28,1.0330077024800701
2020-05-29,1.042646434261638
2020-06-01,1.0375419493619353
2020-06-02,1.0423991318235304
2020-06-03,1.045722206246409
2020-06-04,1.0457005285594159
2020-06-05,1.0492482707369684
2020-06-08,1.0512280743315139
2020-06-09,1.0512280743315139
2020-06-10,1.0599368324527225
2020-06-11,0.9647772578196792
2020-06-12,1.00138369047434
2020-06-15,1.0065938846059401
2020-06-16,1.0229234924739563
2020-06-17,1.0166387173433744
2020-06-18,1.0213611374750882
2020-06-19,1.0203748096967813
2020-06-22,1.0354610299705829
2020-06-23,1.043632281785376
2020-06-24,1.0423070608008527
2020-06-25,1.0498793222836023
2020-06-26,1.0498793222836023
2020-06-29,1.0556466514758023
2020-06-30,1.0555976048938545
2020-07-01,1.0605277955921986
2020-07-02,1.0587299834066939
2020-07-06,1.0612025155722833
2020-07-07,1.0675971921251293
2020-07-08,1.0744008918438477
2020-07-09,1.0720299950512229
2020-07-10,1.0588891218579701
2020-07-13,1.0708240755099547
2020-07-14,1.0655751170191308
2020-07-15,1.051733775508728
