date,engine,policy_multiplier,policy_state,stress_percentile,stress_value
2020-12-14,vrp,1,ON,0.00000000,0
2020-12-15,trend,1,ON,0.00000000,0
2020-12-15,vrp,1,ON,0.00000000,0
2020-12-16,trend,1,ON,0.00000000,0
2020-12-16,vrp,1,ON,0.00000000,0
2020-12-17,trend,1,ON,0.00000000,0
2020-12-17,vrp,1,ON,0.00000000,0
2020-12-18,vrp,1,ON,0.00000000,0
2020-12-18,trend,1,ON,0.00000000,0
2020-12-20,trend,1,ON,0.00000000,0
2020-12-20,vrp,1,ON,0.00000000,0
2020-12-21,trend,1,ON,0.00000000,0
2020-12-21,vrp,1,ON,0.00000000,0
2020-12-22,trend,1,ON,0.00000000,0
2020-12-22,vrp,1,ON,0.00000000,0
2020-12-23,trend,1,ON,0.00000000,0
2020-12-23,vrp,1,ON,0.00000000,0
2020-12-24,trend,1,ON,0.00000000,0
2020-12-24,vrp,1,ON,0.00000000,0
2020-12-25,trend,1,ON,0.00000000,0
2020-12-25,vrp,1,ON,0.00000000,0
2020-12-27,vrp,1,ON,0.00000000,0
2020-12-27,trend,1,ON,0.00000000,0
2020-12-28,trend,1,ON,0.00000000,0
2020-12-28,vrp,1,ON,0.00000000,0
2020-12-29,trend,1,ON,0.00000000,0
2020-12-29,vrp,1,ON,0.00000000,0
2020-12-30,trend,1,ON,0.00000000,0
2020-12-30,vrp,1,ON,0.00000000,0
2020-12-31,trend,1,ON,0.00000000,0
2020-12-31,vrp,1,ON,0.00000000,0
2021-01-01,trend,1,ON,0.00000000,0
2021-01-01,vrp,1,ON,0.00000000,0
2021-01-03,vrp,1,ON,0.00000000,0
2021-01-03,trend,1,ON,0.00000000,0
2021-01-04,vrp,1,ON,0.00000000,0
2021-01-04,trend,1,ON,0.00000000,0
2021-01-05,trend,1,ON,0.00000000,0
2021-01-05,vrp,1,ON,0.00000000,0
2021-01-06,trend,1,ON,0.00000000,0
2021-01-06,vrp,1,ON,0.00000000,0
2021-01-07,trend,1,ON,0.00000000,0
2021-01-07,vrp,1,ON,0.00000000,0
2021-01-08,trend,1,ON,0.00000000,0
2021-01-08,vrp,1,ON,0.00000000,0
2021-01-10,trend,1,ON,0.00000000,0
2021-01-10,vrp,1,ON,0.00000000,0
2021-01-11,trend,1,ON,0.00000000,0
2021-01-11,vrp,1,ON,0.00000000,0
2021-01-12,vrp,1,ON,0.00000000,0
2021-01-12,trend,1,ON,0.00000000,0
2021-01-13,trend,1,ON,0.00000000,0
2021-01-13,vrp,1,ON,0.00000000,0
2021-01-14,trend,1,ON,0.00000000,0
2021-01-14,vrp,1,ON,0.00000000,0
2021-01-15,trend,1,ON,0.00000000,0
2021-01-15,vrp,1,ON,0.00000000,0
2021-01-17,trend,1,ON,0.00000000,0
2021-01-17,vrp,1,ON,0.00000000,0
2021-01-18,trend,1,ON,0.00000000,0
2021-01-18,vrp,1,ON,0.00000000,0
2021-01-19,trend,1,ON,0.00000000,0
2021-01-19,vrp,1,ON,0.00000000,0
2021-01-20,vrp,1,ON,0.00000000,0
2021-01-20,trend,1,ON,0.00000000,0
2021-01-21,trend,1,ON,0.00000000,0
2021-01-21,vrp,1,ON,0.00000000,0
2021-01-22,trend,1,ON,0.00000000,0
2021-01-22,vrp,1,ON,0.00000000,0
2021-01-24,trend,1,ON,0.00000000,0
2021-01-24,vrp,1,ON,0.00000000,0
2021-01-25,trend,1,ON,0.00000000,0
2021-01-25,vrp,1,ON,0.00000000,0
2021-01-26,trend,1,ON,0.00000000,0
2021-01-26,vrp,1,ON,0.00000000,0
2021-01-27,vrp,1,ON,0.00000000,0
2021-01-27,trend,0,OFF,99.62686567,1
2021-01-28,vrp,1,ON,0.00000000,0
2021-01-28,trend,1,ON,0.00000000,0
2021-01-29,trend,1,ON,0.00000000,0
2021-01-29,vrp,1,ON,0.00000000,0
2021-01-31,trend,1,ON,0.00000000,0
2021-01-31,vrp,1,ON,0.00000000,0
2021-02-01,trend,1,ON,0.00000000,0
2021-02-01,vrp,1,ON,0.00000000,0
2021-02-02,trend,1,ON,0.00000000,0
2021-02-02,vrp,1,ON,0.00000000,0
2021-02-03,trend,1,ON,0.00000000,0
2021-02-03,vrp,1,ON,0.00000000,0
2021-02-04,vrp,1,ON,0.00000000,0
2021-02-04,trend,1,ON,0.00000000,0
2021-02-05,vrp,1,ON,0.00000000,0
2021-02-05,trend,1,ON,0.00000000,0
2021-02-07,trend,1,ON,0.00000000,0
2021-02-07,vrp,1,ON,0.00000000,0
2021-02-08,trend,1,ON,0.00000000,0
2021-02-08,vrp,1,ON,0.00000000,0
2021-02-09,trend,1,ON,0.00000000,0
2021-02-09,vrp,1,ON,0.00000000,0
2021-02-10,trend,1,ON,0.00000000,0
2021-02-10,vrp,1,ON,0.00000000,0
2021-02-11,trend,1,ON,0.00000000,0
2021-02-11,vrp,1,ON,0.00000000,0
2021-02-12,trend,1,ON,0.00000000,0
2021-02-12,vrp,1,ON,0.00000000,0
2021-02-14,vrp,1,ON,0.00000000,0
2021-02-14,trend,1,ON,0.00000000,0
2021-02-15,trend,1,ON,0.00000000,0
2021-02-15,vrp,1,ON,0.00000000,0
2021-02-16,trend,1,ON,0.00000000,0
2021-02-16,vrp,1,ON,0.00000000,0
2021-02-17,trend,1,ON,0.00000000,0
2021-02-17,vrp,1,ON,0.00000000,0
2021-02-18,trend,1,ON,0.00000000,0
2021-02-18,vrp,1,ON,0.00000000,0
2021-02-19,trend,1,ON,0.00000000,0
2021-02-19,vrp,1,ON,0.00000000,0
2021-02-21,trend,1,ON,0.00000000,0
2021-02-21,vrp,1,ON,0.00000000,0
2021-02-22,vrp,1,ON,0.00000000,0
2021-02-22,trend,1,ON,0.00000000,0
2021-02-23,trend,1,ON,0.00000000,0
2021-02-23,vrp,1,ON,0.00000000,0
2021-02-24,trend,1,ON,0.00000000,0
2021-02-24,vrp,1,ON,0.00000000,0
2021-02-25,trend,1,ON,0.00000000,0
2021-02-25,vrp,1,ON,0.00000000,0
2021-02-26,trend,1,ON,0.00000000,0
2021-02-26,vrp,1,ON,0.00000000,0
2021-02-28,trend,1,ON,0.00000000,0
2021-02-28,vrp,1,ON,0.00000000,0
2021-03-01,vrp,1,ON,0.00000000,0
2021-03-01,trend,1,ON,0.00000000,0
2021-03-02,vrp,1,ON,0.00000000,0
2021-03-02,trend,1,ON,0.00000000,0
2021-03-03,trend,1,ON,0.00000000,0
2021-03-03,vrp,1,ON,0.00000000,0
2021-03-04,trend,1,ON,0.00000000,0
2021-03-04,vrp,1,ON,0.00000000,0
2021-03-05,trend,1,ON,0.00000000,0
2021-03-05,vrp,1,ON,0.00000000,0
2021-03-07,trend,1,ON,0.00000000,0
2021-03-07,vrp,1,ON,0.00000000,0
2021-03-08,trend,1,ON,0.00000000,0
2021-03-08,vrp,1,ON,0.00000000,0
2021-03-09,vrp,1,ON,0.00000000,0
2021-03-09,trend,1,ON,0.00000000,0
2021-03-10,vrp,1,ON,0.00000000,0
2021-03-10,trend,1,ON,0.00000000,0
2021-03-11,trend,1,ON,0.00000000,0
2021-03-11,vrp,1,ON,0.00000000,0
2021-03-12,trend,1,ON,0.00000000,0
2021-03-12,vrp,1,ON,0.00000000,0
2021-03-14,trend,1,ON,0.00000000,0
2021-03-14,vrp,1,ON,0.00000000,0
2021-03-15,trend,1,ON,0.00000000,0
2021-03-15,vrp,1,ON,0.00000000,0
2021-03-16,trend,1,ON,0.00000000,0
2021-03-16,vrp,1,ON,0.00000000,0
2021-03-17,trend,1,ON,0.00000000,0
2021-03-17,vrp,1,ON,0.00000000,0
2021-03-18,vrp,1,ON,0.00000000,0
2021-03-18,trend,1,ON,0.00000000,0
2021-03-19,trend,1,ON,0.00000000,0
2021-03-19,vrp,1,ON,0.00000000,0
2021-03-21,trend,1,ON,0.00000000,0
2021-03-21,vrp,1,ON,0.00000000,0
2021-03-22,trend,1,ON,0.00000000,0
2021-03-22,vrp,1,ON,0.00000000,0
2021-03-23,trend,1,ON,0.00000000,0
2021-03-23,vrp,1,ON,0.00000000,0
2021-03-24,trend,1,ON,0.00000000,0
2021-03-24,vrp,1,ON,0.00000000,0
2021-03-25,vrp,1,ON,0.00000000,0
2021-03-25,trend,1,ON,0.00000000,0
2021-03-26,vrp,1,ON,0.00000000,0
2021-03-26,trend,1,ON,0.00000000,0
2021-03-28,trend,1,ON,0.00000000,0
2021-03-28,vrp,1,ON,0.00000000,0
2021-03-29,trend,1,ON,0.00000000,0
2021-03-29,vrp,1,ON,0.00000000,0
2021-03-30,trend,1,ON,0.00000000,0
2021-03-30,vrp,1,ON,0.00000000,0
2021-03-31,trend,1,ON,0.00000000,0
2021-03-31,vrp,1,ON,0.00000000,0
2021-04-01,trend,1,ON,0.00000000,0
2021-04-01,vrp,1,ON,0.00000000,0
2021-04-02,trend,1,ON,0.00000000,0
2021-04-02,vrp,1,ON,0.00000000,0
2021-04-04,vrp,1,ON,0.00000000,0
2021-04-04,trend,1,ON,0.00000000,0
2021-04-05,trend,1,ON,0.00000000,0
2021-04-05,vrp,1,ON,0.00000000,0
2021-04-06,trend,1,ON,0.00000000,0
2021-04-06,vrp,1,ON,0.00000000,0
2021-04-07,trend,1,ON,0.00000000,0
2021-04-07,vrp,1,ON,0.00000000,0
2021-04-08,trend,1,ON,0.00000000,0
2021-04-08,vrp,1,ON,0.00000000,0
2021-04-09,trend,1,ON,0.00000000,0
2021-04-09,vrp,1,ON,0.00000000,0
2021-04-11,trend,1,ON,0.00000000,0
2021-04-11,vrp,1,ON,0.00000000,0
2021-04-12,vrp,1,ON,0.00000000,0
2021-04-12,trend,1,ON,0.00000000,0
2021-04-13,trend,1,ON,0.00000000,0
2021-04-13,vrp,1,ON,0.00000000,0
2021-04-14,trend,1,ON,0.00000000,0
2021-04-14,vrp,1,ON,0.00000000,0
2021-04-15,trend,1,ON,0.00000000,0
2021-04-15,vrp,1,ON,0.00000000,0
2021-04-16,trend,1,ON,0.00000000,0
2021-04-16,vrp,1,ON,0.00000000,0
2021-04-18,trend,1,ON,0.00000000,0
2021-04-18,vrp,1,ON,0.00000000,0
2021-04-19,trend,1,ON,0.00000000,0
2021-04-19,vrp,1,ON,0.00000000,0
2021-04-20,vrp,1,ON,0.00000000,0
2021-04-20,trend,1,ON,0.00000000,0
2021-04-21,trend,1,ON,0.00000000,0
2021-04-21,vrp,1,ON,0.00000000,0
2021-04-22,trend,1,ON,0.00000000,0
2021-04-22,vrp,1,ON,0.00000000,0
2021-04-23,trend,1,ON,0.00000000,0
2021-04-23,vrp,1,ON,0.00000000,0
2021-04-25,trend,1,ON,0.00000000,0
2021-04-25,vrp,1,ON,0.00000000,0
2021-04-26,trend,1,ON,0.00000000,0
2021-04-26,vrp,1,ON,0.00000000,0
2021-04-27,trend,1,ON,0.00000000,0
2021-04-27,vrp,1,ON,0.00000000,0
2021-04-28,vrp,1,ON,0.00000000,0
2021-04-28,trend,1,ON,0.00000000,0
2021-04-29,trend,1,ON,0.00000000,0
2021-04-29,vrp,1,ON,0.00000000,0
2021-04-30,trend,1,ON,0.00000000,0
2021-04-30,vrp,1,ON,0.00000000,0
2021-05-02,trend,1,ON,0.00000000,0
2021-05-02,vrp,1,ON,0.00000000,0
2021-05-03,trend,1,ON,0.00000000,0
2021-05-03,vrp,1,ON,0.00000000,0
2021-05-04,trend,1,ON,0.00000000,0
2021-05-04,vrp,1,ON,0.00000000,0
2021-05-05,trend,1,ON,0.00000000,0
2021-05-05,vrp,1,ON,0.00000000,0
2021-05-06,vrp,1,ON,0.00000000,0
2021-05-06,trend,1,ON,0.00000000,0
2021-05-07,trend,1,ON,0.00000000,0
2021-05-07,vrp,1,ON,0.00000000,0
2021-05-09,trend,1,ON,0.00000000,0
2021-05-09,vrp,1,ON,0.00000000,0
2021-05-10,trend,1,ON,0.00000000,0
2021-05-10,vrp,1,ON,0.00000000,0
2021-05-11,trend,1,ON,0.00000000,0
2021-05-11,vrp,1,ON,0.00000000,0
2021-05-12,trend,0,OFF,99.41348974,1
2021-05-12,vrp,1,ON,0.00000000,0
2021-05-13,vrp,1,ON,0.00000000,0
2021-05-13,trend,1,ON,0.00000000,0
2021-05-14,vrp,1,ON,0.00000000,0
2021-05-14,trend,1,ON,0.00000000,0
2021-05-16,trend,1,ON,0.00000000,0
2021-05-16,vrp,1,ON,0.00000000,0
2021-05-17,trend,1,ON,0.00000000,0
2021-05-17,vrp,1,ON,0.00000000,0
2021-05-18,trend,1,ON,0.00000000,0
2021-05-18,vrp,1,ON,0.00000000,0
2021-05-19,trend,1,ON,0.00000000,0
2021-05-19,vrp,1,ON,0.00000000,0
2021-05-20,trend,1,ON,0.00000000,0
2021-05-20,vrp,1,ON,0.00000000,0
2021-05-21,trend,1,ON,0.00000000,0
2021-05-21,vrp,1,ON,0.00000000,0
2021-05-23,vrp,1,ON,0.00000000,0
2021-05-23,trend,1,ON,0.00000000,0
2021-05-24,trend,1,ON,0.00000000,0
2021-05-24,vrp,1,ON,0.00000000,0
2021-05-25,trend,1,ON,0.00000000,0
2021-05-25,vrp,1,ON,0.00000000,0
2021-05-26,trend,1,ON,0.00000000,0
2021-05-26,vrp,1,ON,0.00000000,0
2021-05-27,trend,1,ON,0.00000000,0
2021-05-27,vrp,1,ON,0.00000000,0
2021-05-28,trend,1,ON,0.00000000,0
2021-05-28,vrp,1,ON,0.00000000,0
2021-05-30,vrp,1,ON,0.00000000,0
2021-05-30,trend,1,ON,0.00000000,0
2021-05-31,vrp,1,ON,0.00000000,0
2021-05-31,trend,1,ON,0.00000000,0
2021-06-01,trend,1,ON,0.00000000,0
2021-06-01,vrp,1,ON,0.00000000,0
2021-06-02,trend,1,ON,0.00000000,0
2021-06-02,vrp,1,ON,0.00000000,0
2021-06-03,trend,1,ON,0.00000000,0
2021-06-03,vrp,1,ON,0.00000000,0
2021-06-04,trend,1,ON,0.00000000,0
2021-06-04,vrp,1,ON,0.00000000,0
2021-06-06,trend,1,ON,0.00000000,0
2021-06-06,vrp,1,ON,0.00000000,0
2021-06-07,trend,1,ON,0.00000000,0
2021-06-07,vrp,1,ON,0.00000000,0
2021-06-08,vrp,1,ON,0.00000000,0
2021-06-08,trend,1,ON,0.00000000,0
2021-06-09,trend,1,ON,0.00000000,0
2021-06-09,vrp,1,ON,0.00000000,0
2021-06-10,trend,1,ON,0.00000000,0
2021-06-10,vrp,1,ON,0.00000000,0
2021-06-11,trend,1,ON,0.00000000,0
2021-06-11,vrp,1,ON,0.00000000,0
2021-06-13,trend,1,ON,0.00000000,0
2021-06-13,vrp,1,ON,0.00000000,0
2021-06-14,trend,1,ON,0.00000000,0
2021-06-14,vrp,1,ON,0.00000000,0
2021-06-15,trend,1,ON,0.00000000,0
2021-06-15,vrp,1,ON,0.00000000,0
2021-06-16,trend,1,ON,0.00000000,0
2021-06-16,vrp,1,ON,0.00000000,0
2021-06-17,trend,1,ON,0.00000000,0
2021-06-17,vrp,1,ON,0.00000000,0
2021-06-18,vrp,1,ON,0.00000000,0
2021-06-18,trend,1,ON,0.00000000,0
2021-06-20,trend,1,ON,0.00000000,0
2021-06-20,vrp,1,ON,0.00000000,0
2021-06-21,trend,1,ON,0.00000000,0
2021-06-21,vrp,1,ON,0.00000000,0
2021-06-22,trend,1,ON,0.00000000,0
2021-06-22,vrp,1,ON,0.00000000,0
2021-06-23,trend,1,ON,0.00000000,0
2021-06-23,vrp,1,ON,0.00000000,0
2021-06-24,trend,1,ON,0.00000000,0
2021-06-24,vrp,1,ON,0.00000000,0
2021-06-25,trend,1,ON,0.00000000,0
2021-06-25,vrp,1,ON,0.00000000,0
2021-06-27,vrp,1,ON,0.00000000,0
2021-06-27,trend,1,ON,0.00000000,0
2021-06-28,trend,1,ON,0.00000000,0
2021-06-28,vrp,1,ON,0.00000000,0
2021-06-29,trend,1,ON,0.00000000,0
2021-06-29,vrp,1,ON,0.00000000,0
2021-06-30,trend,1,ON,0.00000000,0
2021-06-30,vrp,1,ON,0.00000000,0
2021-07-01,trend,1,ON,0.00000000,0
2021-07-01,vrp,1,ON,0.00000000,0
2021-07-02,trend,1,ON,0.00000000,0
2021-07-02,vrp,1,ON,0.00000000,0
2021-07-04,trend,1,ON,0.00000000,0
2021-07-04,vrp,1,ON,0.00000000,0
2021-07-05,vrp,1,ON,0.00000000,0
2021-07-05,trend,1,ON,0.00000000,0
2021-07-06,trend,1,ON,0.00000000,0
2021-07-06,vrp,1,ON,0.00000000,0
2021-07-07,trend,1,ON,0.00000000,0
2021-07-07,vrp,1,ON,0.00000000,0
2021-07-08,trend,1,ON,0.00000000,0
2021-07-08,vrp,1,ON,0.00000000,0
2021-07-09,trend,1,ON,0.00000000,0
2021-07-09,vrp,1,ON,0.00000000,0
2021-07-11,trend,1,ON,0.00000000,0
2021-07-11,vrp,1,ON,0.00000000,0
2021-07-12,trend,1,ON,0.00000000,0
2021-07-12,vrp,1,ON,0.00000000,0
2021-07-13,vrp,1,ON,0.00000000,0
2021-07-13,trend,1,ON,0.00000000,0
2021-07-14,trend,1,ON,0.00000000,0
2021-07-14,vrp,1,ON,0.00000000,0
2021-07-15,trend,1,ON,0.00000000,0
2021-07-15,vrp,1,ON,0.00000000,0
2021-07-16,trend,1,ON,0.00000000,0
2021-07-16,vrp,1,ON,0.00000000,0
2021-07-18,trend,1,ON,0.00000000,0
2021-07-18,vrp,1,ON,0.00000000,0
2021-07-19,trend,0,OFF,99.22480620,1
2021-07-19,vrp,1,ON,0.00000000,0
2021-07-20,vrp,1,ON,0.00000000,0
2021-07-20,trend,1,ON,0.00000000,0
2021-07-21,vrp,1,ON,0.00000000,0
2021-07-21,trend,1,ON,0.00000000,0
2021-07-22,trend,1,ON,0.00000000,0
2021-07-22,vrp,1,ON,0.00000000,0
2021-07-23,trend,1,ON,0.00000000,0
2021-07-23,vrp,1,ON,0.00000000,0
2021-07-25,trend,1,ON,0.00000000,0
2021-07-25,vrp,1,ON,0.00000000,0
2021-07-26,trend,1,ON,0.00000000,0
2021-07-26,vrp,1,ON,0.00000000,0
2021-07-27,trend,1,ON,0.00000000,0
2021-07-27,vrp,1,ON,0.00000000,0
2021-07-28,trend,1,ON,0.00000000,0
2021-07-28,vrp,1,ON,0.00000000,0
2021-07-29,vrp,1,ON,0.00000000,0
2021-07-29,trend,1,ON,0.00000000,0
2021-07-30,trend,1,ON,0.00000000,0
2021-07-30,vrp,1,ON,0.00000000,0
2021-08-01,trend,1,ON,0.00000000,0
2021-08-01,vrp,1,ON,0.00000000,0
2021-08-02,trend,1,ON,0.00000000,0
2021-08-02,vrp,1,ON,0.00000000,0
2021-08-03,trend,1,ON,0.00000000,0
2021-08-03,vrp,1,ON,0.00000000,0
2021-08-04,trend,1,ON,0.00000000,0
2021-08-04,vrp,1,ON,0.00000000,0
2021-08-05,vrp,1,ON,0.00000000,0
2021-08-05,trend,1,ON,0.00000000,0
2021-08-06,vrp,1,ON,0.00000000,0
2021-08-06,trend,1,ON,0.00000000,0
2021-08-08,trend,1,ON,0.00000000,0
2021-08-08,vrp,1,ON,0.00000000,0
2021-08-09,trend,1,ON,0.00000000,0
2021-08-09,vrp,1,ON,0.00000000,0
2021-08-10,trend,1,ON,0.00000000,0
2021-08-10,vrp,1,ON,0.00000000,0
2021-08-11,trend,1,ON,0.00000000,0
2021-08-11,vrp,1,ON,0.00000000,0
2021-08-12,trend,1,ON,0.00000000,0
2021-08-12,vrp,1,ON,0.00000000,0
2021-08-13,trend,1,ON,0.00000000,0
2021-08-13,vrp,1,ON,0.00000000,0
2021-08-15,vrp,1,ON,0.00000000,0
2021-08-15,trend,1,ON,0.00000000,0
2021-08-16,trend,1,ON,0.00000000,0
2021-08-16,vrp,1,ON,0.00000000,0
2021-08-17,trend,1,ON,0.00000000,0
2021-08-17,vrp,1,ON,0.00000000,0
2021-08-18,trend,1,ON,0.00000000,0
2021-08-18,vrp,1,ON,0.00000000,0
2021-08-19,trend,1,ON,0.00000000,0
2021-08-19,vrp,1,ON,0.00000000,0
2021-08-20,trend,1,ON,0.00000000,0
2021-08-20,vrp,1,ON,0.00000000,0
2021-08-22,trend,1,ON,0.00000000,0
2021-08-22,vrp,1,ON,0.00000000,0
2021-08-23,vrp,1,ON,0.00000000,0
2021-08-23,trend,1,ON,0.00000000,0
2021-08-24,trend,1,ON,0.00000000,0
2021-08-24,vrp,1,ON,0.00000000,0
2021-08-25,trend,1,ON,0.00000000,0
2021-08-25,vrp,1,ON,0.00000000,0
2021-08-26,trend,1,ON,0.00000000,0
2021-08-26,vrp,1,ON,0.00000000,0
2021-08-27,trend,1,ON,0.00000000,0
2021-08-27,vrp,1,ON,0.00000000,0
2021-08-29,trend,1,ON,0.00000000,0
2021-08-29,vrp,1,ON,0.00000000,0
2021-08-30,trend,1,ON,0.00000000,0
2021-08-30,vrp,1,ON,0.00000000,0
2021-08-31,vrp,1,ON,0.00000000,0
2021-08-31,trend,1,ON,0.00000000,0
2021-09-01,trend,1,ON,0.00000000,0
2021-09-01,vrp,1,ON,0.00000000,0
2021-09-02,trend,1,ON,0.00000000,0
2021-09-02,vrp,1,ON,0.00000000,0
2021-09-03,trend,1,ON,0.00000000,0
2021-09-03,vrp,1,ON,0.00000000,0
2021-09-05,trend,1,ON,0.00000000,0
2021-09-05,vrp,1,ON,0.00000000,0
2021-09-06,trend,1,ON,0.00000000,0
2021-09-06,vrp,1,ON,0.00000000,0
2021-09-07,trend,1,ON,0.00000000,0
2021-09-07,vrp,1,ON,0.00000000,0
2021-09-08,vrp,1,ON,0.00000000,0
2021-09-08,trend,1,ON,0.00000000,0
2021-09-09,trend,1,ON,0.00000000,0
2021-09-09,vrp,1,ON,0.00000000,0
2021-09-10,trend,1,ON,0.00000000,0
2021-09-10,vrp,1,ON,0.00000000,0
2021-09-12,trend,1,ON,0.00000000,0
2021-09-12,vrp,1,ON,0.00000000,0
2021-09-13,trend,1,ON,0.00000000,0
2021-09-13,vrp,1,ON,0.00000000,0
2021-09-14,trend,1,ON,0.00000000,0
2021-09-14,vrp,1,ON,0.00000000,0
2021-09-15,trend,1,ON,0.00000000,0
2021-09-15,vrp,1,ON,0.00000000,0
2021-09-16,vrp,1,ON,0.00000000,0
2021-09-16,trend,1,ON,0.00000000,0
2021-09-17,trend,1,ON,0.00000000,0
2021-09-17,vrp,1,ON,0.00000000,0
2021-09-19,trend,1,ON,0.00000000,0
2021-09-19,vrp,1,ON,0.00000000,0
2021-09-20,trend,0,OFF,99.07192575,1
2021-09-20,vrp,1,ON,0.00000000,0
2021-09-21,trend,1,ON,0.00000000,0
2021-09-21,vrp,1,ON,0.00000000,0
2021-09-22,trend,1,ON,0.00000000,0
2021-09-22,vrp,1,ON,0.00000000,0
2021-09-23,vrp,1,ON,0.00000000,0
2021-09-23,trend,1,ON,0.00000000,0
2021-09-24,vrp,1,ON,0.00000000,0
2021-09-24,trend,1,ON,0.00000000,0
2021-09-26,trend,1,ON,0.00000000,0
2021-09-26,vrp,1,ON,0.00000000,0
2021-09-27,trend,1,ON,0.00000000,0
2021-09-27,vrp,1,ON,0.00000000,0
2021-09-28,trend,1,ON,0.00000000,0
2021-09-28,vrp,1,ON,0.00000000,0
2021-09-29,trend,1,ON,0.00000000,0
2021-09-29,vrp,1,ON,0.00000000,0
2021-09-30,trend,1,ON,0.00000000,0
2021-09-30,vrp,1,ON,0.00000000,0
2021-10-01,trend,1,ON,0.00000000,0
2021-10-01,vrp,1,ON,0.00000000,0
2021-10-03,vrp,1,ON,0.00000000,0
2021-10-03,trend,1,ON,0.00000000,0
2021-10-04,trend,1,ON,0.00000000,0
2021-10-04,vrp,1,ON,0.00000000,0
2021-10-05,trend,1,ON,0.00000000,0
2021-10-05,vrp,1,ON,0.00000000,0
2021-10-06,trend,1,ON,0.00000000,0
2021-10-06,vrp,1,ON,0.00000000,0
2021-10-07,trend,1,ON,0.00000000,0
2021-10-07,vrp,1,ON,0.00000000,0
2021-10-08,trend,1,ON,0.00000000,0
2021-10-08,vrp,1,ON,0.00000000,0
2021-10-10,vrp,1,ON,0.00000000,0
2021-10-10,trend,1,ON,0.00000000,0
2021-10-11,vrp,1,ON,0.00000000,0
2021-10-11,trend,1,ON,0.00000000,0
2021-10-12,trend,1,ON,0.00000000,0
2021-10-12,vrp,1,ON,0.00000000,0
2021-10-13,trend,1,ON,0.00000000,0
2021-10-13,vrp,1,ON,0.00000000,0
2021-10-14,trend,1,ON,0.00000000,0
2021-10-14,vrp,1,ON,0.00000000,0
2021-10-15,trend,1,ON,0.00000000,0
2021-10-15,vrp,1,ON,0.00000000,0
2021-10-17,trend,1,ON,0.00000000,0
2021-10-17,vrp,1,ON,0.00000000,0
2021-10-18,trend,1,ON,0.00000000,0
2021-10-18,vrp,1,ON,0.00000000,0
2021-10-19,vrp,1,ON,0.00000000,0
2021-10-19,trend,1,ON,0.00000000,0
2021-10-20,trend,1,ON,0.00000000,0
2021-10-20,vrp,1,ON,0.00000000,0
2021-10-21,trend,1,ON,0.00000000,0
2021-10-21,vrp,1,ON,0.00000000,0
2021-10-22,trend,1,ON,0.00000000,0
2021-10-22,vrp,1,ON,0.00000000,0
2021-10-24,trend,1,ON,0.00000000,0
2021-10-24,vrp,1,ON,0.00000000,0
2021-10-25,trend,1,ON,0.00000000,0
2021-10-25,vrp,1,ON,0.00000000,0
2021-10-26,trend,1,ON,0.00000000,0
2021-10-26,vrp,1,ON,0.00000000,0
2021-10-27,trend,1,ON,0.00000000,0
2021-10-27,vrp,1,ON,0.00000000,0
2021-10-28,vrp,1,ON,0.00000000,0
2021-10-28,trend,1,ON,0.00000000,0
2021-10-29,trend,1,ON,0.00000000,0
2021-10-29,vrp,1,ON,0.00000000,0
2021-10-31,trend,1,ON,0.00000000,0
2021-10-31,vrp,1,ON,0.00000000,0
2021-11-01,trend,1,ON,0.00000000,0
2021-11-01,vrp,1,ON,0.00000000,0
2021-11-02,trend,1,ON,0.00000000,0
2021-11-02,vrp,1,ON,0.00000000,0
2021-11-03,trend,1,ON,0.00000000,0
2021-11-03,vrp,1,ON,0.00000000,0
2021-11-04,trend,1,ON,0.00000000,0
2021-11-04,vrp,1,ON,0.00000000,0
2021-11-05,vrp,1,ON,0.00000000,0
2021-11-05,trend,1,ON,0.00000000,0
2021-11-07,trend,1,ON,0.00000000,0
2021-11-07,vrp,1,ON,0.00000000,0
2021-11-08,trend,1,ON,0.00000000,0
2021-11-08,vrp,1,ON,0.00000000,0
2021-11-09,trend,1,ON,0.00000000,0
2021-11-09,vrp,1,ON,0.00000000,0
2021-11-10,trend,1,ON,0.00000000,0
2021-11-10,vrp,1,ON,0.00000000,0
2021-11-11,trend,1,ON,0.00000000,0
2021-11-11,vrp,1,ON,0.00000000,0
2021-11-12,trend,1,ON,0.00000000,0
2021-11-12,vrp,1,ON,0.00000000,0
2021-11-14,vrp,1,ON,0.00000000,0
2021-11-14,trend,1,ON,0.00000000,0
2021-11-15,trend,1,ON,0.00000000,0
2021-11-15,vrp,1,ON,0.00000000,0
2021-11-16,trend,1,ON,0.00000000,0
2021-11-16,vrp,1,ON,0.00000000,0
2021-11-17,trend,1,ON,0.00000000,0
2021-11-17,vrp,1,ON,0.00000000,0
2021-11-18,trend,1,ON,0.00000000,0
2021-11-18,vrp,1,ON,0.00000000,0
2021-11-19,trend,1,ON,0.00000000,0
2021-11-19,vrp,1,ON,0.00000000,0
2021-11-21,trend,1,ON,0.00000000,0
2021-11-21,vrp,1,ON,0.00000000,0
2021-11-22,vrp,1,ON,0.00000000,0
2021-11-22,trend,1,ON,0.00000000,0
2021-11-23,trend,1,ON,0.00000000,0
2021-11-23,vrp,1,ON,0.00000000,0
2021-11-24,trend,1,ON,0.00000000,0
2021-11-24,vrp,1,ON,0.00000000,0
2021-11-25,trend,1,ON,0.00000000,0
