,ES_FRONT_CALENDAR_2D,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,ZT_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,UB_FRONT_VOLUME,SR3_FRONT_CALENDAR,CL_FRONT_VOLUME,GC_FRONT_VOLUME,6E_FRONT_CALENDAR,6B_FRONT_CALENDAR,6J_FRONT_CALENDAR
2021-01-01,-0.02003700063556125,-0.016485218855613368,0.3994211162979014,0.1250928810263601,0.14873318522083076,-0.07986332397478713,-0.6383681997797085,-0.07986332397478713,-0.007107957971903633,-0.02291076621883807,-0.06466204454560558,-0.04130298683818865,-0.059508892114211266
2021-01-08,-0.0009698428503902463,-0.002090098530015008,0.356025543629117,0.05376584504447662,0.043909018254537524,-0.16256784308902333,-0.5844309640776704,-0.0638802976272684,0.0027889904726479267,-0.031801798243073345,-0.04096892592400227,-0.016873707753190345,-0.0320531051811231
2021-01-15,0.019816727706693456,0.0092439190244374,0.3191044081523149,-0.0228638441701057,-0.06441325581478306,-0.24911423252446996,-0.5307494724911438,-0.047419205952082634,0.013465454080950439,-0.04464335677806517,-0.04049542641403156,0.013670216760495613,0.0027287890825258496
2021-01-22,0.04600726407738238,0.024989567104291857,0.2826874797328548,-0.061554399288709975,-0.16718122978387912,-0.36419561090026,-0.48485195227760963,-0.02054398396373311,0.023633205852658597,-0.06591769205482434,-0.0359252147653813,0.047029709583297385,0.025691235027229
2021-01-29,0.03707515784147629,0.016890193962208176,0.2639373409491927,0.0007032307276869862,-0.21409868443815955,-0.46527047770516256,-0.45630195368608667,0.047422252075896565,0.03702933394008556,-0.1018361337959412,-0.04339335068307322,0.12209196838826007,8.400384681180734e-05
2021-02-05,0.05032882910302816,0.031039660527900484,0.22815274887325554,0.07205976729619298,-0.24360708211911808,-0.5212572904506504,-0.41844908672281567,0.06694786815549508,0.05111349767507235,-0.12412481189147638,-0.09493655105808535,0.16433048675557033,-0.09234347563934067
2021-02-12,0.07413717599142072,0.054448703122528336,0.214097285676845,0.07419943563081666,-0.33769262812691303,-0.6131896827786965,-0.42440833875892797,0.0756077504147575,0.07198259635492711,-0.14731662522766098,-0.1198004501082055,0.22286189980107213,-0.2008376578824091
2021-02-19,0.09341099796452142,0.06647945233076863,0.21061686958926318,0.08465788782117513,-0.46075237256155255,-0.7007802189365563,-0.43375241359899563,0.14028407208632326,0.0841943396635441,-0.17053902589081799,-0.10746363405444286,0.27624944188743544,-0.26976503920709494
2021-02-26,0.09905108562536499,0.057971486965323386,0.21509783425219808,-0.010442808441925702,-0.5313362250643019,-0.722451350415585,-0.4229195203514498,0.23650742514366652,0.09728973910495399,-0.1887604535667803,-0.08032323609029476,0.32236250339742656,-0.35215380837659194
2021-03-05,0.10528246075091201,0.0391881169042277,0.22894834550467047,-0.11382796847906741,-0.6041662133948147,-0.7324052753299417,-0.4099458256817732,0.33991972320335134,0.1112318277767307,-0.20116870094218184,-0.09772138979649682,0.36472375115686023,-0.4246237484132902
2021-03-12,0.12798011214479366,0.027132078987968204,0.23260082154746708,-0.22484178179892889,-0.6602669672919009,-0.739494803452291,-0.38774258084018287,0.43739180185452187,0.12071867373239277,-0.1969883045351287,-0.11555922679680218,0.3928895999382635,-0.5326672360838708
