,ES_FRONT_CALENDAR_2D,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,ZT_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,UB_FRONT_VOLUME,SR3_FRONT_CALENDAR,CL_FRONT_VOLUME,GC_FRONT_VOLUME,6E_FRONT_CALENDAR,6B_FRONT_CALENDAR,6J_FRONT_CALENDAR
2020-03-20,0.09305555165023516,0.054328859865063486,0.06678628166732714,-0.4542307379683452,-0.6453116568315487,-0.6669050722274344,-0.12477448131091864,0.04035471162090872,0.0013283473416111791,0.006969231932524753,0.2791975838782763,0.14202219606703056,0.2801259017427878
2020-03-27,0.05498756819624472,0.026267648985110838,0.07346166971920202,-0.3612362762974245,-0.6233248019943043,-0.6905542158063903,-0.1316265732988343,0.14745338388362048,-0.012716977711777894,-0.00308413458756558,0.25631677445643136,0.17021915191972395,0.3795636381712037
2020-04-03,0.058076821526125845,0.04017553422101735,0.04578852706836869,-0.43837388540557876,-0.5947876830244808,-0.621505427073125,-0.11326523608263567,0.03463912217486295,-0.014503678038211629,0.024369993041380447,0.25358010536912523,0.19385289334170477,0.4733830027537169
2020-04-10,0.09047802149671277,0.047224042292155446,0.051566137974272175,-0.5545711123028735,-0.5906140300306382,-0.5817411916189028,-0.11700780109654367,0.0462385288642313,0.012354972517355524,-0.038028835628365586,0.17350917591797638,0.18827441430801373,0.3689942964601344
2020-04-17,0.09977953529184927,0.04692848947987159,0.058153818437845846,-0.5401199910718417,-0.5707497616513583,-0.5777170260436899,-0.07131809270603111,-0.13301286088352163,0.027111667247493382,-0.12316069943744547,0.14021673425247388,0.22374985426437774,0.40554134823685256
2020-04-24,0.12439187529419106,0.07119053796237447,0.052983961899424885,-0.41473851575218196,-0.5406225438790249,-0.5832251396521914,-0.12204922933810605,-0.15606126467951895,0.03191913817491576,-0.1839423810076557,0.21619733200812713,0.2401602843935211,0.3523621207711143
2020-05-01,0.1141109616137838,0.08196838254632258,0.057760280978404285,-0.34380697509923075,-0.4161801112763839,-0.6748852643414741,-0.1660354544822749,-0.16497218443250566,0.03265211383828501,-0.15656095744988804,0.23677194769192395,0.24126416298927153,0.26792133445716365
2020-05-08,0.11141832567269165,0.08157946187476114,0.06429777281187252,-0.2119517104972425,-0.26885861211588646,-0.7541584839257651,-0.19350346853023487,-0.15491980495339314,0.03207705137240703,-0.16657659325824584,0.25152406960914264,0.18283232011197692,0.2785572460684435
2020-05-15,0.10429116698783625,0.0872435177357905,0.08674999764068846,-0.12632728496513868,-0.27025797907698257,-0.7662317068699853,-0.24758226695474322,-0.21596475139086466,0.04742103330016734,-0.11254171947106265,0.1942133477718426,0.09413767947741263,0.24340566392935215
2020-05-22,0.08794261897984462,0.07387156642363589,0.14030693444222253,-0.17600565642256172,-0.23767195555548254,-0.629300651568225,-0.30640081087606447,-0.1922527632613937,0.040940623571665544,-0.090856561856873,0.16241179674242986,0.07967504211242672,0.20283883811959813
2020-05-29,0.07025398784331155,0.059394513188807604,0.1896662397508801,-0.12635881897794202,-0.16793618535347116,-0.5237241868149325,-0.3674257848890913,-0.18602273704347858,0.03410091080840483,-0.07588415331507925,0.12341179410998546,0.059934117512087465,0.1571309489683207
2020-06-05,0.087781323403442,0.07002551216287853,0.15644801480421294,-0.21864515236959572,-0.31520222395241493,-0.5702498738221247,-0.324593890326324,-0.12524399473797898,0.04607066738183743,-0.07738214427403502,0.11976109086303449,0.08787623501317532,0.15325677259567297
