date,equity
2021-01-05,1.007714876917574
2021-01-06,1.0084975588200582
2021-01-07,1.0108465990297368
2021-01-08,1.0110627163981933
2021-01-12,1.014758426962586
2021-01-14,1.01657705783149
2021-01-15,1.0113008198665103
2021-01-20,1.0151465266952848
2021-01-28,1.0178483088213581
2021-02-05,1.024670679573883
2021-02-09,1.0270109706102144
2021-02-10,1.0281619809960354
2021-02-11,1.0289633611371665
2021-02-16,1.0267369969786424
2021-02-17,1.0266864949940924
2021-02-18,1.0242765567500889
2021-02-23,1.0236829872611468
2021-02-25,1.0166826104924953
2021-03-04,1.017298062649178
2021-03-09,1.016965632197767
2021-03-23,1.0100661523984749
2021-03-24,1.0133244660909304
2021-03-25,1.011805586631646
2021-03-26,1.0177343036422928
2021-03-31,1.0219312849630648
2021-04-01,1.0214223263169462
2021-04-07,1.0226447073666565
2021-04-08,1.0228241841613221
2021-04-09,1.0230143222535837
2021-04-13,1.023091972236406
2021-04-14,1.0261919186561823
2021-04-15,1.0255123066473617
2021-04-16,1.0265513861018827
2021-04-20,1.0225959864900684
2021-04-21,1.0211937802858333
2021-04-22,1.0187686435703125
2021-04-23,1.0200632328092596
2021-04-27,1.0228512739346938
2021-04-28,1.0249276930052942
2021-04-29,1.0271574157381207
2021-04-30,1.0248501154724667
2021-05-05,1.0223999124077614
2021-05-06,1.0213255866053073
2021-05-07,1.0247524227985139
2021-05-14,1.0296838112322817
2021-05-19,1.027510903982014
2021-05-28,1.0252539577311257
2021-06-02,1.025772271278382
2021-06-04,1.0257286836911261
2021-06-11,1.027245555377974
2021-06-15,1.0289970759937832
2021-06-16,1.0276357448434417
2021-06-17,1.0281997270996126
2021-06-18,1.025547735152592
2021-06-22,1.0271601917543167
2021-06-24,1.0273184422890163
2021-06-25,1.029382008206172
2021-06-29,1.0302813063181746
2021-06-30,1.0298122034915058
2021-07-01,1.0310052249682773
2021-07-02,1.0308985028978332
2021-07-07,1.0271596066565287
2021-07-08,1.0250148990631118
2021-07-09,1.0290723159794264
2021-07-14,1.0249337942206218
2021-07-15,1.0188523827266263
2021-07-16,1.017577816961108
2021-07-21,1.0247584787056458
2021-07-22,1.02628503896576
2021-07-23,1.0308680856160561
2021-07-29,1.0308869577202375
2021-07-30,1.03220349048615
2021-08-03,1.0330313084987792
2021-08-04,1.0310658642539976
2021-08-05,1.0340568267422308
2021-08-06,1.0360057579729889
2021-08-25,1.0378668155139537
2021-08-26,1.0350387828134122
2021-08-27,1.0349561409467898
2021-08-31,1.0361882171559949
2021-09-03,1.0362610790562978
2021-09-07,1.036163463136783
2021-09-10,1.037974055801675
2021-09-16,1.039876458490467
2021-09-17,1.0398373748098892
2021-09-21,1.0380988386419985
2021-09-22,1.0412426555465624
2021-09-23,1.0488619694318895
2021-09-24,1.049795712972815
2021-09-28,1.0477303404805476
2021-09-29,1.0465149623911219
2021-10-06,1.0457621624692053
2021-10-13,1.0456343832431356
2021-10-14,1.0492751354856278
2021-10-19,1.0524413085251774
2021-10-20,1.053062185901288
2021-10-21,1.052319764285453
2021-10-26,1.0538166082889535
2021-10-27,1.0489802829348915
2021-10-28,1.0499801282931753
2021-10-29,1.054118368495255
2021-11-02,1.0519974819144913
2021-11-03,1.05373860760058
2021-11-09,1.0538064012450246
2021-11-10,1.0548509120447485
2021-11-11,1.055556418568586
2021-11-12,1.0566216639676784
2021-11-16,1.0589250227018383
