date,2s10s,5s30s
2021-01-05,0.0002772708816665252,0.0008146322863888991
2021-01-06,0.0006116733106430158,0.003164971825650076
2021-01-07,0.000505532110588104,0.0007839173174119136
2021-01-08,0.0004978285541568512,0.0003769721529040677
2021-01-10,-1.563690213764495e-05,-1.9927184095517917e-05
2021-01-11,0.00019772556182632369,-0.00017055624494657093
2021-01-12,-0.00025270658234234346,-0.000652767102249102
2021-01-13,-0.00040412093829126874,-0.0013400057496450596
2021-01-14,0.00036578663243412644,0.0018125822422987228
2021-01-15,-0.00034962360882269264,-0.00045805286479014317
2021-01-17,-2.2032329901945356e-05,0.00032405459123052954
2021-01-18,0.00010364124206665743,0.00021375276813302384
2021-01-19,6.493754580339514e-06,-7.858243460716214e-05
2021-01-20,-0.00011276856248942593,-0.000117449723859733
2021-01-21,0.00025524714491899836,0.0016110450580745523
2021-01-22,-0.0002139336980065239,-0.0005067932293526954
2021-01-24,0.00011659057629415982,0.0002771702383916518
2021-01-25,-0.0005791503342684733,-0.0017941894848642022
2021-01-26,5.706319871787075e-05,-1.9095936257073984e-05
2021-01-27,-0.0001822646687026946,-0.00046536211890322297
2021-01-28,0.0002633361767638529,0.001089816547242049
2021-01-29,0.00023055156742870153,0.001132949230041735
2021-01-31,2.8525547690448365e-05,0.0003192094280490422
2021-02-01,0.00010338343625589642,0.0006071164696306349
2021-02-02,0.00022241906078327724,0.0004431848627764486
2021-02-03,0.00021385471557013567,0.0012482138591705107
2021-02-04,-0.00010384567144416162,0.0006688528140246868
2021-02-05,0.0003190222716882274,0.0015888280627241742
2021-02-07,9.155694900752408e-06,0.00027272344196736207
2021-02-08,-5.70510953810759e-05,-0.0016889609052440893
2021-02-09,-8.558269388418376e-05,0.0003119202605643937
2021-02-10,-0.0002767749949795355,-0.0007757608624131308
2021-02-11,0.00015419111791384964,0.0010476398961478937
2021-02-12,0.0004279368873176281,0.0018964075493765713
2021-02-14,0.0002145771029815261,0.0005606445784830452
2021-02-15,0.0002212828732729916,-0.00030295763096926595
2021-02-16,0.0007341003798074856,0.0013378939253280374
2021-02-17,-0.00028973775268704906,-0.0016969241304314966
2021-02-18,0.00017753499487879713,0.0015615410439482101
2021-02-19,0.0004664582887188905,0.0020499146538797046
2021-02-21,0.00021640250210105876,0.0003556171669340058
2021-02-22,-0.00015606064070608464,0.0003970924235657977
2021-02-23,-0.00022276370939272865,0.001655310218592318
2021-02-24,0.00028983652314177883,0.001004428173435099
2021-02-25,0.0016735612637764877,-0.002440671270118042
2021-02-26,-0.00037150410972694036,-0.003311976620286179
2021-02-28,0.0011279557256093427,-0.0003487260592469569
2021-03-01,0.0,0.0020600010087618993
2021-03-02,-0.00033330979605620224,0.0011599138733402931
2021-03-03,0.0007018725349801685,0.0007074061071927714
2021-03-04,0.000799365144149739,-0.00010412193166257108
2021-03-05,0.00022244147387107002,-0.00100489232186793
2021-03-07,0.0002565508092886213,3.848561397773497e-05
2021-03-08,-0.00018265667001618276,-0.0013044829527618703
2021-03-09,-0.0006520312321670572,-0.001676687115076241
2021-03-10,-0.00011387832188903041,0.0006392796873542054
2021-03-11,0.0002967576248714264,0.002409389908024629
2021-03-12,0.0007908280775049559,0.0021426980461929012
2021-03-14,8.584882987707905e-05,0.0004024498863750787
2021-03-15,-0.0004463201612915472,-0.0009561387457564707
2021-03-16,0.00023990523686544759,0.000828108631067848
2021-03-17,0.0002970650109971576,0.0035399291060402753
2021-03-18,0.0003152127535176683,-0.0010311538839715704
2021-03-19,0.0003382439449551591,-0.0011018225055750702
2021-03-21,-0.0002013402872332628,-0.00040630680061007644
2021-03-22,-0.00024139773249565833,-0.0010180389564976263
2021-03-23,-0.0006709275800593454,-0.0014614767256567374
2021-03-24,-4.5675255957095144e-05,-0.0003167064573368055
2021-03-25,0.0003140307353301579,0.0017237263352852467
2021-03-26,0.00047410619687867446,0.00022617688140530987
2021-03-28,-8.604401288593398e-05,6.554367022638954e-05
2021-03-29,0.0004468184521911811,0.0005696571206515971
2021-03-30,9.806705795242759e-05,-0.0021994890210993534
2021-03-31,0.0002076012052707696,0.0004753902309041939
2021-04-01,-0.000776443342111535,-0.0024371773915312115
2021-04-02,0.00031138104774161205,-0.0010402777372887646
2021-04-04,-0.00010959377159253927,-0.0003494577951980897
2021-04-05,2.7057040698680735e-05,0.0011703292841161558
2021-04-06,-0.0004889132104131815,0.0008052571466157026
2021-04-07,7.406582167770877e-05,0.0012373485263806555
2021-04-08,-0.0004066956866382362,-0.0006700121558612991
2021-04-09,0.00029713519475540654,-0.00045679453486824426
2021-04-11,9.746374571890745e-05,-0.0001137073505494798
2021-04-12,-0.0001484457282703547,-9.443224051958144e-05
2021-04-13,-0.0005104417996084807,-0.00039286628602226616
2021-04-14,0.00025680680585544666,0.00022688634603664523
2021-04-15,-0.0007891698168244221,-0.0011383503614403477
2021-04-16,0.00019916990488466236,-0.0002901074470553318
2021-04-18,-4.559974183529464e-05,3.533150869295289e-05
2021-04-19,0.00017109420685339227,0.001286158698404551
2021-04-20,-0.00021638198840992574,-6.439830811181689e-05
2021-04-21,-6.249615355344652e-05,-0.0006092415382142219
2021-04-22,-2.8551790144667938e-05,-0.0007284327040440993
2021-04-23,9.055238091437437e-05,-0.00045083912142796585
2021-04-25,7.41081710626713e-05,0.00014808806247986045
2021-04-26,-6.092923662423126e-06,6.488079810395452e-05
2021-04-27,0.00034746374049440506,0.0011598506871063935
2021-04-28,2.857739824364041e-05,0.0006114304312760465
2021-04-29,0.0002569081326621278,0.00035420722744772975
2021-04-30,-0.00014864199241944087,0.0002875979051710858
2021-05-02,6.851288393566415e-05,-4.585909551678836e-05
2021-05-03,-0.0004340689660020141,-5.650744378871164e-05
2021-05-04,-6.26221172322938e-05,-0.000764220416175549
2021-05-05,-0.00021629508768046407,9.15748050624893e-05
2021-05-06,-1.6950217932741334e-05,-0.0005196883038016235
2021-05-07,-2.226972933443604e-05,0.002606857053973688
2021-05-09,2.854774970173721e-05,0.0004333735868853475
2021-05-10,5.074026592576836e-05,0.0013969238856580413
2021-05-11,0.000175697227563108,0.0005620577133018087
2021-05-12,0.0006491859103949341,0.0009017035478210598
2021-05-13,-0.0003488097326648429,0.00010909086828469832
2021-05-14,-0.00020520927785840337,-0.0013799729912907098
2021-05-16,4.55567029095446e-05,4.2516729587375877e-05
2021-05-17,0.0001309363227988169,0.00014999257649976074
2021-05-18,-0.00010826460233198169,0.0004021694250343769
2021-05-19,0.0003245061875024618,-0.000630936316879364
2021-05-20,-0.00038815719004057136,-0.0003351718489508189
2021-05-21,-0.00012542451254396705,-0.0008794814839787584
2021-05-23,5.783172977334454e-06,-1.5104458474961822e-05
2021-05-24,-7.37051475056038e-05,-0.00011289456251737404
2021-05-25,-0.00038622830393671126,-0.0010968908562962072
2021-05-26,0.00010172601429497609,6.730728224644731e-05
2021-05-27,0.00031788431107016615,0.0006288094413620733
2021-05-28,-7.357012147740703e-05,0.00022955246413829355
2021-05-30,0.0008439164036687437,-0.0013337431430704727
2021-05-31,-2.288907017554148e-05,-6.424092941196484e-05
2021-06-01,-1.7023585229588073e-05,-7.406026748673429e-06
2021-06-02,-0.00024050064548774566,-0.000604932062478933
2021-06-03,0.0002915651650737047,-0.00026741991410013355
2021-06-04,-0.0007226256596443565,-0.000809797551678483
2021-06-06,8.552873966039536e-05,0.00014222753827187605
2021-06-07,-8.569782211864112e-05,-9.797507640474266e-05
2021-06-08,-0.00035384212665895805,-0.0006974491547215077
2021-06-09,-0.0005240257327597334,-0.001272258020425833
2021-06-10,-0.00031745124952310726,-0.00035974341380141375
2021-06-11,0.00019815069880933854,-0.00043976922965856686
2021-06-13,4.5396027963955204e-05,0.00013439903389834756
2021-06-14,0.000311247451887461,0.00034373740126757255
2021-06-15,-6.876215402678527e-05,0.0002473705594660439
2021-06-16,0.0006625494516042821,-0.003436031304126839
2021-06-17,-0.0006820479147750337,-0.004059092878541016
2021-06-18,-0.0011835997797761187,-0.003397075870189044
2021-06-20,-0.0001775723679683053,-0.00019685623763592992
2021-06-21,0.000456355760378654,0.0040376541218163885
2021-06-22,0.0001213649775315563,0.0002685382992801503
2021-06-23,-4.7078305702276683e-05,-0.00039919245758758857
2021-06-24,-4.6018319100904926e-05,-0.0007344014129402716
2021-06-25,0.0002967838465293819,0.002057340037661242
2021-06-27,2.8624714191956045e-05,0.00018394989618199272
2021-06-28,-0.00023982193846432804,-0.001888307549775173
2021-06-29,-6.264654085782615e-05,-0.0002510123387517225
2021-06-30,-1.1182585154953208e-05,-1.2870184841837993e-05
2021-07-01,-0.00010864086951351871,-0.0013854602669686783
2021-07-02,-0.0002720398593803249,0.00037882240074918667
2021-07-04,2.2722055658549598e-05,0.0
2021-07-05,0.0001935592489811167,0.0006707528727391202
2021-07-06,-0.0007490267193267023,-0.001517084145586654
2021-07-07,-0.0002595761108846167,-0.0012708821815517646
2021-07-08,1.4863129228164245e-05,-0.001069795234994658
2021-07-09,0.00026759899826187775,-0.0011101185638139363
2021-07-11,-5.1206836252701307e-05,7.121891574403046e-05
2021-07-12,-0.00022873806053982403,4.454448875200717e-06
2021-07-13,0.0001935188311416728,0.0002108974264208544
2021-07-14,-0.00031921531768836327,-0.0013292725395033925
2021-07-15,-0.00034488318394123175,-0.0019561104873884083
2021-07-16,-4.953089996650783e-05,-0.00023109266764590388
2021-07-18,-0.00019073667787754058,0.0004809588113916613
2021-07-19,-0.0006016891011565669,0.0012758250734086428
2021-07-20,-0.00020849800037842255,-0.002976718558371694
2021-07-21,0.0004725694092006268,-0.0006432579896303869
2021-07-22,-6.564420047053129e-05,0.0004696987921872798
2021-07-23,7.964698101643012e-05,-0.0005181339849794553
2021-07-25,1.6380447339658266e-05,-0.0001266979248719098
2021-07-26,0.00010213933556249251,-0.0006615610265165754
2021-07-27,-0.0003416001737381967,0.001347771013924959
2021-07-28,6.135990153260335e-06,0.00025118505584728883
2021-07-29,0.0001958177555713598,-0.000601171788796811
2021-07-30,-0.00011859986616736694,-0.00022499115360463922
2021-08-01,0.00011209318795326418,-0.0005171937816562
2021-08-02,-0.0005076783545705048,0.0013513717800239142
2021-08-03,8.942533901375047e-05,3.361372222502885e-05
2021-08-04,-0.00014768326346810393,0.0009734289994232921
2021-08-05,-0.00022286418770763185,0.000833093415520692
2021-08-06,0.0005303672578347944,-0.0021516700690162884
2021-08-08,7.795543234827243e-05,1.1486628403987976e-05
2021-08-09,4.3410053388986895e-05,-0.00021655858288347092
2021-08-10,0.0001486747771191016,-0.0002765368091905897
2021-08-11,-3.043944283191946e-05,-0.0004952086023800442
2021-08-12,0.00013988604581863375,0.00048571258515918176
2021-08-13,-0.0006417503452463879,0.0019550585127552926
2021-08-15,4.4994012335275884e-05,-7.735514550591384e-05
2021-08-16,-0.0002414408225575455,-0.0001801721742800756
