date,vix,rv252,vx3,spread,signal,position,vx_return,pnl
2020-10-23,27.55,33.083277206339254,27.93,-5.533277206339253,0.0,0.0,0.0,-0.0
2020-10-26,32.46,33.10287226361929,29.28,-0.6428722636192887,0.0,0.0,0.04720330913602533,-0.0
2020-10-27,33.35,33.107823152185894,29.63,0.24217684781410753,-1.0,0.0,0.011882672492363078,-0.0
2020-10-28,40.28,33.18257432940395,32.38,7.097425670596053,-1.0,-1.0,0.08875358666401523,0.08875358666401523
2020-10-29,37.59,33.13341681182062,30.78,4.456583188179387,-1.0,-1.0,-0.05067581983875602,-0.05067581983875602
2020-10-30,38.02,33.129871819831294,31.83,4.890128180168709,-1.0,-1.0,0.03354411288326853,0.03354411288326853
2020-11-02,37.13,33.18092199529483,30.83,3.9490780047051715,-1.0,-1.0,-0.031920999395942395,-0.031920999395942395
2020-11-03,35.55,33.245957289642,29.63,2.3040427103579972,-1.0,-1.0,-0.03970088031258534,-0.03970088031258534
2020-11-04,29.57,33.27540820849993,28.43,-3.7054082084999322,0.0,-1.0,-0.04134243592256537,-0.04134243592256537
2020-11-05,27.58,33.3230405603852,28.53,-5.743040560385204,0.0,0.0,0.0035112395625001014,-0.0
2020-11-06,24.86,33.31753635523531,27.7,-8.457536355235312,0.0,0.0,-0.02952375203211588,0.0
2020-11-09,25.75,33.32693564789756,26.28,-7.576935647897557,0.0,0.0,-0.05262421957688268,0.0
2020-11-10,24.8,33.32809776404787,25.88,-8.528097764047867,0.0,0.0,-0.015337723983710028,0.0
2020-11-11,23.45,33.3388934843817,25.43,-9.8888934843817,0.0,0.0,-0.017540890198671555,0.0
2020-11-12,25.35,33.35303929141531,26.68,-8.003039291415305,0.0,0.0,0.04798464161339444,-0.0
2020-11-13,23.1,33.37566448084803,25.73,-10.275664480848029,0.0,0.0,-0.03625659475377008,0.0
2020-11-16,22.45,33.34697870498991,25.53,-10.896978704989909,0.0,0.0,-0.007803395040260064,0.0
2020-11-17,22.71,33.347484048672754,25.23,-10.637484048672754,0.0,0.0,-0.011820468600426182,0.0
2020-11-18,23.84,33.36394592648165,26.23,-9.523945926481648,0.0,0.0,0.03887003122581589,-0.0
2020-11-19,23.11,33.3668270582323,26.08,-10.256827058232304,0.0,0.0,-0.005735056820330264,0.0
2020-11-20,23.7,33.363736069061005,25.98,-9.663736069061006,0.0,0.0,-0.003841725815998842,0.0
2020-11-23,22.66,33.3195232202255,25.88,-10.659523220225498,0.0,0.0,-0.00385654160975335,0.0
2020-11-24,21.64,33.34584181487153,25.83,-11.705841814871526,0.0,0.0,-0.001933862524950758,0.0
2020-11-25,21.25,33.310509322161245,25.33,-12.060509322161245,0.0,0.0,-0.019547143094165165,0.0
2020-11-27,20.84,33.29159187923616,25.35,-12.451591879236158,0.0,0.0,0.0007892660236081817,-0.0
2020-11-30,20.57,33.279600704504,25.03,-12.709600704503998,0.0,0.0,-0.012703624593509488,0.0
2020-12-01,20.77,33.26251661176347,24.98,-12.492516611763474,0.0,0.0,-0.0019996007462510512,0.0
2020-12-02,21.17,33.26222854508546,24.83,-12.092228545085462,0.0,0.0,-0.006022905177356375,0.0
2020-12-03,21.28,33.2618452046257,25.03,-11.9818452046257,0.0,0.0,0.008022505923607426,-0.0
2020-12-04,20.79,33.26544147092259,24.88,-12.47544147092259,0.0,0.0,-0.006010837572703931,0.0
2020-12-07,21.3,33.26886653377188,25.08,-11.968866533771877,0.0,0.0,0.008006447893741164,-0.0
2020-12-08,20.68,33.27235680806614,24.58,-12.592356808066143,0.0,0.0,-0.02013761162683103,0.0
2020-12-09,22.27,33.28444562455072,25.28,-11.01444562455072,0.0,0.0,0.028080465140767785,-0.0
2020-12-10,22.52,33.282573728257475,25.43,-10.762573728257475,0.0,0.0,0.005916010155371687,-0.0
2020-12-11,23.31,33.26683937248093,26.08,-9.956839372480932,0.0,0.0,0.025239157624423747,-0.0
2020-12-14,24.72,33.24984837261626,26.63,-8.529848372616264,0.0,0.0,0.020869662767388775,-0.0
2020-12-15,22.89,33.2151389987867,25.93,-10.325138998786699,0.0,0.0,-0.026637800275267853,0.0
2020-12-16,22.5,33.09535309636782,25.88,-10.595353096367823,0.0,0.0,-0.0019301299178731135,0.0
2020-12-17,21.93,33.05878029315256,25.73,-11.128780293152559,0.0,0.0,-0.005812843339047191,0.0
2020-12-18,21.57,32.74125659607655,26.03,-11.171256596076553,0.0,0.0,0.011592092712821245,-0.0
2020-12-21,25.16,32.64363378051157,26.83,-7.483633780511571,0.0,0.0,0.03027094543105857,-0.0
2020-12-22,24.23,32.18799987274847,26.83,-7.95799987274847,0.0,0.0,0.0,-0.0
2020-12-23,23.31,32.031619244401185,26.13,-8.721619244401186,0.0,0.0,-0.02643658490501144,0.0
2020-12-24,21.53,31.813253343782605,25.75,-10.283253343782604,0.0,0.0,-0.014649452422776044,0.0
2020-12-28,21.7,31.63375868440711,25.68,-9.93375868440711,0.0,0.0,-0.0027221482879844494,0.0
2020-12-29,23.08,31.240428324602444,26.43,-8.160428324602446,0.0,0.0,0.02878724979443703,-0.0
2020-12-30,22.77,31.22223042663237,25.88,-8.452230426632369,0.0,0.0,-0.021029258983497723,0.0
2020-12-31,22.75,31.20993615455851,25.78,-8.459936154558509,0.0,0.0,-0.0038714721216583925,0.0
2021-01-04,26.97,28.851875654822397,26.88,-1.881875654822398,0.0,0.0,0.04178351814390702,-0.0
2021-01-05,25.34,27.521458527800114,26.43,-2.181458527800114,0.0,0.0,-0.0168827870387509,0.0
2021-01-06,25.07,27.260800188680122,26.28,-2.1908001886801216,0.0,0.0,-0.005691534999787695,0.0
2021-01-07,22.37,26.80206988363957,25.53,-4.432069883639571,0.0,0.0,-0.028953962363017283,0.0
2021-01-08,21.56,26.78878597715389,25.28,-5.2287859771538905,0.0,0.0,-0.009840661974735987,0.0
2021-01-11,24.08,26.506102562771794,26.48,-2.4261025627717956,0.0,0.0,0.04637616179015058,-0.0
2021-01-12,23.33,26.344432610980135,25.88,-3.014432610980137,0.0,0.0,-0.02291926143610734,0.0
2021-01-13,22.21,23.84553500416854,25.73,-1.6355350041685384,0.0,0.0,-0.005812843339047191,0.0
2021-01-14,23.25,23.710875358229092,26.03,-0.4608753582290923,0.0,0.0,0.011592092712821245,-0.0
2021-01-15,24.34,22.684801948321244,26.63,1.6551980516787559,-1.0,0.0,0.022788680819366913,-0.0
2021-01-19,23.24,21.325139372447982,26.38,1.9148606275520166,-1.0,-1.0,-0.009432252536672348,-0.009432252536672348
2021-01-20,21.58,21.295698734392648,26.68,0.2843012656073505,-1.0,-1.0,0.011308073758254267,0.011308073758254267
2021-01-21,21.32,20.715928241355158,26.83,0.6040717586448423,-1.0,-1.0,0.005606443390109739,0.005606443390109739
2021-01-22,21.91,20.477027529289575,26.98,1.4329724707104248,-1.0,-1.0,0.00557518634207721,0.00557518634207721
2021-01-25,23.19,20.23791913979009,27.71,2.952080860209911,-1.0,-1.0,0.026697508095277378,0.026697508095277378
2021-01-26,23.02,20.205236405276324,27.73,2.8147635947236758,-1.0,-1.0,0.000721500752799642,0.000721500752799642
2021-01-27,37.21,20.520239037427164,30.6,16.689760962572837,-1.0,-1.0,0.09848514933064845,0.09848514933064845
2021-01-28,30.21,19.83041038111817,30.11,10.37958961888183,-1.0,-1.0,-0.016142666464692645,-0.016142666464692645
2021-01-29,33.09,19.92335762797227,31.43,13.166642372027734,-1.0,-1.0,0.04290550831583362,0.04290550831583362
2021-02-01,30.24,19.729992529593503,30.74,10.510007470406496,-1.0,-1.0,-0.022198112699026495,-0.022198112699026495
2021-02-02,25.56,19.7098987891119,29.34,5.8501012108880985,-1.0,-1.0,-0.046612965395614214,-0.046612965395614214
2021-02-03,22.91,19.69595845147676,28.52,3.214041548523241,-1.0,-1.0,-0.028346177168740105,-0.028346177168740105
2021-02-04,21.77,19.59043787920184,27.89,2.1795621207981597,-1.0,-1.0,-0.022337393906697756,-0.022337393906697756
2021-02-05,20.87,19.372270972565886,27.84,1.497729027434115,-1.0,-1.0,-0.0017943661731787408,-0.0017943661731787408
2021-02-08,21.24,18.958793566170698,27.84,2.2812064338293006,-1.0,-1.0,0.0,0.0
