,CAGR,Vol,Sharpe,MaxDD,HitRate,n_days,years
pack_slope,0.032291985124369926,0.11380935404781481,0.2837375310187866,-0.20745934851851494,0.4811054709531867,1773.0,7.035714285714286
pack_curvature,0.029073136602390415,0.07407718559837315,0.39247085816701044,-0.21695595801320258,0.45546218487394957,1785.0,7.083333333333333
rank_fly,0.15096732680144842,0.12678071245446002,1.1907751887391886,-0.2747921533772303,0.45439093484419263,1765.0,7.003968253968254
