,ES_FRONT_CALENDAR_2D,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,ZT_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,UB_FRONT_VOLUME,SR3_FRONT_CALENDAR,CL_FRONT_VOLUME,GC_FRONT_VOLUME,6E_FRONT_CALENDAR,6B_FRONT_CALENDAR,6J_FRONT_CALENDAR
2021-01-01,-0.02291559960534081,-0.018853554060940372,0.34891679123326924,0.33409659509549533,0.3150812996012392,-0.09133682174515612,-0.632568397020737,-0.09133682174515612,-0.008129116820341484,-0.026202222322171186,-0.07395166319653629,-0.04723674596330526,-0.06805818742284483
2021-01-08,-0.00606921248491071,-0.007394632531072299,0.31721846820553157,0.24988780503810426,0.1993153247347958,-0.16540115174025655,-0.5855837903954979,-0.07480539942563563,-0.0003349043155547382,-0.03511816914069108,-0.04628272816127195,-0.021000921754586035,-0.0362318615318655
2021-01-15,0.011712424473257696,0.0004096139939838801,0.2908617181859783,0.1608601093495292,0.08326147201667121,-0.24027605307773625,-0.5395234854346644,-0.048001966835373916,0.007683952944939573,-0.04708238066281361,-0.042266369540206045,0.012143861563781565,0.0018611069480316891
2021-01-22,0.03482938566842822,0.012388794081086285,0.2630303717371479,0.10750785519870848,-0.030112740499204996,-0.3429669355919849,-0.4994275729514763,-0.022078040900673356,0.0165570811891528,-0.06679981128386674,-0.033828860122096766,0.049647120405142645,0.0289651044933573
2021-01-29,0.026799046337887083,0.006745014876207971,0.24440669216357283,0.14630534327810388,-0.09062721308508173,-0.4395875152302253,-0.46505119124012867,0.0487814070085612,0.031015374525084308,-0.1008049140069307,-0.04587472666084537,0.12189753699677677,-0.004809048284175253
2021-02-05,0.041856457434938564,0.0208629199409674,0.21458310104336212,0.19839686255521333,-0.13876199634903566,-0.49306060428612714,-0.42762790506260406,0.0858167782725115,0.040327046125709254,-0.12295794759209153,-0.0945786455378673,0.17046152879677834,-0.08891947610090428
2021-02-12,0.06742871411090365,0.04421097918715461,0.2039177818702491,0.1943594972441738,-0.24463694574014555,-0.5841860442715503,-0.4313016268468685,0.09226816829087313,0.05655361901189031,-0.14555485561455458,-0.11732342057590159,0.23795624922987457,-0.1891079981356656
2021-02-19,0.0863871080798052,0.05443337024527739,0.20183333724489427,0.20676319693529155,-0.3735827924392735,-0.6693626834040274,-0.4380052123754083,0.15770474373930943,0.06591470695684132,-0.1686673874737109,-0.10312228868763802,0.2973607199544468,-0.2530971995666445
2021-02-26,0.09150338163897219,0.043742310579939145,0.20600638627362935,0.11791521421151599,-0.44627406118537777,-0.6889729612655215,-0.4256873022037844,0.25748573369778843,0.07746800121825217,-0.18745090144222498,-0.07599464178429757,0.34806915536929417,-0.33169549730381453
2021-03-05,0.09683551290132159,0.023447953700388553,0.2197279402104115,0.016652164758790347,-0.5214289718306225,-0.6970767607627476,-0.4105380300848422,0.3630188755160483,0.09058143035690841,-0.19919504736488647,-0.09443914640229686,0.39145825740908874,-0.4004520999736223
2021-03-12,0.1193854282408955,0.011670786745600155,0.22311027994032198,-0.09092086271821347,-0.5862286454472427,-0.7113592074622404,-0.39259592980296576,0.45955064587102634,0.10095473421793624,-0.19738080768410685,-0.10977336321037186,0.4240297368694102,-0.5015204197091745
2021-03-19,0.13272989759145182,-0.0009502999843231715,0.22813500573818513,-0.18121386577084253,-0.6405715731322332,-0.7166518076681224,-0.37423007262116326,0.6004899860715217,0.10267859782060786,-0.18099316241587113,-0.15536052499884584,0.4430346458022233,-0.5785928299128379
2021-03-26,0.15510136775000266,-0.0068877938781261965,0.2388671953879892,-0.2244730996867699,-0.684367432328346,-0.7207921869539972,-0.3450578232509579,0.7243721699710649,0.10088980005388438,-0.16779671947831487,-0.25652428598552773,0.43412448504324025,-0.6702426080930718
