weight_pct,sharpe,cagr,vol,maxdd,hitrate,sharpe_diff,cagr_diff,maxdd_diff,sharpe_marginal,cagr_marginal,maxdd_marginal
0.0,0.5796369188097491,0.06772874359780734,0.12695189532383677,-0.17178005920603512,0.5060373216245884,0.0,0.0,0.0,,,
5.0,0.582020672047974,0.06808060639454627,0.1270110706212516,-0.17130795986411262,0.5054884742041712,0.0023837532382249282,0.00035186279673893317,0.0004720993419224939,0.00047675064764498567,7.037255934778663e-05,9.441986838449878e-05
7.5,0.5832850276338942,0.06826749107595509,0.12704263633937063,-0.17105976108976972,0.5054884742041712,0.0036481088241451243,0.0005387474781477497,0.0007202981162653943,0.0005057422343680784,7.475387256352661e-05,9.927950973716015e-05
10.0,0.584600401975456,0.06846207538290727,0.12707554669848334,-0.17080551372428354,0.5060373216245884,0.004963483165706939,0.0007333317850999332,0.0009745454817515764,0.0005261497366247259,7.783372278087341e-05,0.00010169894619447284
15.0,0.5874046387272607,0.06887759383428205,0.12714624172756792,-0.1702621261096512,0.5065861690450055,0.007767719917511573,0.0011488502364747077,0.0015179330963839277,0.0005608473503609269,8.31036902749549e-05,0.00010867752292647026
