date,equity
2020-08-13,1.0
2020-08-14,0.9993852270617196
2020-08-17,1.0178456147188
2020-08-18,1.0178456147188
2020-08-19,0.9598130794130421
2020-08-20,0.9638518240195071
2020-08-21,0.9632445437651345
2020-08-24,0.9644833236560558
2020-08-25,0.9687807416025145
2020-08-26,0.9616765681113723
2020-08-27,0.9498874758179476
2020-08-28,0.9509513285475699
2020-08-31,0.9402565227750113
2020-09-01,0.9340013809469407
2020-09-02,0.9270398574998121
2020-09-03,0.8708547807528657
2020-09-04,0.9071498378796662
2020-09-08,0.9031079383135402
2020-09-09,0.9112667439001241
2020-09-10,0.911082735074975
2020-09-11,0.9124078924031775
2020-09-14,0.9110126584423789
2020-09-15,0.9098298981052032
2020-09-16,0.9272573367465462
2020-09-17,0.9253068935307543
2020-09-18,0.925883678205688
2020-09-21,0.9290958641319931
2020-09-22,0.9292781020220414
2020-09-23,0.9315332831934098
2020-09-24,0.9311489580466351
2020-09-25,0.9290527550025175
2020-09-28,0.9274669572010215
2020-09-29,0.926680233315876
2020-09-30,0.9270967953848885
2020-10-01,0.9273234495850389
2020-10-02,0.9275445146569801
2020-10-05,0.9321615628558719
2020-10-06,0.9293511537896503
2020-10-07,0.938813361088906
2020-10-08,0.9497283840610831
2020-10-09,0.9547850395680838
2020-10-12,0.9562299485111888
2020-10-13,0.9552105451623003
2020-10-14,0.9542968038836575
2020-10-15,0.9521816823723674
2020-10-16,0.9505919976757726
2020-10-19,0.9435824408594424
2020-10-20,0.9426043055143609
2020-10-21,0.9431094166842047
2020-10-22,0.9466783205669451
2020-10-23,0.9471384754731482
2020-10-26,0.9255915731958096
2020-10-27,0.9255915731958096
2020-10-28,0.8721102162170087
2020-10-29,0.9124476453118686
2020-10-30,0.8998376797969477
2020-11-02,0.9094915685165929
2020-11-03,0.9368752576773419
2020-11-04,0.9741751268971248
2020-11-05,0.9778888159978962
2020-11-06,0.987351191494595
2020-11-09,0.9872324757772878
2020-11-10,0.9892778177774596
2020-11-11,0.9903465687157236
2020-11-12,0.9917213839740321
2020-11-13,0.9964173827100758
2020-11-16,0.9957387735736093
2020-11-17,0.9958286899943533
2020-11-18,0.998747894771507
2020-11-19,0.9984120813623616
2020-11-20,0.9983219255025333
2020-11-23,0.9984109832071065
2020-11-24,0.9999189476715696
2020-11-25,1.001193499649337
2020-11-27,1.0009537613418067
2020-11-30,1.0024557510908771
2020-12-01,0.999696024673984
2020-12-02,1.0006349677131574
2020-12-03,0.9985132891114831
2020-12-04,1.0021307193774454
2020-12-07,1.0021307193774454
2020-12-08,1.011861464020478
2020-12-09,1.0014455500336312
2020-12-10,1.0014455500336312
2020-12-11,0.9897903204407155
2020-12-14,0.9825325179508906
2020-12-15,1.0028204676835668
2020-12-16,0.988907621479441
2020-12-17,0.9917290900634401
2020-12-18,0.9881826101239325
2020-12-21,0.9653045590433253
2020-12-22,0.9728571746324179
2020-12-23,0.9880483804234462
2020-12-24,0.9979277994860934
2021-01-27,0.9438815899409481
2021-01-28,0.9593914149454484
2021-01-29,0.9459912960956887
2021-02-01,0.9628140906164302
2021-02-02,0.975445592861534
2021-02-03,0.9732245339716663
2021-02-04,0.9661021086362931
2021-02-05,0.9652743423749814
2021-02-08,0.9632944709750147
2021-02-09,0.9622948851575278
2021-02-10,0.9625254993883352
2021-02-11,0.9569782690315943
2021-02-12,0.9481687788493935
2021-02-15,0.9476684171852227
2021-02-16,0.947202075979432
2021-02-17,0.9698969394598957
2021-02-18,0.9708527910562016
2021-02-19,0.9670221348428375
2021-02-22,0.9718705922013005
2021-02-23,0.9771473677028961
2021-02-24,0.9840825852880795
2021-02-25,0.9667740764151965
2021-02-26,0.9812650532620822
2021-03-01,1.004017333598701
2021-03-02,1.0034441269799772
2021-03-03,0.9974236789986223
2021-03-04,0.9900296135691707
2021-03-05,1.0087223710584234
2021-03-08,1.0085709613498588
2021-03-09,1.0105761701041525
2021-03-10,1.0101748837495568
2021-03-11,1.008139360644933
2021-03-12,1.0034264857682609
2021-03-15,0.9893585301112572
2021-03-16,0.9877382941567371
2021-03-17,1.0155599540029414
2021-03-18,1.028345755938164
2021-03-19,1.0206040985106544
2021-03-22,1.004789086743947
2021-03-23,1.013822124116503
2021-03-24,1.0148760817085372
2021-03-25,1.0109811535876436
2021-03-26,1.0041908938355746
2021-03-29,1.011419945979778
2021-03-30,1.0107110749776544
2021-03-31,1.0110728019689994
2021-04-01,1.0113957554739925
2021-04-02,1.0082610428389411
2021-04-05,1.0079264647816306
2021-04-06,1.007991615489453
2021-04-07,1.0064696166027394
2021-04-08,1.0035906095021567
2021-04-09,1.0013135064172072
2021-04-12,1.0001659662030702
2021-04-13,0.9999801431352322
2021-04-14,1.0004695731404505
2021-04-15,1.0013399338116409
