date,signal
2020-08-13,-0.28593078344351985
2020-08-14,-0.2773430741944794
2020-08-17,-0.2745629088778048
2020-08-18,-0.3066782437213397
2020-08-19,-0.31323928907685844
2020-08-20,-0.32643171312464875
2020-08-21,-0.33282912315398605
2020-08-24,-0.32659543409264824
2020-08-25,-0.31506497009274514
2020-08-26,-0.3426318321703126
2020-08-27,-0.37785217830153606
2020-08-28,-0.33149597600685204
2020-08-31,-0.41548237339656097
2020-09-01,-0.3876347065439856
2020-09-02,-0.3795632313271666
2020-09-03,-0.3125123755256089
2020-09-04,-0.22999410818996893
2020-09-08,-0.14305815752636783
2020-09-09,-0.014427406716564265
2020-09-10,-0.016347735428103093
2020-09-11,0.06633789597664672
2020-09-14,0.09479237248138524
2020-09-15,0.10367947820491107
2020-09-16,0.09068485381408892
2020-09-17,0.07468866717110144
2020-09-18,0.09246913316041039
2020-09-21,0.04093546893724099
2020-09-22,0.07043670128349451
2020-09-23,0.05339488553509994
2020-09-24,0.07142468059203601
2020-09-25,0.13241073799031453
2020-09-28,0.024479662559741915
2020-09-29,0.022535230457103598
2020-09-30,0.024879448348173516
2020-10-01,0.005342465659126123
2020-10-02,-0.12524262455546412
2020-10-05,-0.23388055562725937
2020-10-06,-0.25985005259561894
2020-10-07,-0.1778818446667023
2020-10-08,-0.11713611648264934
2020-10-09,-0.07320149989565909
2020-10-12,-0.06290817892732105
2020-10-13,-0.0858686715007277
2020-10-14,-0.1211460801302186
2020-10-15,-0.15431763179550734
2020-10-16,-0.16180042802648484
2020-10-19,-0.3030033944304826
2020-10-20,-0.31353609548116534
2020-10-21,-0.27463314087089835
2020-10-22,-0.28002666707633905
2020-10-23,-0.2679706229621161
2020-10-26,-0.3935424665092155
2020-10-27,-0.41585973714084695
2020-10-28,-0.5567263866027182
2020-10-29,-0.4788915644159049
2020-10-30,-0.5027293188822071
2020-11-02,-0.5001952793419452
2020-11-03,-0.39002516133738757
2020-11-04,-0.17840122604454445
2020-11-05,-0.11196540116429106
2020-11-06,-0.03069635620961454
2020-11-09,-0.05784289966606176
2020-11-10,-0.0308245069491634
2020-11-11,0.01682173045750945
2020-11-12,-0.045649109463649536
2020-11-13,0.03938068124230829
2020-11-16,0.041457271262251565
2020-11-17,0.0369012192794362
2020-11-18,0.020745208964197747
2020-11-19,0.02206007540778938
2020-11-20,-0.007722726292855069
2020-11-23,-0.07204174596258453
2020-11-24,-0.030370446186982564
2020-11-25,-0.03199493310246309
2020-11-27,-0.08070628979067745
2020-11-30,-0.1382860825104688
2020-12-01,-0.142480453794101
2020-12-02,-0.16135496302384633
2020-12-03,-0.16468658986330983
2020-12-04,-0.15016440459386018
2020-12-07,-0.193542597681016
2020-12-08,-0.196477400695524
2020-12-09,-0.23429386340808653
2020-12-10,-0.24414868104984058
2020-12-11,-0.2702203879123037
2020-12-14,-0.34767972624210386
2020-12-15,-0.26706583195866446
2020-12-16,-0.2532378223074584
2020-12-17,-0.24526209139828123
2020-12-18,-0.2717867203194785
2020-12-21,-0.3706340231694411
2020-12-22,-0.3421816100451542
2020-12-23,-0.3107089274844062
2020-12-24,-0.2509697444507209
2021-01-27,-0.4462070280082458
2021-01-28,-0.21914277556705342
2021-01-29,-0.2706223087322131
2021-02-01,-0.138031010894214
2021-02-02,0.033736927688208504
2021-02-03,0.11802415401309453
2021-02-04,0.15926747353394716
2021-02-05,0.1890935205144534
2021-02-08,0.17618174557516778
2021-02-09,0.14211257751682596
2021-02-10,0.1299305445702361
2021-02-11,0.15020766179817338
2021-02-12,0.1876021002695022
2021-02-15,0.1744469318916475
2021-02-16,0.12832943964031704
2021-02-17,0.12663851719479105
2021-02-18,0.09981223140284817
2021-02-19,0.11552720999613336
2021-02-22,-0.11954657716559268
2021-02-23,-0.17386245376724996
2021-02-24,-0.10224223911066255
2021-02-25,-0.2782419890751215
2021-02-26,-0.28070550000665767
2021-03-01,-0.09399103285121259
2021-03-02,-0.11224864584014967
2021-03-03,-0.14303138449094746
2021-03-04,-0.2007780940714182
2021-03-05,-0.011824944390066152
2021-03-08,-0.035024960401912525
2021-03-09,0.020052222979861114
2021-03-10,0.07661591263271189
2021-03-11,0.11523660793835984
2021-03-12,0.1567992978112339
2021-03-15,0.18205231998251128
2021-03-16,0.19591738784617
2021-03-17,0.22898171828906597
2021-03-18,0.18288024183237084
2021-03-19,0.21943174630738457
2021-03-22,0.1820510371538886
2021-03-23,0.15874456208324525
2021-03-24,0.12970367089003568
2021-03-25,0.15949341909097933
2021-03-26,0.2560155142736041
2021-03-29,0.015542888559262983
2021-03-30,-0.02490896371148083
2021-03-31,-0.010026378333985198
2021-04-01,0.12810198314139695
2021-04-02,0.10823399851199224
2021-04-05,0.06318398570472139
2021-04-06,0.05105582448520035
2021-04-07,0.10720520802474631
2021-04-08,0.12225318685088171
2021-04-09,0.13809641168064846
2021-04-12,0.010357639245519079
2021-04-13,0.02084684400002959
2021-04-14,-0.01613599366523873
2021-04-15,0.004677828267941921
2021-04-16,-0.04821429897188323
2021-04-19,-0.11343425100120179
2021-04-20,-0.1909111355816292
2021-04-21,-0.11629880579946207
2021-04-22,-0.15799809774607743
2021-04-23,-0.07061553886537282
2021-04-26,-0.12702080711272026
2021-04-27,-0.11691637611953092
2021-04-28,-0.0982223599307437
2021-04-29,-0.15038032264702436
2021-04-30,-0.1967487768431666
2021-05-03,-0.1796010102163491
2021-05-04,-0.23694394839342822
2021-05-05,-0.21564136805467773
2021-05-06,-0.14236702082787853
2021-05-07,-0.01594674554936711
2021-05-10,-0.16779768073327028
