date,core_v9,crisis_sleeve,combined
2020-01-07,0.0,-0.009033485097667437,-0.0004516742548833719
2020-01-08,0.0,-0.02449601969581572,-0.001224800984790786
2020-01-09,0.0,-0.021937576719389007,-0.0010968788359694505
2020-01-10,0.0,-0.0031735983475420504,-0.00015867991737710254
2020-01-13,0.0,-0.022501752992688306,-0.0011250876496344154
2020-01-14,0.0,-0.0098007971704277,-0.000490039858521385
2020-01-15,0.0,-0.0032883949395863254,-0.00016441974697931628
2020-01-16,0.0,-0.016606160416384963,-0.0008303080208192482
2020-01-17,0.0,0.0,0.0
2020-01-21,0.0,0.009996751028710893,0.0004998375514355446
2020-01-22,0.0,0.0422003544903764,0.00211001772451882
2020-01-23,0.0,-0.0031837021479246275,-0.0001591851073962314
2020-01-24,0.0,0.03447536660423811,0.0017237683302119057
2020-01-27,0.0,0.06557772220101477,0.0032788861100507384
2020-01-28,0.0,-0.029276095524799928,-0.0014638047762399965
2020-01-29,0.0,-0.001784121793501292,-8.920608967506461e-05
2020-01-30,0.0,-0.022269954360036426,-0.0011134977180018214
2020-01-31,0.0,0.07614918803693982,0.003807459401846991
2020-02-03,0.0,-0.017065260554187223,-0.0008532630277093612
2020-02-04,0.0,-0.053015947698996424,-0.0026507973849498215
2020-02-05,0.0,-0.02449601969581572,-0.001224800984790786
2020-02-06,0.0,-0.009342951798988697,-0.00046714758994943485
2020-02-07,0.0,0.015523441188371123,0.0007761720594185562
2020-02-10,0.0,-0.015523441188371123,-0.0007761720594185562
2020-02-11,0.0,-0.0031338164161716087,-0.00015669082080858044
2020-02-12,0.0,-0.03839243103823442,-0.001919621551911721
2020-02-13,0.0,0.016176347558879645,0.0008088173779439823
2020-02-14,0.0,-0.00967437406753291,-0.0004837187033766455
2020-02-18,0.0,0.025593207517851546,0.0012796603758925774
2020-02-19,0.0,0.031097033089452886,0.0015548516544726444
2020-02-20,0.0,0.030159101220340823,0.0015079550610170413
2020-02-21,0.0,0.029276095524799928,0.0014638047762399965
2020-02-24,0.0,0.1118025027351055,0.005590125136755275
2020-02-25,0.0,0.07455015655181807,0.0037275078275909035
2020-02-26,0.0,0.004777839953713059,0.00023889199768565295
2020-02-27,0.0,0.11470659977111985,0.005735329988555993
2020-02-28,0.0,-0.02147848890667703,-0.0010739244453338516
2020-03-02,0.0,0.012942372200744678,0.000647118610037234
2020-03-03,0.0,0.09011414522005401,0.004505707261002701
2020-03-04,0.0,-0.03588901912094622,-0.0017944509560473111
2020-03-05,0.0,0.11131110702206959,0.005565555351103479
2020-03-06,0.0,0.09686100254597374,0.004843050127298687
2020-03-09,0.0,0.17775018320649583,0.008887509160324792
2020-03-10,0.0,-0.040844995980848786,-0.0020422497990424393
2020-03-11,0.0,0.10369149855144633,0.005184574927572317
2020-03-12,0.0,0.1722048910434495,0.008610244552172476
2020-03-13,0.0,-0.043024578439907035,-0.002151228921995352
2020-03-16,0.0,0.29816227034327003,0.014908113517163502
2020-03-17,0.0,0.0378217247514403,0.0018910862375720152
2020-03-18,0.0,-0.02472110070574196,-0.0012360550352870981
2020-03-19,0.0,-0.01597881108296395,-0.0007989405541481975
2020-03-20,-0.0206106649302768,-0.0406595232614162,-0.02264364109334761
2020-03-23,0.0039311365870835,-0.22256981517295582,-0.007197354171564292
2020-03-24,0.0200416742565256,-0.12134662455998724,0.013974343028526237
2020-03-25,-0.0004670658826726,0.10354067894084018,0.004709968064369409
2020-03-26,0.0117421413140003,-0.11607217125275415,0.005938532751362593
2020-03-27,0.0019269067173929,0.12278661008649117,0.008066237221717459
2020-03-30,0.005081689061834,-0.04750836278457893,0.0027062709226050533
2020-03-31,-0.0102471917359872,-0.043505904878457624,-0.01242248697991008
2020-04-01,-0.0064678386974084,0.08654298813686712,-0.0021406892905650446
2020-04-02,-0.0027110037029391,-0.06002262962415328,-0.005712135184146764
2020-04-03,-0.0075084243373857,-0.027253585968269434,-0.008871103635799172
2020-04-06,0.0107991034287299,-0.07538770734794831,0.007029718061332484
2020-04-07,0.0084691914234671,0.045104926715864746,0.010724437759260338
2020-04-08,0.0054355710158938,-0.03539738623007205,0.0036657017043901976
2020-04-09,0.005094055349844,-0.036425667322128596,0.0032727719837375704
2020-04-13,0.0044291090419157,-0.021900683704922486,0.0033340748566695754
2020-04-14,0.0068508219366146,-0.09122222802809654,0.0022897105352097727
