date,baseline,combined
2020-01-07,1.0,1.0002249260560454
2020-01-08,1.0,1.0007329144094967
2020-01-09,1.0,1.0016146451031485
2020-01-10,1.0,1.0016397618539288
2020-01-13,1.0,1.0020101602279246
2020-01-14,1.0,1.0019007099504473
2020-01-15,1.0,1.0023137815054755
2020-01-16,1.0,1.0028568241417246
2020-01-17,1.0,1.0030565171225287
2020-01-21,1.0,1.0019818587777272
2020-01-22,1.0,0.9960587319608158
2020-01-23,1.0,0.9963947457031723
2020-01-24,1.0,0.9949032226671417
2020-01-27,1.0,0.9930111882833663
2020-01-28,1.0,0.9947284888055842
2020-01-29,1.0,0.9946397529668094
2020-01-30,1.0,0.9953541121304514
2020-01-31,1.0,0.99289841741937
2020-02-03,1.0,0.9927367387605371
2020-02-04,1.0,0.9942788147877076
2020-02-05,1.0,0.9955271902568813
2020-02-06,1.0,0.9955390731097741
2020-02-07,1.0,0.9948944374185864
2020-02-10,1.0,0.9953792684306648
2020-02-11,1.0,0.9952233016360785
2020-02-12,1.0,0.997115784749219
2020-02-13,1.0,0.9967315251607004
2020-02-14,1.0,0.9976120581879651
2020-02-18,1.0,0.997356896502639
2020-02-19,1.0,0.9972595095095342
2020-02-20,1.0,0.9965440157789806
2020-02-21,1.0,0.9954361160977783
2020-02-24,1.0,0.9925078120138754
2020-02-25,1.0,0.991159575675615
2020-02-26,1.0,0.991173922813442
2020-02-27,1.0,0.9887866542536901
2020-02-28,1.0,0.9876307988049825
2020-03-02,1.0,0.98836377651288
2020-03-03,1.0,0.9876441881713206
2020-03-04,1.0,0.9889260129968368
2020-03-05,1.0,0.9869961020296596
2020-03-06,1.0,0.9860807015582943
2020-03-09,1.0,0.9842244215874812
2020-03-10,1.0,0.985126469966012
2020-03-11,1.0,0.9851798634263229
2020-03-12,1.0,0.9823634356512356
2020-03-13,1.0,0.9845347107685177
2020-03-16,1.0,0.9840993788927567
2020-03-17,1.0,0.9886045901773596
2020-03-18,1.0,0.9862116536905533
2020-03-19,1.0,0.9884385330837893
2020-03-20,0.9793893350697231,0.9707653944228245
2020-03-23,0.9832394483178152,0.9741963017613595
2020-03-24,1.0029452130571668,0.9880304453467349
2020-03-25,1.002476771565958,0.9896983119924022
2020-03-26,1.014247995481688,1.0005008707534782
2020-03-27,1.016202356757284,1.000853784629648
2020-03-30,1.0213663811582274,1.0068490398409207
2020-03-31,1.0109002440178076,0.9979865022719043
2020-04-01,1.0043619043003296,0.9915412278737359
2020-04-02,1.0016390754586804,0.990191423098936
2020-04-03,0.9941183442472299,0.9841983242920374
2020-04-06,1.0048539310671534,0.9941625068169244
2020-04-07,1.0133642313619846,1.0017959897699185
2020-04-08,1.0188724446065194,1.0071091715827065
2020-04-09,1.0240626372337758,1.0114729663573547
2020-04-13,1.028598322319836,1.015486247063287
2020-04-14,1.0356450662703498,1.020959487157959
2020-04-15,1.020939355883836,1.0113881979970247
2020-04-16,1.0244133413989513,1.0145069426473852
2020-04-17,1.0265548660858572,1.0172754429115076
2020-04-20,1.018319495013016,1.0079266229978705
2020-04-21,0.9992044837414633,0.9898835621430591
2020-04-22,1.0019644409287352,0.9934038561685445
2020-04-23,1.0050086429879632,0.9966088754405051
2020-04-24,1.0105330029194777,1.0027340453615283
2020-04-27,1.0115963733977866,1.0048040574782544
2020-04-28,1.0120219752356938,1.005285241352809
2020-04-29,1.0245939436807687,1.0174297759228152
2020-04-30,1.0333858214115024,1.024827802417012
2020-05-01,1.028337416960971,1.019300320105485
2020-05-04,1.0376650342182818,1.0289784172897827
2020-05-05,1.0453429859373662,1.0368514486289298
2020-05-06,1.0405524831391875,1.032420727108582
2020-05-07,1.037384487771336,1.030529479843874
2020-05-08,1.0500304161199896,1.044070659278367
2020-05-11,1.0491456400926547,1.043004503404797
2020-05-12,1.039000366905949,1.030984366332162
2020-05-13,1.0358923300054337,1.0280678967085193
2020-05-14,1.0372940026592656,1.030475491930331
2020-05-15,1.040562906228049,1.033646002962982
2020-05-18,1.0592154746558133,1.052340931386773
2020-05-19,1.0478410081271914,1.0417472141362967
2020-05-20,1.052936727993379,1.0457352639716742
2020-05-21,1.0527786688027607,1.0452014288791345
2020-05-22,1.0513648204845027,1.0440575642437135
2020-05-26,1.0657182003397816,1.0578857936392059
2020-05-27,1.0634465590873856,1.0560359140098474
2020-05-28,1.0680516601581282,1.0599697301803184
2020-05-29,1.0688774499699625,1.0617938631251236
2020-06-01,1.0736133282755953,1.0660346064470114
2020-06-02,1.0832409042199609,1.0762011010161454
2020-06-03,1.0923998404459236,1.085512904350987
2020-06-04,1.1029268980737847,1.0953388371914439
2020-06-05,1.1208761762578252,1.11218223693307
2020-06-08,1.1163062271393425,1.1078722190666668
2020-06-09,1.1110491961481417,1.102790840487118
2020-06-10,1.0979838444566132,1.089736279765542
2020-06-11,1.081915193897578,1.0703068375123508
2020-06-12,1.088703601587789,1.07757002690488
2020-06-15,1.1070123506492557,1.0954561338844815
2020-06-16,1.111171761193078,1.099946344101382
2020-06-17,1.1119385188196043,1.0992183823740977
2020-06-18,1.1140860544498976,1.101481876912535
2020-06-19,1.1149582177491961,1.1017647119386162
2020-06-22,1.1252629231513727,1.1123909213999652
2020-06-23,1.1166021627221856,1.1041694640592843
2020-06-24,1.0931008351468356,1.0819271383729125
2020-06-25,1.0984369104107625,1.0873575014008106
2020-06-26,1.08221247759951,1.071768138225091
2020-06-29,1.0882308820450135,1.078330525389324
2020-06-30,1.0905521631222985,1.0813219142032051
2020-07-01,1.0986795498925872,1.089122107803193
