date,position
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-17,
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-08,
2020-09-09,
2020-09-10,
2020-09-11,
2020-09-14,
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-28,
2020-09-29,
2020-09-30,
2020-10-01,
2020-10-02,
2020-10-05,
2020-10-06,
2020-10-07,
2020-10-08,-0.006817510877918293
2020-10-09,-0.0034170498479157477
2020-10-12,-0.018095288727838152
2020-10-13,-0.016650768562350756
2020-10-14,-0.014762358328597486
2020-10-15,-0.01798787649023939
2020-10-16,-0.017917752216175892
2020-10-19,-0.04308313370582881
2020-10-20,-0.043944468665893535
2020-10-21,-0.03976346328978432
2020-10-22,-0.025173672449428117
2020-10-23,-0.024922707755558868
2020-10-26,-0.035530408364884025
2020-10-27,-0.03879609471397728
2020-10-28,-0.05293073163008735
2020-10-29,-0.04665925580917158
2020-10-30,-0.043321987307396864
2020-11-02,-0.019871208693297282
2020-11-03,-0.025372710723869797
2020-11-04,-0.010874161837268094
2020-11-05,-0.008003532585363371
2020-11-06,-0.019815996953688027
2020-11-09,-0.02325258722768423
2020-11-10,-0.016591975252690183
2020-11-11,-0.027127972602556706
2020-11-12,-0.01915156207480361
2020-11-13,-0.0074185792353761255
2020-11-16,-0.007555393943134591
2020-11-17,-0.007066570261045641
2020-11-18,-0.00511031898816825
2020-11-19,-0.01289528445631473
2020-11-20,-0.020686732445729487
2020-11-23,-0.010266802896700365
2020-11-24,-0.01204328914054586
2020-11-25,-0.012658913691339528
2020-11-27,-0.00855721277109032
2020-11-30,-0.026682069622020202
2020-12-01,-0.02555262038895221
2020-12-02,-0.03161084874896868
2020-12-03,-0.035213135729507725
2020-12-04,-0.03284846373947979
2020-12-07,-0.02959865708302161
2020-12-08,-0.024199228033478078
2020-12-09,-0.01799168133617541
2020-12-10,-0.022699254452006084
2020-12-11,-0.02641823428195824
2020-12-14,-0.031765072969635696
2020-12-15,-0.019966827236582184
2020-12-16,-0.01856190343305265
2020-12-17,-0.019448085792385977
2020-12-18,-0.018537266066165733
2020-12-21,-0.037373288311463956
2020-12-22,-0.03565427800291855
2020-12-23,-0.038427094854508625
2020-12-24,-0.03126387681930237
2021-01-08,0.0
2021-01-11,-0.0197655134572404
2021-01-12,-0.019301210240259523
2021-01-13,-0.03230556182651709
2021-01-14,-0.043318696160251705
2021-01-15,-0.02911768280523381
2021-01-19,-0.01144622177541848
2021-01-20,0.0
2021-01-21,-0.022391447230771588
2021-01-22,-0.017870742622859252
2021-01-25,-0.025208611334188558
2021-01-26,-0.04288463334815976
2021-01-27,-0.011610810960944247
2021-01-28,0.0
2021-01-29,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-08,-0.027422635740581493
2021-02-09,-0.02675297188594496
2021-02-10,-0.03254073639006485
2021-02-11,-0.03294720526185664
2021-02-12,-0.02421245062159224
2021-02-15,-0.026094878053972363
2021-02-16,-0.02122245422531237
2021-02-17,-0.01946069461770936
2021-02-18,-0.022975720175999026
2021-02-19,-0.02230848368971022
2021-02-22,-0.027558108669091447
2021-02-23,-0.029772845811215205
2021-02-24,-0.0022893453622172505
2021-02-25,0.0
2021-02-26,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,-0.0007111023362002997
2021-03-11,-0.014042707249998272
2021-03-12,-0.009079927522625191
2021-03-15,-0.016851267119365066
2021-03-16,-0.015876445235721917
2021-03-17,-0.02334597814156273
2021-03-18,-0.0022965895134752453
2021-03-19,-0.0011576314962813824
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,-0.004062477682825725
2021-03-25,0.0
2021-03-26,0.0
2021-03-29,-0.0046286155617668205
2021-03-30,-0.0003275856954984199
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,-0.0007487823371891298
2021-04-05,-0.008190571401903447
2021-04-06,-0.004789719651661107
2021-04-07,-0.008364726298135018
2021-04-08,-0.00709636171559626
2021-04-09,-0.0070884346931906605
2021-04-12,-0.0182296828929706
2021-04-13,-0.016925837684893915
2021-04-14,-0.016347571463691857
2021-04-15,0.0
2021-04-16,0.0
2021-04-19,0.0
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.0
2021-04-23,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,-0.007086329822678237
2021-04-29,-0.025142179595439844
2021-04-30,-0.020364258475499202
2021-05-03,-0.02166895705937816
2021-05-04,-0.0241015833210997
2021-05-05,-0.02567506428099944
2021-05-06,-0.0038326280801483097
2021-05-07,0.0
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,-0.0017264845591526655
2021-05-13,0.0
2021-05-14,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.0
2021-05-24,0.0
2021-05-25,0.0
2021-05-26,0.0
2021-05-27,0.0
2021-05-28,0.0
2021-05-31,-0.009884134782121369
2021-06-01,-0.014778321827157548
2021-06-02,-0.019591169755108124
2021-06-03,-0.015986782933169373
2021-06-04,0.0
2021-06-07,0.0
2021-06-08,0.0
2021-06-09,-0.00363555490514029
2021-06-10,-0.0156427796876812
2021-06-11,-0.012773946271770763
2021-06-14,-0.019622577122307167
2021-06-15,-0.021635461052796765
2021-06-16,-0.0035681586038718476
2021-06-17,0.0
2021-06-18,-0.0026232848911122712
2021-06-21,0.0
2021-06-22,0.0
2021-06-23,0.0
2021-06-24,0.0
2021-06-25,0.0
2021-06-28,-0.009682279258112329
2021-06-29,-0.013050628111460323
2021-06-30,-0.018123728330604126
2021-07-01,-0.01610088071262059
2021-07-02,-0.003269842646272188
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,0.0
2021-07-09,0.0
2021-07-12,0.0
2021-07-13,0.0
2021-07-14,0.0
2021-07-15,0.0
2021-07-16,-0.0037199515408896655
2021-07-19,-0.021569063225576765
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,0.0
2021-07-23,0.0
2021-07-26,-0.014281585660146343
2021-07-27,-0.012993737477544804
2021-07-28,-0.008517941574724758
2021-07-29,-0.017713598273154746
2021-07-30,-0.01903907817348388
2021-08-02,-0.023046040036592556
2021-08-03,-0.008743932056508523
2021-08-04,-0.007393988893254762
2021-08-05,-0.0008326387182354104
2021-08-06,0.0
2021-08-09,-0.0050423015605153415
2021-08-10,-0.010249327175399578
2021-08-11,-0.010016419918403824
2021-08-12,-0.00793884294040685
2021-08-13,-0.024758892248618807
2021-08-16,-0.024130286214525204
2021-08-17,-0.0017621005262133606
2021-08-18,-0.013561892765380206
2021-08-19,-0.015713267686924073
2021-08-20,0.0
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,-0.021115726350131023
2021-09-03,-0.020341418511283467
2021-09-07,-0.019264244372215574
2021-09-08,-0.022555041587031217
2021-09-09,-0.02711459595950239
2021-09-10,-0.03365296304438776
2021-09-13,-0.022064048385356486
2021-09-14,-0.018908120081968776
2021-09-15,0.0
2021-09-16,-0.0015106627969865762
2021-09-17,-0.017980957773652276
2021-09-20,-0.013137857398202875
2021-09-21,-0.038296840735183406
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,0.0
2021-09-27,0.0
2021-09-28,0.0
2021-09-29,0.0
2021-09-30,0.0
2021-10-01,0.0
2021-10-04,0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-11,0.0
2021-10-12,-0.007872652115066192
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-11-01,-0.002805408235765051
2021-11-02,-0.012570983515972047
2021-11-03,0.0
2021-11-04,-5.1557461774307826e-05
2021-11-05,-0.008302738760467502
2021-11-08,-0.0163205633522999
2021-11-09,-0.03005744685175896
2021-11-10,-0.028482293277270934
2021-11-11,-0.01995750445504721
2021-11-12,0.0
2021-11-15,0.0
2021-11-16,-0.019079584226218315
2021-11-17,-0.014246636764023378
2021-11-18,-0.02857421864424781
2021-11-19,-0.028315380297587744
2021-11-22,-0.045036294626560995
2021-11-23,-0.04849359817992361
2021-11-24,-0.03893011704088138
2021-11-25,-0.03578817610876535
2021-11-26,-0.014699094106511833
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,-0.017479307810951538
2021-12-06,-0.016828223860665813
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-13,-0.0002907139258960954
2021-12-14,-0.004230613678971563
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-31,0.0
2022-01-03,-0.023516123225559404
2022-01-04,-0.02569254237695459
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-10,0.0
2022-01-11,-0.0047603016722567604
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-17,-0.001289926570824236
2022-01-18,0.0
2022-01-19,-0.00514559573459763
2022-01-20,-0.02372738969103255
2022-01-21,-0.04442911311019191
2022-01-24,-0.03184691097172158
2022-01-25,-0.04038550767588215
2022-01-26,-0.042376836376871174
2022-01-27,-0.062464559946763136
2022-01-28,-0.0024431108585803545
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-07,-0.04732907647501118
2022-02-08,-0.01645244203347633
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,-0.00330150989233427
2022-02-17,-0.01186252655869684
2022-02-18,-0.0077223855436779325
2022-02-22,-0.011071294023855031
2022-02-23,-0.007124643727155653
2022-02-24,0.0
2022-02-25,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-07,-0.04823773231875165
2022-03-08,-0.08834167017623193
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-14,0.0
2022-03-15,-0.002210768368885628
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-21,0.0
2022-03-22,-0.0282446714712576
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-28,0.0
2022-03-29,-0.006016349288070184
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-11,-0.001662542239479037
2022-04-12,-0.012736340862187976
2022-04-13,-0.0012360628176819025
2022-04-14,0.0
2022-04-22,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-02,-0.008438907017048294
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-09,0.0
2022-05-10,-0.03199472369246723
2022-05-11,-0.08593772527770671
2022-05-12,-0.0670054660680981
2022-05-13,0.0
2022-05-16,-0.005182215995093416
2022-05-17,-0.001277093542837699
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-23,0.0
2022-05-24,-0.09075912635619321
2022-05-25,-0.08520974362176979
2022-05-26,-0.037880415346525684
2022-05-27,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,-0.007115804125782409
2022-06-09,0.0
2022-06-10,0.0
2022-06-13,-0.05972909346379396
2022-06-14,-0.033791431902324004
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-21,0.0
2022-06-22,-0.051240505910948614
2022-06-23,-0.05375779862607806
2022-06-24,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,-0.04057337719259501
2022-07-01,-0.006425975748595716
2022-07-05,-0.03874020141549024
2022-07-06,-0.04191170562717083
2022-07-07,-0.033188965704826066
2022-07-08,-0.033979309911751035
2022-07-11,-0.033401322738379036
2022-07-12,-0.02987048221385042
2022-07-13,-0.05604480448492971
2022-07-14,-0.03165389157794229
2022-07-15,0.0
2022-07-18,-0.0014232706879202257
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-25,-0.04941867473552828
2022-07-26,-0.0592116474453911
2022-07-27,-0.012981934932998276
2022-07-28,0.0
2022-07-29,0.0
2022-08-01,0.0
2022-08-02,-0.0003611743428687571
2022-08-03,-0.006284212227650052
2022-08-04,-0.011435469739459228
2022-08-05,-0.01237372013631707
2022-08-08,-0.02038577767792262
2022-08-09,-0.059103476794751156
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-15,0.0
2022-08-16,-0.007385441936935303
2022-08-17,0.0
2022-08-18,-0.018768919889911202
2022-08-19,0.0
2022-08-22,-0.03592202612167743
2022-08-23,-0.03877933643326847
2022-08-24,-0.02786641882463292
2022-08-25,0.0
2022-08-26,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,-0.008489978277112694
2022-09-02,-0.0056108165713120725
2022-09-06,-0.05732688840028407
2022-09-07,0.0
2022-09-08,-0.003376671656530774
2022-09-09,0.0
2022-09-12,-0.0534186221944628
2022-09-13,0.0
2022-09-14,0.0
