date,ret
2020-01-03,0.04884811850254575
2020-01-06,0.00022483404692644204
2020-01-07,0.014212979246603571
2020-01-08,-0.050341628525071805
2020-01-09,0.005175083635501523
2020-01-10,0.009043537009316274
2020-01-13,-0.0078014998011562975
2020-01-14,0.011612426006802845
2020-01-15,0.004472982461714667
2020-01-16,-0.00999129697302173
2020-01-17,-0.005098637045175769
2020-01-20,0.0005202945667722725
2020-01-21,0.027948751602443825
2020-01-22,0.007318917284021786
2020-01-23,0.024774272473319217
2020-01-24,0.014591092446975013
2020-01-26,0.03571202505198075
2020-01-27,0.020021988680094457
2020-01-28,-0.0266952622006488
2020-01-29,0.04045000770479512
2020-01-30,0.016412919858015768
2020-01-31,0.043343043092271466
2020-02-02,-0.0017213522247075536
2020-02-03,-0.018751685463516132
2020-02-04,-0.06793486391674455
2020-02-05,-0.025237421626601877
2020-02-06,-0.01655770353021571
2020-02-07,0.035001681919030456
2020-02-09,0.004547433698377276
2020-02-10,0.01691295069712155
2020-02-11,-0.02625607489745596
2020-02-12,-0.017175548635310317
2020-02-13,0.0028549228253403336
2020-02-14,0.01876102535718234
2020-02-16,0.00041118421052710463
2020-02-17,-0.0010373443983393016
2020-02-18,0.02248759185226136
2020-02-19,-0.01365555889791406
2020-02-20,0.030188543964638645
2020-02-21,0.041430427182989796
2020-02-23,0.013890196048312042
2020-02-24,0.07054215818809831
2020-02-25,0.012044953155140023
2020-02-26,-0.0069133778237219085
2020-02-27,0.08054953176610488
2020-02-28,0.12550807275766995
2020-03-01,-0.0551511970270266
2020-03-02,0.20392514208431828
2020-03-03,0.18431411364361697
2020-03-04,0.027499381883974577
2020-03-05,-0.10161355188669537
2020-03-06,-0.04633286035475301
2020-03-09,-0.09775812618694113
2020-03-10,0.2243978727138287
2020-03-11,-0.08413126040018863
2020-03-12,-0.1961536454271532
2020-03-13,0.12933927621442629
2020-03-15,-0.19037362015052173
2020-03-16,0.27707893659729577
2020-03-17,0.5308807989776233
2020-03-18,0.19432212041704608
2020-03-19,-0.0007311111901679157
2020-03-20,0.15588052244036243
2020-03-22,-0.01890756302518938
2020-03-23,0.03206168831167869
2020-03-24,-0.1122659371671555
2020-03-25,0.05143699674952211
2020-03-26,0.23279179313661066
2020-03-27,-0.22076792978825174
2020-03-30,0.07137896825400974
2020-03-31,0.2016995614034239
2020-04-01,-0.07343877438980798
2020-04-02,-0.1515701094291312
2020-04-03,0.16451807995931889
2020-04-06,0.20076824673866825
2020-04-07,0.1856729055258336
2020-04-08,0.009351607955595517
2020-04-09,0.04271285631583062
2020-04-12,0.008333333333349124
2020-04-13,0.04184508124723185
2020-04-14,-0.1050641025641576
2020-04-15,-0.15946420729022934
2020-04-16,0.14499138471175932
2020-04-17,-0.1602602671376897
2020-04-20,-0.06520350564464045
2020-04-21,-0.018744577790635972
2020-04-22,0.15376082251071796
2020-04-23,-0.07233927661974132
2020-04-24,0.016666666666650898
2020-04-26,0.01136363636365692
2020-04-27,0.07163149350656542
2020-04-28,-0.08309766214183446
2020-04-29,0.023214285714340643
2020-04-30,-0.04609140859140318
2020-05-01,-0.08968531468535168
2020-05-03,-0.03156565656568734
2020-05-04,0.0069444444444378695
2020-05-05,-0.09048971861467671
2020-05-06,-0.2554330065358861
2020-05-07,-1.6527777777777988
2020-05-08,-1.3236111111110613
2020-05-10,-0.12499999999982236
2020-05-12,-0.9090909090909528
2020-05-14,0.6916666666686041
2020-05-17,0.022727272727281533
2020-05-20,0.4480254120891561
2020-05-21,-0.4447528166279886
2020-05-25,-0.011363636363624613
2020-05-26,0.5364285714298807
2020-05-27,0.222288359787777
2020-05-28,0.6517959770123516
2020-05-29,-0.6442311049165226
2020-05-31,0.01136363636365692
2020-06-02,-0.7735795454544784
2020-06-04,0.17708333333319448
2020-06-05,0.30071474224714334
2020-06-07,-0.016666666666650884
2020-06-08,0.08941833650309211
2020-06-09,-0.22610440009328658
2020-06-10,-0.40046073717961506
2020-06-11,0.2757941770876064
2020-06-12,0.15862369337968335
2020-06-15,-0.14749920852868714
2020-06-16,-0.004761904761808974
2020-06-17,-0.6543004053693111
2020-06-18,0.034347076534452986
2020-06-19,-0.30625000000012037
2020-06-21,-0.014969405594376595
2020-06-23,-0.32440476190532186
2020-06-24,0.6014778325131055
2020-06-25,0.12072649572650047
2020-06-28,0.010416666666656804
2020-06-29,0.42803030303029893
2020-06-30,0.2908068783065949
2020-07-02,0.24439033189013462
2020-07-03,-0.27113095238088847
2020-07-06,-0.14817708333340304
2020-07-07,0.3705357142865239
2020-07-08,0.14821832579183575
2020-07-09,0.3139756944439275
2020-07-10,-0.1852678571428016
2020-07-12,0.07812500000011657
2020-07-13,-0.28193681318703145
2020-07-14,-0.5097222222224262
2020-07-15,-0.2399801587301622
2020-07-17,-0.7475198412698263
2020-07-20,0.25288461538441775
2020-07-22,-0.04532967032968366
2020-07-23,-0.20079365079365552
2020-07-26,0.025000000000042627
2020-07-27,-0.03174603174591384
2020-07-28,0.24702380952362035
2020-07-29,-0.11458333333332099
2020-07-30,-0.12153540903560664
2020-07-31,0.8097704991094206
2020-08-02,-0.015624999999983347
2020-08-03,-0.3691558441557683
2020-08-04,-0.44364720247079426
2020-08-05,-0.5371527777776365
2020-08-07,-0.5098214285718385
2020-08-10,0.21904761904836004
2020-08-13,-0.38750000000036244
2020-08-14,-0.8187671703303199
2020-08-16,0.00892857142856418
2020-08-17,-0.05981559290405229
2020-08-19,0.05498822686324832
2020-08-20,-0.14752747252746223
2020-08-21,-0.06860632183900592
2020-08-23,0.0
