date,baseline,vrp_core
2020-06-28,-0.0020822931045719,-0.0020871475494429
2020-06-29,0.005985447293622,0.0060469873079931
2020-06-30,0.0023514675840519,0.0023630453691438
2020-07-01,0.0079749244758942,0.0079787010291858
2020-07-02,0.0004823892480356,0.0005255466552902
2020-07-03,-0.0015776245828483,-0.0015861327918467
2020-07-05,0.0031066778126074,0.0031133552822211
2020-07-06,0.0031803924343614,0.0032269010768344
2020-07-07,-0.0055811709808128,-0.0055790641789312
2020-07-08,0.0004643779331903,0.0004844729889619
2020-07-09,-0.0065295992443767,-0.0065381870852969
2020-07-10,0.0046501900088278,0.0046668360479282
2020-07-12,-0.003122891948864,-0.0031224641992531
2020-07-13,-0.0055392750028907,-0.0055787630848905
2020-07-14,0.0041949490174608,0.0042442589872022
2020-07-15,-0.0024325293526923,-0.0024289196735972
2020-07-16,0.0028237870050269,0.002817422356754
2020-07-17,0.0039812363948126,0.0040210451777267
2020-07-19,0.0015819896187498,0.0015922951398035
2020-07-20,0.0013338555415103,0.0013844187563376
2020-07-21,-0.0016926520827174,-0.0016376196377528
2020-07-22,-0.0025123264768998,-0.0024901302420066
2020-07-23,-0.0128835887694861,-0.0129065148311838
2020-07-24,-0.0013716718212297,-0.0013441726362297
2020-07-26,-0.0022291827116937,-0.0022331895802228
2020-07-27,0.0025283244324887,0.0026204456614229
2020-07-28,-0.0058856265356072,-0.0059082231999868
2020-07-29,-0.0001466804393481,-0.0001257885438089
2020-07-30,-0.0025313453147646,-0.0025062309130315
2020-07-31,0.003634799531957,0.0036596410742146
2020-08-02,-0.0033157157951679,-0.0033075560686788
2020-08-03,0.0080845435250715,0.0080980852691416
2020-08-04,-0.0065354340428074,-0.0064156890279022
2020-08-05,0.0077268575078059,0.0077545834919376
2020-08-06,-0.0063254596108692,-0.0062881504708979
2020-08-07,0.0050750693198806,0.0049887912751209
2020-08-09,-3.438673668731962e-05,-4.210673311388913e-05
2020-08-10,0.0048062020914045,0.0048121033855166
2020-08-11,0.0229220033670081,0.0227870846142215
2020-08-12,0.0138609101212709,0.0139477635273819
2020-08-13,0.0049043406577973,0.0049177559111386
2020-08-14,0.0010875746876972,0.001086157543739
2020-08-16,0.0018177371518772,0.001816190871934
2020-08-17,-0.005806290536254,-0.0057207798231448
2020-08-18,-0.0030629361472412,-0.0029830345672553
2020-08-19,0.0096800062233652,0.0095624020562685
2020-08-20,-0.003091976328254,-0.0030098560016792
2020-08-21,-0.0045446803477491,-0.0045725770524076
2020-08-23,0.0020136470551466,0.002021454140997
2020-08-24,0.0058302839442148,0.0058398124965222
2020-08-25,0.0127129519215249,0.0127630546632659
2020-08-26,-0.0001295967688323,-6.128569409868945e-05
2020-08-27,0.0146660301321799,0.0145762685728159
2020-08-28,-0.0149129341385896,-0.0148464239164768
2020-08-30,0.0019605724124391,0.0019806352455009
2020-08-31,-0.0034035337408857,-0.0033923999308715
2020-09-01,-0.0030787553627749,-0.0030278093474549
2020-09-02,0.0005005298901152,0.0004699676669159
2020-09-03,-0.0151518943253807,-0.0153211578021267
2020-09-04,0.0066669825889726,0.006567803282103
2020-09-06,-0.0042249659383786,-0.0042744988711591
2020-09-07,0.0033433133966569,0.0033786130075657
2020-09-08,-0.0282857508402399,-0.0284874401840942
2020-09-09,0.016956472411735,0.0171018009674008
2020-09-10,-0.0142844902574041,-0.0143565294325358
2020-09-11,-0.007800167543724,-0.0078414536694595
2020-09-13,0.0040252985695747,0.0040530670077727
2020-09-14,-0.0013833587432326,-0.0013385811007513
2020-09-15,0.0063272230927591,0.0064019704427984
2020-09-16,-0.0018196802351357,-0.0018250394816083
2020-09-17,-0.0079337385830211,-0.007961643650305
2020-09-18,0.0015655357711965,0.0015728213853301
2020-09-20,-0.0079891359582114,-0.0080433961622764
2020-09-21,-0.0051903854940773,-0.0052686963087851
2020-09-22,0.0002487322471438,0.0001959020895316
2020-09-23,-0.0022442495165381,-0.0023531238576595
2020-09-24,0.0053409387238205,0.0054207150544076
2020-09-25,0.0042750281732784,0.0042792221892944
2020-09-27,0.0015783979975152,0.0015900352700766
2020-09-28,0.0070923058357479,0.0071878430469014
2020-09-29,-0.004233095736125,-0.004259930085433
2020-09-30,0.0095354796688604,0.0095873272190727
2020-10-01,-0.0049517514521669,-0.0049968235695146
2020-10-02,-0.0047487700322534,-0.0048509410065094
2020-10-04,0.0038873328059629,0.0039180965501985
2020-10-05,0.0149130233813687,0.0150090136166203
2020-10-06,-0.0046373899573519,-0.0046482232422595
2020-10-07,0.0170605332716784,0.0171294651434785
2020-10-08,0.0126341126242282,0.0127590559839838
2020-10-09,0.0010168896655169,0.001088491220182
2020-10-11,-0.0025043671515027,-0.0025156316007682
2020-10-12,0.003104016392279,0.003149263817926
2020-10-13,-0.0042375355859881,-0.0042688767354307
2020-10-14,-0.0011972718333239,-0.0011501523244166
2020-10-15,-0.0017410590572786,-0.0017855393153246
2020-10-16,-0.0009926433546156,-0.0010349027185341
2020-10-18,0.004562713672676,0.004589243214979
2020-10-19,-0.0045514177797582,-0.0045899837168686
2020-10-20,0.0020718326552655,0.0020759592829926
2020-10-21,-0.0064190897117177,-0.0064544602640707
2020-10-22,0.0121669399580079,0.0121626660677038
2020-10-23,-0.0080317296801099,-0.0080556281579649
2020-10-25,-0.0058551475381437,-0.0058863895465954
2020-10-26,-0.0109427850819949,-0.0109897460493394
2020-10-27,-0.008268387917074,-0.0082130858097722
2020-10-28,-0.0140246255019396,-0.0141810323640374
2020-10-29,-0.0001374587381632,-0.0002560588063027
2020-10-30,0.0041205041652689,0.0040667176387576
2020-11-01,-0.0124482936553101,-0.0125366159065092
2020-11-02,0.019078485268315,0.0192647766459321
2020-11-03,0.0261197721077648,0.0262387576547418
2020-11-04,-0.0191816422620834,-0.0190601112815629
2020-11-05,0.0071412888020634,0.0072594561876422
2020-11-06,0.0019787654064999,0.0019311693471892
2020-11-08,0.0052494980182848,0.0052905406676038
2020-11-09,0.0276964411492572,0.0275842486562245
2020-11-10,0.0186551861695487,0.0187376742967031
2020-11-11,-0.0007574184629811,-0.0007492509364501
2020-11-12,-0.0194405735500535,-0.0194208799497851
2020-11-13,0.0021044656415099,0.002128890628734
2020-11-15,0.0042153573222549,0.0042480821849844
2020-11-16,0.0055709176628551,0.0056044625325573
2020-11-17,-0.0078308100237417,-0.0077915905416949
2020-11-18,-0.0055534415335928,-0.0055603742173212
2020-11-19,-0.0077765724268153,-0.0077666450880024
2020-11-20,0.0042438338499939,0.004264578058859
2020-11-22,0.0009077533980395,0.0009151062657128
2020-11-23,0.0127356469199135,0.0127183910946893
2020-11-24,0.0111765240590626,0.0112494242885219
2020-11-25,0.0031263284302833,0.0031780476300131
2020-11-26,-0.0068241478603435,-0.0068455644678846
2020-11-27,-0.0026044813321397,-0.0025940611045569
2020-11-29,-0.0003007111603614,-0.0003032178596777
2020-11-30,0.0024882587303831,0.0024769248303013
2020-12-01,0.0044678530862714,0.0044788112155813
2020-12-02,0.0036047370796714,0.0036415396886304
2020-12-03,7.543751982375113e-05,0.0001604852243659
2020-12-04,0.009538838548921,0.0095472841293617
2020-12-06,0.0010453881586789,0.0010443357582241
2020-12-07,-0.0064532141570917,-0.0064321806879829
2020-12-08,0.0029294451559991,0.0029381027986643
2020-12-09,-0.0021114883347641,-0.0021653963463933
2020-12-10,-0.0009643690215965,-0.0009023886190004
2020-12-11,-0.0048331591093973,-0.004871000763528
2020-12-13,0.0020955166056102,0.0021150570145687
2020-12-14,-0.0014437279474326,-0.0014404267557046
2020-12-15,0.0049760607888977,0.005050446746617
2020-12-16,0.0010325623351397,0.0010769330528701
2020-12-17,0.0021320320161013,0.0022081016499773
2020-12-18,0.0042226412669799,0.0042380851093755
2020-12-20,-0.0024866670856191,-0.0025182422523555
2020-12-21,-0.0060135500858825,-0.0060439092105999
2020-12-22,0.0011542927223013,0.0011322343935602
2020-12-23,0.0034733279219478,0.0034972227970753
2020-12-24,0.0035487208796829,0.0035881346559127
2020-12-25,2.461847367385417e-05,2.272012504067611e-05
2020-12-27,-0.000166248929903,-0.0001768756737602
2020-12-28,0.0051495520091284,0.00515074775007
2020-12-29,-0.003775061385572,-0.0037634229709297
2020-12-30,-0.0014563587687344,-0.0013926486828893
2020-12-31,0.0069347858833175,0.0069450242876647
2021-01-01,0.0001714732463826,0.0001837496511776
2021-01-03,0.0,0.0
2021-01-04,-0.011017871631938,-0.0110708176597016
2021-01-05,0.0044040485767105,0.0045187649341369
2021-01-06,0.0040562765891682,0.0040635307457148
2021-01-07,0.0159350640059612,0.015973657092106
2021-01-08,0.0123771031997681,0.0123839118663453
2021-01-10,-0.0004865818202672,-0.0005125197721806
2021-01-11,-0.0018032846632018,-0.0018352074867079
2021-01-12,-0.0029723928817799,-0.0028995703612856
2021-01-13,0.0055326153255939,0.0055375720576069
2021-01-14,-0.0017303997306622,-0.0017246588813907
2021-01-15,-0.0034013933710058,-0.0034761883371813
2021-01-17,0.0014500323065458,0.0014355786212409
2021-01-18,0.003734720396616,0.0037690408333856
2021-01-19,0.0028046535598968,0.0028805678741941
2021-01-20,0.0081910511438196,0.008259172050222
2021-01-21,-0.0058148368683986,-0.0057964180990977
2021-01-22,-0.0002558824702444,-0.000296060665899
2021-01-24,0.0022852536120774,0.0022985964692883
2021-01-25,0.0067027781616058,0.0067377473182745
2021-01-26,-0.001663131235701,-0.0016396737279938
2021-01-27,-0.0169472679381778,-0.0170771553459738
2021-01-28,0.0052879674820101,0.0053138302897808
2021-01-29,-0.0140345703733445,-0.0141070573735209
2021-01-31,-0.0036788819204114,-0.0036931650972936
2021-02-01,0.0294482916123355,0.0295501190550908
2021-02-02,0.0149558999639511,0.0150089702452884
2021-02-03,0.0002303692630321,0.0002145279599663
2021-02-04,0.0129741807364576,0.012957808576296
2021-02-05,-0.0080138601584834,-0.0079317683758775
2021-02-07,0.0013373710245483,0.0013486936918929
2021-02-08,0.0053508827639299,0.0053880445239
2021-02-09,-0.0070964227382421,-0.00706120440478
2021-02-10,-0.0023268614554903,-0.0022905657853481
2021-02-11,0.0009971257940093,0.0009939920924957
2021-02-12,0.006766460130636,0.0067923733274903
2021-02-14,-0.0057561311974377,-0.0057433956729393
2021-02-15,-0.0002691746513063,-0.0002702036684169
2021-02-16,-0.0047385831831118,-0.0048151053193182
2021-02-17,0.0095049306815906,0.0095386464299143
2021-02-18,-0.0170462681506705,-0.0171003028220437
2021-02-19,-0.012532354749515,-0.0125477187143803
2021-02-21,-0.0010087235525264,-0.000998745131962
2021-02-22,-0.0175249237364126,-0.0175086264845755
2021-02-23,-0.0046784970669359,-0.0046963708613413
2021-02-24,0.0068534286908208,0.0068942250610597
2021-02-25,-0.0242325430908697,-0.0244049834105262
2021-02-26,0.0240566756285827,0.0240119156809224
2021-02-28,-0.0028949794148239,-0.0028645229265156
2021-03-01,0.0114201721900402,0.0114020191495549
2021-03-02,-0.0140719664674346,-0.0141023599879755
2021-03-03,-0.0161753395995941,-0.0162863904937157
2021-03-04,0.004240477132525,0.0042181290144804
2021-03-05,0.0244987334001218,0.0246410086013779
2021-03-07,-0.0013682252149669,-0.0013416583162467
2021-03-08,-0.0032197866302623,-0.0033412125627173
2021-03-09,0.0086546897393604,0.0087617698118016
2021-03-10,-0.0033879486546521,-0.0033359569342292
2021-03-11,-5.172933060515472e-05,4.4994814756282864e-05
2021-03-12,-0.0059201206812842,-0.0060016975863297
2021-03-14,-4.737746089589212e-05,-3.512547398198951e-05
2021-03-15,0.0068988983183191,0.0069127967359605
2021-03-16,-0.0012440764936395,-0.0012708378709314
2021-03-17,-0.0136734694285474,-0.0136294586141556
2021-03-18,-0.015909641044729,-0.0161044928147613
2021-03-19,0.0096277296273297,0.0096660560091228
2021-03-21,0.0030763305266623,0.003065812500345
2021-03-22,0.0030903343257688,0.0031551982434188
2021-03-23,0.0057696032899821,0.0056854111000512
2021-03-24,0.0132076841335011,0.013276649667697
2021-03-25,-0.0075313277376443,-0.007574910185199
2021-03-26,0.0052222974682274,0.0052925773546612
2021-03-28,0.0005571603977883,0.0005498266654906
2021-03-29,0.0031473859920831,0.0031639190833228
2021-03-30,0.0005682804016844,0.0004845142596048
2021-03-31,-0.0003105772456094,-0.0002806386906473
2021-04-01,0.0079477353724428,0.0080226147885376
2021-04-02,0.0021652354529722,0.0021692495282057
2021-04-04,0.0011032701697943,0.0011097883786819
2021-04-05,-0.007743407017592,-0.0077528504713555
2021-04-06,-0.0012810738404914,-0.0012763397354279
2021-04-07,0.0038105595983308,0.0038171579937578
2021-04-08,0.0010493462334888,0.0010835601895471
2021-04-09,0.0020512432860049,0.002040128460472
2021-04-11,-0.0002383792138029,-0.0002415744740329
2021-04-12,-0.0001552845378151,-0.0001500533213172
2021-04-13,0.0035654626725771,0.0036220248211029
2021-04-14,-0.0015996339135349,-0.0015823314574532
2021-04-15,0.0105031945020284,0.0105708852127386
2021-04-16,0.0011317820701199,0.0011434501484852
2021-04-18,-0.001046838555437,-0.0010544648643006
2021-04-19,-0.0057882399302028,-0.0057821769857326
2021-04-20,-0.0065681896451615,-0.0066054220948095
2021-04-21,0.0057769261817863,0.0057773602690609
2021-04-22,0.0014180105832799,0.0014030014521131
2021-04-23,-0.0055191901277338,-0.0055110810783047
2021-04-25,-0.0012686844932316,-0.0012698339740814
2021-04-26,0.0024956999776983,0.0025107294457429
2021-04-27,-0.0035270964668775,-0.0035207203928157
2021-04-28,0.0006076858778856,0.0006368173833446
2021-04-29,-0.0007818959823595,-0.0007715370739873
2021-04-30,0.0129935111993708,0.0129667438208154
2021-05-02,0.0003447742534057,0.0003511496269787
2021-05-03,0.0036055946212716,0.0036124611142724
2021-05-04,0.0022469847391699,0.0022492434009395
2021-05-05,0.0003866223343294,0.0003688689854159
2021-05-06,0.0031038775201055,0.0031141337648625
2021-05-07,-0.0126183147330695,-0.0125942002333691
2021-05-09,-0.0006492379527229,-0.0006354421265108
2021-05-10,-0.0146073049997409,-0.0146544342800226
2021-05-11,-0.0060051280672037,-0.0060134707088219
2021-05-12,-0.0037478736386598,-0.0038098854436423
2021-05-13,0.0053158215455182,0.0053101497518706
2021-05-14,0.005779383386721,0.0058466565128252
2021-05-16,-8.130861319244342e-05,-8.134347640675887e-05
2021-05-17,0.0013943648612728,0.001400313465266
2021-05-18,-0.0147233537907718,-0.0147796562548973
2021-05-19,0.0063402350636649,0.0063177339090325
2021-05-20,0.0012361217391232,0.0012445026378544
2021-05-21,0.0063634679228405,0.0063875704213463
2021-05-23,0.0004315036679152,0.0004214129867352
2021-05-24,0.0025260439660066,0.0025975391423294
2021-05-25,0.0077362562009859,0.0077362638638398
2021-05-26,0.003465961768962,0.0034715655836672
2021-05-27,-0.0061697198061445,-0.0061485482627787
2021-05-28,0.0029118985514557,0.0028901094056201
2021-05-30,-0.0051440498160529,-0.0051356978362677
2021-05-31,-0.0044736106657143,-0.0044694315894694
2021-06-01,0.0010881073966377,0.0010927174956385
2021-06-02,0.0057274541619158,0.0057491962799431
2021-06-03,-0.0052592701766597,-0.00528476131328
2021-06-04,0.0116120581100618,0.0116461739361153
2021-06-06,-0.0018036041008694,-0.0017986961501009
2021-06-07,0.0004144844816573,0.0004117497991193
2021-06-08,0.0041387189495065,0.0041507011568187
2021-06-09,0.0078544375543043,0.0078440214938266
2021-06-10,0.0049769012332623,0.004998894544741
2021-06-11,-0.0008365503226019,-0.0008255654691925
2021-06-13,-0.0018159952273917,-0.0018113213448452
2021-06-14,-0.0055863923586716,-0.0055765735069959
2021-06-15,-0.003180521344836,-0.0031744148833324
2021-06-16,-0.0017929285747113,-0.0018077260146129
2021-06-17,0.007713606519935,0.0077258592436513
2021-06-18,0.013469141407693,0.0134616544626098
2021-06-20,0.000141899956874,0.0001312637336063
2021-06-21,-0.0120583924482498,-0.0120341087467198
2021-06-22,-0.0020656966529293,-0.0020531241040336
2021-06-23,0.0001553552567732,0.0001617722212707
2021-06-24,0.0027974912467532,0.0028063258802157
2021-06-25,-0.0064110385873837,-0.0064086230100663
2021-06-27,5.347867393457051e-05,5.903189669531628e-05
2021-06-28,0.0056230012682607,0.0056222986813665
2021-06-29,-0.0012778085160267,-0.0012656159737008
2021-06-30,0.0053610787486786,0.0053677826745393
2021-07-01,0.0078060315464567,0.0078155094299172
2021-07-02,0.0047682071133776,0.0047603177680553
2021-07-04,-0.0003850885285742,-0.0003830496118358
2021-07-05,-0.0001784379849818,-0.000178706270478
2021-07-06,0.0113587759103463,0.0113473228124234
2021-07-07,0.0103168037770164,0.0103209837849731
2021-07-08,0.0023342866037492,0.0023014037603581
2021-07-09,-0.0060193382429385,-0.0060049134089663
2021-07-11,-0.0008212157774529,-0.0008193982621218
2021-07-12,-0.0011437116555109,-0.0011377117003403
2021-07-13,-0.0005937493340473,-0.0005789262659153
2021-07-14,0.0094173240864128,0.0093869074724308
2021-07-15,0.0130415454590178,0.0130362823550396
2021-07-16,-0.0004293983211451,-0.0004106202099856
2021-07-18,0.0043189605517317,0.0043053292983747
2021-07-19,0.0017955478878852,0.0017798645796587
2021-07-20,-0.0056223697564986,-0.0055773061839385
2021-07-21,-0.0063348372455331,-0.0063235634801604
2021-07-22,0.0039897634542735,0.0039848459629767
2021-07-23,-0.0110647439997586,-0.0110607047171215
2021-07-25,-0.0011532374975048,-0.0011502746366409
2021-07-26,-0.0038893330504764,-0.0038873277997635
2021-07-27,0.0094109663863664,0.009385179339399
2021-07-28,0.0032163329828305,0.0032078240822479
2021-07-29,0.0086803718273824,0.0086343018925099
2021-07-30,-0.0060368273854594,-0.0060133952920693
2021-08-01,-0.0007477753850393,-0.0007454208789282
2021-08-02,0.0023447123591624,0.0022978863730587
2021-08-03,-0.0081482772968872,-0.0081626019503139
2021-08-04,-0.0042060234040181,-0.0042361691229846
2021-08-05,-0.0054904788905641,-0.0054609795173145
2021-08-06,-0.0236852365986089,-0.0236506887085852
2021-08-08,-0.0171035285304995,-0.0170847699351519
2021-08-09,0.0016165169500075,0.0016127110505521
2021-08-10,-0.0003316118388545,-0.000301734452659
2021-08-11,0.0139706822142102,0.0139613849059812
2021-08-12,-0.0049557620263994,-0.0049632452425931
2021-08-13,0.0109935403153755,0.0109060919415249
2021-08-15,-0.0004465604675844,-0.0004436341920801
2021-08-16,0.0028885458024503,0.0028699844882122
2021-08-17,0.004615201961867,0.0045880626037133
2021-08-18,0.001555888616646,0.0015020738659234
2021-08-19,-0.0033993684620382,-0.0034244033834913
2021-08-20,-0.0074636965142659,-0.0074970900259052
2021-08-22,-0.0007000338392089,-0.0006799829743754
2021-08-23,0.0114376635266586,0.0115275944588575
2021-08-24,0.000275397882532,0.0003521467731337
2021-08-25,-0.00537525100522,-0.0053129763382606
2021-08-26,0.0081946244800237,0.0082013455890121
2021-08-27,0.010546145996114,0.0105575123201784
2021-08-29,0.0011826200178064,0.0012014725741293
2021-08-30,-0.0060020836568488,-0.006004970468464
2021-08-31,-0.0038405675371255,-0.0038684834500447
2021-09-01,-0.0017971432530077,-0.0017836324916988
2021-09-02,-0.0044090477065532,-0.0043986204686352
2021-09-03,0.0042763799446843,0.0042585793398068
2021-09-05,-0.0002350312111591,-0.000243583214937
2021-09-06,-0.0028901818820739,-0.0028782218722956
2021-09-07,-0.0096541798575132,-0.0096121277157635
2021-09-08,-0.0060155752641209,-0.0060524290684375
2021-09-09,0.0001116264517817,3.127408975056589e-05
2021-09-10,0.0021408315841116,0.0022189473442919
2021-09-12,-4.384920662603431e-05,-2.978453884472376e-05
2021-09-13,0.0040619997344857,0.0040581572037636
2021-09-14,0.00665513362998,0.0066049786443054
2021-09-15,-0.0058622401130181,-0.0058027695779586
2021-09-16,-0.017563238605433,-0.0175140404195691
2021-09-17,-0.0003203146855345,-0.0003046681008253
2021-09-19,0.0039344661690914,0.0039109438217135
2021-09-20,0.0103163850340044,0.0102234825641769
2021-09-21,0.0075378911410091,0.0075305961708018
2021-09-22,-0.0023606670146368,-0.0022905204688635
2021-09-23,-0.0121596706841579,-0.0120160309789901
2021-09-24,0.006809060405573,0.0068667286681411
2021-09-26,0.0009201814926609,0.0009448559731197
2021-09-27,0.0042787526753444,0.0042925145197305
2021-09-28,-0.000172053549161,-0.000126284543614
2021-09-29,-0.0005232276770146,-0.0005014979321036
2021-09-30,0.0148637509148388,0.0148270764332494
2021-10-01,-0.0008251756712709,-0.0008557235440314
2021-10-03,0.0004700659930312,0.0004656047083904
2021-10-04,0.0121861168667092,0.012211076083056
2021-10-05,-0.0013180000052156,-0.0012299061873319
2021-10-06,-0.004378441308328,-0.0044102969670637
2021-10-07,-0.0042232299959198,-0.0041580387925485
2021-10-08,0.0034051093586826,0.0034307762518421
2021-10-10,0.0006702651869887,0.0006751492889933
2021-10-11,0.0024965432291497,0.0025099901427243
2021-10-12,0.0052009002384443,0.0051656251590821
2021-10-13,0.0108455687008295,0.0107883999727764
2021-10-14,-0.0034683041615239,-0.0034705927534559
2021-10-15,-0.0156753962599638,-0.0156229328434066
2021-10-17,0.0036059188724397,0.003617634719381
2021-10-18,-0.0094280256595834,-0.0094475021607204
2021-10-19,0.0017304243851423,0.0017745143068028
2021-10-20,0.0093367384914371,0.009353235872588
2021-10-21,-0.0021794577236224,-0.0021920018909556
2021-10-22,0.0048557230876973,0.0048100481311159
2021-10-24,0.0015941860823744,0.0016013670268384
2021-10-25,0.001198736391428,0.0011762267535098
2021-10-26,-0.007462186247192,-0.0074582411063467
