date,pack_curvature_fly
2020-03-23,-8.453033716905589e-05
2020-03-24,2.7747504307923387e-05
2020-03-25,-0.00017538638647046634
2020-03-26,-0.00038184404581606546
2020-03-27,0.00023149839686567586
2020-03-30,1.8839213351592998e-05
2020-03-31,-0.00014385507915541662
2020-04-01,7.194796590426211e-05
2020-04-02,0.00013762730681594892
2020-04-03,-0.00011257348112976573
2020-04-06,-0.00018766858115888685
2020-04-07,-0.0002002120912344696
2020-04-08,-3.130539198550886e-05
2020-04-09,-0.00011268621093157849
2020-04-12,-6.254691018281466e-06
2020-04-13,-2.5020964903907372e-05
2020-04-14,0.0001001069976773461
2020-04-15,0.00018145679850381513
2020-04-16,-0.0001376294963321839
2020-04-17,0.00018771806305085958
2020-04-20,6.881631133680288e-05
2020-04-21,-6.270796832288927e-05
2020-04-22,-8.12915826493843e-05
2020-04-23,-1.8958144378744546e-05
2020-04-24,-1.563719650653217e-05
2020-04-26,-6.253439391673554e-06
2020-04-27,-5.0035337721326956e-05
2020-04-28,6.567683815632275e-05
2020-04-29,1.252064498563632e-05
2020-04-30,2.502126788905823e-05
2020-05-01,4.3773450742107256e-05
2020-05-03,1.8760943800516516e-05
2020-05-04,-6.253751969720334e-06
2020-05-05,-2.8215143098350715e-05
2020-05-06,0.00013131596937351886
2020-05-07,0.0005032849742064166
2020-05-08,-0.00025616470410301517
2020-05-10,1.2501250125002139e-05
2020-05-11,-3.1261258818790494e-05
2020-05-12,8.751125297026818e-05
2020-05-13,3.123561496226612e-05
2020-05-14,1.8747187171819224e-05
2020-05-15,-8.76210690381185e-05
2020-05-17,-1.2506878783347108e-05
2020-05-18,-9.371374574590474e-05
2020-05-19,-2.499687227965064e-05
2020-05-20,-2.1887510820384204e-05
2020-05-21,3.4370776477776754e-05
2020-05-22,-3.1249216510112476e-05
2020-05-25,6.2534393916596764e-06
2020-05-26,-2.4997028134826627e-05
2020-05-27,-2.5000153775170397e-05
2020-05-28,6.268916697138582e-06
2020-05-29,9.374920625113137e-05
2020-05-31,-6.253439391673554e-06
2020-06-01,2.4999687765786538e-05
2020-06-02,-3.437398555732052e-05
2020-06-03,-0.0001374819420776885
2020-06-04,-4.063015336334963e-05
2020-06-05,-5.936583734214573e-05
2020-06-07,9.38015899354383e-06
2020-06-08,-4.689836971202843e-05
2020-06-09,0.0001500978736125036
2020-06-10,0.00017820065391449535
2020-06-11,3.815868851453352e-08
2020-06-12,-6.56588509154038e-05
2020-06-15,-6.585442005486997e-05
2020-06-16,-6.253125687180616e-06
2020-06-17,0.00014688778622827525
2020-06-18,-3.4399939189938555e-05
2020-06-19,-1.2523452180779326e-05
2020-06-21,1.2509068675933821e-05
2020-06-22,7.811702198545767e-05
2020-06-23,9.354512997550302e-10
2020-06-24,-1.2349272965339608e-08
2020-06-25,-6.251563891765399e-06
2020-06-26,0.00011872624390249498
2020-06-28,-6.253752251356159e-06
2020-06-29,3.747781376328696e-05
2020-06-30,3.747797225733818e-05
2020-07-01,-8.119423304758788e-05
2020-07-02,8.437133921206097e-05
2020-07-03,-3.748031351145931e-05
2020-07-06,-9.362806103391241e-06
2020-07-07,4.061289082329944e-05
2020-07-08,1.2478746555577569e-05
2020-07-09,6.562563647360964e-05
2020-07-10,-4.684820924148736e-05
2020-07-12,-1.250312606293491e-05
2020-07-13,4.374657035961793e-05
2020-07-14,-8.746157185421377e-05
2020-07-15,-2.1880941221977257e-05
2020-07-16,1.8742497716356388e-05
2020-07-17,-6.248094010745386e-05
2020-07-20,8.748281745284137e-05
2020-07-21,3.749641233327661e-05
2020-07-22,-6.241561388384276e-06
2020-07-23,-1.2512502129025105e-05
2020-07-24,-1.561320450070569e-05
2020-07-26,-6.251562890746687e-06
2020-07-27,-0.00012500001606177702
2020-07-28,3.123124877721373e-05
2020-07-29,-1.2486564638494735e-05
2020-07-30,6.24596835047675e-05
2020-07-31,0.00010933080155997588
2020-08-02,6.252501000392208e-06
2020-08-03,-6.558774944552537e-05
2020-08-04,-6.248686809354198e-05
2020-08-05,-9.683565137633132e-05
2020-08-06,-1.8733747339155782e-05
2020-08-07,-0.00010934821052230315
2020-08-10,-6.875094314226504e-05
2020-08-11,-0.00010624406288839428
2020-08-12,1.5634069630426906e-05
2020-08-13,4.3692849405044254e-05
2020-08-14,8.127344874088449e-05
2020-08-16,-6.254378064646238e-06
2020-08-17,-2.1877346369242323e-05
2020-08-18,3.125437662543362e-05
2020-08-19,-1.5641965097845656e-05
2020-08-20,2.5002498779874704e-05
2020-08-21,1.562898548267133e-05
2020-08-23,0.0
2020-08-24,-9.375500293865024e-05
2020-08-25,-1.8748119960235177e-05
2020-08-26,-3.125296692674251e-05
2020-08-27,-0.00011566150228188576
2020-08-28,0.00020005822852735278
2020-08-30,0.0
2020-08-31,1.563367728690812e-05
2020-09-01,-2.8134222415904242e-05
2020-09-02,-6.876375346960562e-05
2020-09-03,7.189320894117335e-05
2020-09-04,-9.687718314972671e-05
2020-09-06,1.2505627532355401e-05
2020-09-07,1.5626248717259816e-05
2020-09-08,2.1888993934487955e-05
2020-09-09,-4.6886409837590404e-05
2020-09-10,6.87712571897231e-05
2020-09-11,7.189688068823252e-05
2020-09-14,-3.75144594674387e-05
2020-09-15,-3.1254685826209716e-05
2020-09-16,6.872089971506068e-05
2020-09-17,6.242184483057356e-06
2020-09-18,-5.935897772774146e-05
2020-09-20,-6.253126563271483e-06
2020-09-21,6.250531310922347e-05
2020-09-22,9.367026613471552e-06
2020-09-23,-1.8763289884649037e-05
2020-09-24,1.563398705035912e-05
2020-09-25,-3.750375121569505e-09
2020-09-28,-3.117498169946664e-06
2020-09-29,-3.124768082507501e-06
2020-09-30,-3.437906506384425e-05
2020-10-01,-2.1871171533321965e-05
2020-10-02,3.1332877307305163e-06
2020-10-04,1.2501250125029895e-05
2020-10-05,-5.62485906968474e-05
2020-10-06,-9.37851701822423e-06
2020-10-07,9.070145995382362e-09
2020-10-08,-2.8132189125076867e-05
2020-10-09,-5.627063275287503e-05
2020-10-11,1.2503751125325646e-05
2020-10-12,3.126438250425356e-05
2020-10-13,4.0631323181342105e-05
2020-10-14,3.1273455091268554e-06
2020-10-15,-4.688977064018496e-05
2020-10-16,-3.125750175039799e-05
2020-10-18,-1.2502812890446968e-05
2020-10-19,4.3769384254752075e-05
2020-10-20,6.258756911153851e-06
2020-10-21,6.257818895197276e-06
2020-10-22,-5.001124933984302e-05
2020-10-23,1.5630626155394012e-05
2020-10-25,3.752063678824635e-05
2020-10-26,-1.565291935579083e-05
2020-10-27,-1.2510007129859502e-05
2020-10-28,-2.188375337608406e-05
2020-10-29,4.378001888648286e-05
2020-10-30,-6.2509366706015035e-06
2020-11-01,0.0
2020-11-02,-1.25121984315274e-05
2020-11-03,-2.1866469499698393e-05
2020-11-04,8.12537125650381e-05
2020-11-05,-2.813046924164675e-05
2020-11-06,9.384570009984827e-09
2020-11-09,-0.0001531707084264089
2020-11-10,-2.500373863381644e-05
2020-11-11,1.2516271152507308e-05
2020-11-12,-1.2532242975149543e-05
2020-11-13,-6.567128250707654e-05
2020-11-15,0.0
2020-11-16,0.00013135164464811444
2020-11-17,4.064726978034172e-05
2020-11-18,-6.254863735266625e-05
2020-11-19,2.5019388734504044e-05
2020-11-20,1.563884086595857e-05
2020-11-23,-2.814078713046786e-05
2020-11-24,-1.2511575124662944e-05
2020-11-25,-3.7549127791081105e-05
2020-11-26,1.8764386290240354e-05
2020-11-27,6.2509341023919696e-06
2020-11-30,-3.752251103336657e-05
2020-12-01,3.155137057883617e-06
2020-12-02,3.127580253697859e-06
2020-12-03,3.128595771034748e-06
2020-12-04,-3.1242896997851766e-06
2020-12-06,6.25312502808284e-06
2020-12-07,1.2502487214988145e-05
2020-12-08,-3.7532846463878e-05
2020-12-09,6.254847213144066e-06
2020-12-10,3.7520787448702686e-05
2020-12-11,-4.7014318105192965e-05
2020-12-13,-2.189204443987791e-05
2020-12-14,4.0654465326986355e-05
2020-12-15,9.370529282001772e-06
2020-12-16,-4.0633892508121217e-05
2020-12-17,1.2530678488567593e-05
2020-12-18,1.5641031247237702e-05
2020-12-20,0.0
2020-12-21,-2.8152685729143645e-05
2020-12-22,3.440056645551137e-05
2020-12-23,-1.876219492576159e-05
2020-12-24,6.2593865756271905e-06
2020-12-27,0.0
2020-12-28,-2.1891887148309253e-05
2020-12-29,3.755446026182385e-05
2020-12-30,1.5632417129485265e-05
2020-12-31,-2.8158793574706298e-05
2021-01-03,6.253752251342282e-06
2021-01-04,7.819404965057897e-05
2021-01-05,-3.439970601445963e-05
2021-01-06,2.8200380131432334e-05
2021-01-07,-6.1700892542843055e-06
2021-01-08,0.00021292363400467196
2021-01-10,1.2510634038898072e-05
2021-01-11,9.404600670920304e-06
2021-01-12,-3.124908735399612e-06
2021-01-13,-7.052882546043637e-08
2021-01-14,4.688949251639707e-05
2021-01-15,-3.7568416767885804e-05
2021-01-17,-6.257509010815232e-06
2021-01-18,-1.2510008006394457e-05
2021-01-19,3.439946709728192e-05
2021-01-20,-6.273359931982525e-05
2021-01-21,9.39253392927275e-06
2021-01-22,3.144979442953888e-06
2021-01-24,-1.2508756129320231e-05
2021-01-25,-2.820674824739744e-05
2021-01-26,-5.635731292330526e-05
2021-01-27,-3.1282091380036015e-06
2021-01-28,1.567227986810915e-05
2021-01-29,3.1265461803847705e-05
2021-01-31,0.0
2021-02-01,3.1246180678540236e-06
2021-02-02,3.136248015059295e-05
2021-02-03,5.3276636333698946e-05
2021-02-04,-1.2509541548189063e-05
2021-02-05,2.1935871641648452e-05
2021-02-07,-6.253437856262867e-06
2021-02-08,6.266012500814877e-05
2021-02-09,-5.6389461817005215e-05
2021-02-10,-5.642643517791979e-05
2021-02-11,4.697698327267574e-05
2021-02-12,6.270118978307648e-05
2021-02-14,2.512261185055875e-05
2021-02-15,6.335201585938588e-06
2021-02-16,0.0001035558860843222
2021-02-17,-3.7802346840531964e-05
2021-02-18,6.324756668146803e-06
2021-02-19,8.779509036412059e-05
2021-02-21,1.5649354616176225e-05
2021-02-22,7.21718008987321e-05
2021-02-23,-7.53351960358084e-05
2021-02-24,0.00019116333189170276
2021-02-25,0.000515318119658631
2021-02-26,-0.00018282973149356951
2021-02-28,4.375140720225268e-05
2021-03-01,-6.939722737715759e-05
2021-03-02,-0.00014435207639790226
2021-03-03,0.00018863442124850138
2021-03-04,0.00019467316166925375
2021-03-05,3.7640014706935565e-05
2021-03-07,3.2214489876364327e-06
2021-03-08,1.607726453500824e-05
2021-03-09,-0.00012609915445169206
2021-03-10,-0.00017886294253600943
2021-03-11,7.208041448250602e-05
2021-03-12,0.00011339940774449109
2021-03-14,-5.9618032646979735e-05
2021-03-15,-3.464435335921723e-05
2021-03-16,1.8689526853243876e-05
2021-03-17,8.903329648952962e-05
2021-03-18,3.518657757868582e-05
2021-03-19,0.00011671093215313844
2021-03-21,6.1375806095775864e-06
2021-03-22,-8.492925830984321e-05
2021-03-23,-7.892250233358655e-05
2021-03-24,-2.0835114469819338e-07
2021-03-25,-6.305475905243885e-06
2021-03-26,0.00016037228561983918
2021-03-28,-1.8775661335568294e-05
2021-03-29,0.00014816590833260923
2021-03-30,-2.7556021519742346e-06
2021-03-31,5.0948960258756504e-05
2021-04-01,-0.00012911106973220732
2021-04-02,0.0001305933586586705
2021-04-04,-1.2592688672402597e-05
2021-04-05,1.7849469241326688e-05
2021-04-06,-0.00017110229140027133
2021-04-07,2.480525764141095e-05
2021-04-08,-0.00010437719871320139
2021-04-09,6.648982145690541e-05
2021-04-11,-1.2488526719062198e-05
2021-04-12,0.0001070563676303371
2021-04-13,-0.0001801003266361234
2021-04-14,1.5972416164133918e-05
2021-04-15,-0.00013228268319080694
2021-04-16,6.273541486753742e-05
2021-04-18,-3.772459266768169e-05
2021-04-19,-4.0888569308977774e-05
2021-04-20,-1.6096244326913034e-05
2021-04-21,-2.4975022312967443e-05
2021-04-22,-2.181451153480951e-05
2021-04-23,7.568176218852862e-05
2021-04-25,0.0
2021-04-26,6.396850771209217e-06
2021-04-27,6.327982608098082e-05
2021-04-28,-5.0685324020860456e-05
2021-04-29,4.3899857002566156e-05
2021-04-30,-3.155616093727942e-05
2021-05-02,-1.5639312112347703e-05
2021-05-03,-3.4895292075259876e-05
2021-05-04,-6.598259773546444e-05
2021-05-05,-9.621367993192798e-06
2021-05-06,4.3928220423483655e-05
2021-05-07,-0.00013553458262649531
2021-05-09,5.006760185366499e-05
2021-05-10,-9.405462916403651e-05
2021-05-11,-1.2265880829948062e-05
2021-05-12,0.00017026700939690165
2021-05-13,-7.901665266668578e-05
2021-05-14,4.3967828573659995e-05
2021-05-16,3.1259377813314115e-06
2021-05-17,1.5788208289513328e-05
2021-05-18,-1.8891007405957838e-05
2021-05-19,9.136242461851851e-05
2021-05-20,-7.580137131399378e-05
2021-05-21,6.362057332551241e-06
2021-05-23,9.337551438351466e-06
2021-05-24,-5.046939455238819e-05
2021-05-25,-6.635457030187975e-05
2021-05-26,4.7103100609000026e-05
2021-05-27,6.917975146041033e-05
2021-05-28,5.6307527763380105e-05
2021-05-30,-6.2521882658872485e-06
2021-05-31,-1.877549895774877e-05
2021-06-01,2.2026472189601298e-05
2021-06-02,-4.417223026420558e-05
2021-06-03,9.139377517250469e-05
2021-06-04,-0.00010098550607812173
2021-06-06,-1.251564455567733e-05
2021-06-07,2.8330792962397155e-05
2021-06-08,-0.00010677672747838596
2021-06-09,-0.0001286752092617971
2021-06-10,-6.932326176095627e-05
2021-06-11,0.00013198443681307348
2021-06-13,6.267234895954155e-06
2021-06-14,1.9181128959350202e-05
2021-06-15,-1.8669108945462698e-05
2021-06-16,0.00024562735105428113
2021-06-17,-1.5451970067706378e-05
2021-06-18,-0.00021941681960747916
2021-06-20,-0.00015050847346632923
2021-06-21,0.00011607859007679855
2021-06-22,1.5006073817575016e-05
2021-06-23,-7.73401051521877e-05
2021-06-24,2.452670766761589e-07
2021-06-25,9.138047878549937e-05
2021-06-27,-1.254579214132745e-05
2021-06-28,4.3437561464160224e-05
2021-06-29,-3.753202083885132e-05
2021-06-30,5.652916400278318e-05
2021-07-01,1.2876718034002255e-05
2021-07-02,4.900117501825674e-05
2021-07-04,0.0
2021-07-05,2.500947856703961e-05
2021-07-06,-0.00013322062412621238
2021-07-07,2.1716261032506123e-05
2021-07-08,-0.00014896107142692294
2021-07-09,0.000117274853083979
2021-07-12,-9.410228762844752e-05
2021-07-13,-7.374159476841724e-05
2021-07-14,8.99983938275617e-05
2021-07-15,-3.162050107556602e-05
2021-07-16,-6.131185622315627e-06
2021-07-18,2.4914098575135046e-05
2021-07-19,-0.0003160486151816688
2021-07-20,6.224003033231118e-05
2021-07-21,0.00012311685520922933
2021-07-22,-6.002308563171632e-05
2021-07-23,5.0348766047481064e-05
2021-07-25,-1.2521913348384484e-05
2021-07-26,5.6560846453460045e-05
2021-07-27,5.801034552527229e-06
2021-07-28,-1.871233764798308e-05
2021-07-29,0.00013204624802816423
2021-07-30,-3.940596156215559e-06
2021-08-01,1.2518151319418358e-05
2021-08-02,-9.472766391779852e-05
2021-08-03,-5.9865644721310285e-05
2021-08-04,6.9715595210601e-05
2021-08-05,0.00010444380272305043
2021-08-06,6.372090564499278e-05
2021-08-08,-4.375663315678291e-05
2021-08-09,8.182883593028933e-05
2021-08-10,-6.189473624622355e-05
2021-08-11,9.314201223928342e-05
2021-08-12,-2.4596282912778267e-05
2021-08-13,-5.743716679280919e-05
2021-08-15,0.0
2021-08-16,-8.51207679186533e-05
2021-08-17,-4.0555776089273854e-05
2021-08-18,0.00010041409275610147
2021-08-19,-7.535545083092732e-05
2021-08-20,5.9903979641506844e-05
2021-08-23,-3.4830977604066726e-05
2021-08-24,0.0001258140410060754
2021-08-25,0.0001668415855895361
2021-08-26,-3.1286276354514087e-05
2021-08-27,1.76794380606915e-05
2021-08-29,0.0
2021-08-30,-3.517549216172644e-05
2021-08-31,-5.63101760835405e-05
2021-09-01,4.400302676689505e-05
2021-09-02,-1.610957239039923e-05
2021-09-03,6.913421036722212e-05
2021-09-05,1.253007217322244e-05
2021-09-06,-6.290090052679664e-06
2021-09-07,3.206609731525034e-05
2021-09-08,2.503459281849585e-05
2021-09-09,-3.798437214810879e-05
2021-09-10,4.442915351160481e-05
2021-09-12,0.0
2021-09-13,-3.2881935874973234e-06
2021-09-14,-1.28185170323869e-05
2021-09-15,-0.00040754452596825086
2021-09-16,7.310696297326003e-05
2021-09-17,4.762830448951094e-05
2021-09-19,0.0
2021-09-20,-3.238342163316976e-05
2021-09-21,3.444227501900321e-05
2021-09-22,-0.0001586450483178209
2021-09-23,9.961718625668692e-05
2021-09-24,-0.0002168211414181609
2021-09-26,-1.2577759410603573e-05
2021-09-27,4.130569160569475e-05
2021-09-28,6.304953222785459e-05
2021-09-29,-7.190278296959063e-06
2021-09-30,-3.526430981390383e-05
2021-10-01,-2.011844695889997e-05
2021-10-03,3.755076685008074e-05
2021-10-04,-2.46948617642212e-05
2021-10-05,2.6077020977649523e-05
2021-10-06,-8.125412637619012e-05
2021-10-07,-5.27495455074356e-06
2021-10-08,-1.131440282250984e-05
2021-10-10,1.065121387339163e-07
2021-10-11,-0.00014987985197846554
2021-10-12,-6.915893064035616e-05
2021-10-13,-0.0003262470027361325
2021-10-14,-5.7353300911028304e-05
2021-10-15,-0.00013949946785089817
2021-10-17,-0.00011299720562928106
2021-10-18,5.776575566525388e-05
2021-10-19,8.756929756981169e-05
2021-10-20,3.747763964304096e-05
2021-10-21,-0.00029642981098540466
2021-10-22,0.00012689778831564968
2021-10-24,3.14059228836705e-05
2021-10-25,-7.172088671744681e-05
2021-10-26,4.691621401266277e-05
2021-10-27,0.0005515721166067938
2021-10-28,-0.0001949594881238137
2021-10-29,0.0003082246623670043
2021-10-31,0.00014426091547568853
2021-11-01,-0.00032458769752581607
2021-11-02,-0.0003426648277022326
2021-11-03,4.6118445849230305e-05
2021-11-04,-0.00018709834763339095
2021-11-05,-4.215663465481634e-05
2021-11-07,3.142813497597485e-05
2021-11-08,0.00011782291311361603
2021-11-09,-3.4131565734896174e-05
2021-11-10,0.0004341874212589747
2021-11-11,0.00019444482084392256
2021-11-12,-0.0001101650505292151
2021-11-14,6.344793146914607e-06
2021-11-15,-8.268956551880924e-05
2021-11-16,-0.00010753686758065151
2021-11-17,-0.00012179041403782842
2021-11-18,7.278767950907872e-05
2021-11-19,2.121892864448416e-05
2021-11-21,7.55935529930668e-05
2021-11-22,0.00014570284218669294
2021-11-23,-0.00035980729112607135
2021-11-24,0.0001539038473551968
2021-11-25,-0.00019428519310971115
2021-11-26,-0.00044393988459626166
2021-11-28,-0.0003141433332363025
2021-11-29,-0.0002979974860519985
2021-11-30,-0.0007480496690898675
2021-12-01,-0.00018173038264071573
2021-12-02,0.0002351012890939863
2021-12-03,-8.728053354548071e-05
2021-12-05,0.0001001832655094792
2021-12-06,5.841442551834941e-06
2021-12-07,0.00018816064768696628
2021-12-08,-0.00019014972335219815
2021-12-09,0.00022439378733632442
2021-12-10,-0.0002802088858022689
2021-12-12,-1.8874201566501658e-05
2021-12-13,0.00019399513024288828
2021-12-14,0.0001289035760490831
2021-12-15,0.001030940091210103
2021-12-16,-0.0001784368667037406
2021-12-17,-0.00011357247135322657
2021-12-19,-0.00011368619130235069
2021-12-20,-3.1553856157329196e-05
2021-12-21,0.00014790325278649097
2021-12-22,5.0534615807007466e-05
2021-12-23,3.464688433023333e-05
2021-12-26,2.5102044407115942e-05
2021-12-27,0.00011082887485412696
2021-12-28,-5.95130666534438e-05
2021-12-29,-1.950708415356106e-05
2021-12-30,-9.425070837329463e-06
2021-12-31,-1.6074169618476852e-05
2022-01-02,9.467549182423651e-05
2022-01-03,-0.00014913594067397784
2022-01-04,-0.00010784907477100203
2022-01-05,0.00025877698016894823
2022-01-06,2.8035428715100785e-05
2022-01-07,-0.00010866080283904178
2022-01-09,0.00011384075481501998
2022-01-10,0.00011081852691999239
2022-01-11,-0.00013587290966335375
2022-01-12,0.00018401630284389792
2022-01-13,0.0001146473871635606
2022-01-14,0.00018610090148125924
2022-01-16,1.2893661023916092e-05
2022-01-17,6.327761253674402e-05
2022-01-18,0.00011376185768492697
2022-01-19,3.406720310433764e-06
2022-01-20,-6.576545596018168e-05
2022-01-21,1.5898117426305092e-05
2022-01-23,5.720032912576167e-05
2022-01-24,-0.00035481402616907576
2022-01-25,5.753683847831148e-05
2022-01-26,0.0008673428149923862
2022-01-27,0.00022297243719100746
2022-01-28,5.104763639202092e-05
2022-01-30,0.00015923954343255442
2022-01-31,-2.8428503881322564e-05
2022-02-01,-0.00011183150685208088
2022-02-02,2.8357699168590766e-06
2022-02-03,0.00026686490584820755
2022-02-04,0.00026837178110789006
2022-02-06,5.707555423489774e-05
2022-02-07,-0.00016598435711101533
2022-02-08,0.00018146704484059417
2022-02-09,5.4050768349966916e-05
2022-02-10,0.0010541359637512432
2022-02-11,-0.00014211080038373236
2022-02-13,3.8001997026027023e-05
2022-02-14,0.00026812764814816703
2022-02-15,2.6920757070919565e-06
2022-02-16,-0.0002853428878359654
2022-02-17,-0.00023338119872010066
2022-02-18,0.00018415849964487085
2022-02-20,-6.0959045575126325e-05
2022-02-21,8.878561267575136e-05
2022-02-22,0.00042918330182302455
2022-02-23,-1.6473616919671086e-05
2022-02-24,0.0002690688863694335
2022-02-25,3.5945040021134744e-06
2022-02-27,-0.000416524208058322
2022-02-28,-0.0004425669761110307
2022-03-01,-0.0004177374984429272
2022-03-02,0.0007315852034574244
2022-03-03,0.0003037361023070645
2022-03-04,-4.922518484551386e-06
2022-03-06,-0.0002139681057235221
2022-03-07,0.00028489381615608156
2022-03-08,0.00039499167735498886
2022-03-09,0.0003135636516981011
2022-03-10,5.477972303516432e-05
2022-03-11,0.00029449236089863773
2022-03-13,0.0001346531471528578
2022-03-14,0.00012029501988151947
2022-03-15,-3.2196036746590107e-05
2022-03-16,-0.00024516248605647994
2022-03-17,8.49086160809448e-05
2022-03-18,-2.303641832440695e-05
2022-03-20,5.833100690011417e-05
2022-03-21,0.00026007582915600624
2022-03-22,0.00010156407795472444
2022-03-23,-0.00018220743743499468
2022-03-24,-5.769524369779455e-05
2022-03-25,0.00034433148739718145
2022-03-27,1.2846107705979937e-05
2022-03-28,0.000270898641393888
2022-03-29,0.0004340997429845561
2022-03-30,-0.00020979399579201807
2022-03-31,0.0002008232813147104
2022-04-01,0.0006443652455735138
2022-04-03,0.00015260062244749906
2022-04-04,-0.00044747604154400655
2022-04-05,0.0005909238726442972
2022-04-06,-0.000604427419106629
2022-04-07,-2.291250598757122e-05
2022-04-08,0.000430944529083252
2022-04-10,7.837938389904098e-05
2022-04-11,-0.00044483624510056885
2022-04-12,-0.0004538217201174033
2022-04-13,-0.00043233449109798816
2022-04-14,0.00047562360631313305
2022-04-17,9.741144149293113e-05
2022-04-18,-0.00021982244590706967
2022-04-19,0.0007201837108059272
2022-04-20,-0.00014895630070653476
2022-04-21,0.00040941405414994525
2022-04-22,-0.0004527255556062565
2022-04-24,-6.165290400389489e-05
2022-04-25,-0.00043679898968743136
2022-04-26,-0.0005842369457711438
2022-04-27,0.00032758752760363163
2022-04-28,0.0002072122216541794
2022-04-29,0.0003079478580108458
2022-05-01,8.391781265837395e-05
2022-05-02,0.00010957159417840368
2022-05-03,0.00017283322882262475
2022-05-04,-0.00043199687307104995
2022-05-05,0.00029575890319009923
2022-05-06,1.262238687545214e-05
2022-05-08,7.459312257897255e-05
2022-05-09,-0.0009228108310175009
2022-05-10,-0.00022184626012297648
2022-05-11,0.00029392399475546005
2022-05-12,-0.0005917227912579925
2022-05-13,-3.0410333521774247e-06
2022-05-15,6.17592662560118e-05
2022-05-16,3.08896486956034e-05
2022-05-17,0.0004960983544490538
2022-05-18,-8.213634676337844e-05
2022-05-19,-6.23868247371373e-05
2022-05-20,-6.278069620235804e-05
2022-05-22,3.937333266970655e-05
2022-05-23,-0.00012796779882831566
2022-05-24,-0.0006245134242902073
2022-05-25,-3.9157958430652284e-05
2022-05-26,3.232134455634361e-05
2022-05-27,0.00013498628647527766
2022-05-29,3.5461569338562926e-05
2022-05-30,0.0002947805298346845
2022-05-31,-3.5346875385644516e-05
2022-06-01,0.0006519521756221391
2022-06-02,-1.9226014632181543e-05
2022-06-03,0.0002036365228672149
2022-06-05,6.454224744364967e-06
2022-06-06,0.00017000532574214244
2022-06-07,1.2290757362976024e-05
2022-06-08,0.00019789357693930643
2022-06-09,0.00040430768587602917
2022-06-10,0.0011329038360976956
2022-06-12,0.00040508430492181
2022-06-13,0.0007368599886668215
2022-06-14,-0.0010578329665553027
2022-06-15,-0.005937036893813988
2022-06-16,-0.00034073451823271594
2022-06-17,0.0003956279548893299
2022-06-19,0.00010126828877946026
2022-06-20,5.529850010051185e-05
2022-06-21,-0.0005098183468431328
2022-06-22,-0.0006861495731541323
2022-06-23,-0.0002888139283275526
2022-06-24,0.0003785970082554463
2022-06-26,-2.2549219409667698e-05
2022-06-27,-0.00013438508597718446
2022-06-28,-6.199470180827393e-05
2022-06-29,-0.0002346695514933994
2022-06-30,-0.00025343481702566617
2022-07-01,-0.0010177039522078213
2022-07-03,1.9205693541288205e-05
2022-07-04,0.0003667117573856876
2022-07-05,-0.0003930897498223562
2022-07-06,0.000644572680762498
2022-07-07,0.00014585963700965154
2022-07-08,0.0002744628328537474
2022-07-10,0.00010992850503885321
2022-07-11,-0.0005240323661963864
2022-07-12,-0.0001260068416052973
