horizon,lookback,cagr,vol,sharpe,maxdd,hit_rate,n_days,years
long_252,252,0.035549632747123416,0.05752574267255727,0.7093523531970171,-0.04195669461059326,0.5315904139433552,459,1.8214285714285714
med_84,84,0.06815112549713076,0.053980607358726306,1.3186790228612533,-0.03270315068059437,0.5351043643263758,527,2.0912698412698414
short_21,21,0.1017028914400342,0.05816866289915158,1.7217225814541366,-0.04523292634010534,0.5149051490514905,369,1.4642857142857142
