date,pack_slope_spread
2020-01-03,0.011145833333332966
2020-01-06,-0.0062412314435559835
2020-01-07,0.024636790440685147
2020-01-08,-0.034544383486307145
2020-01-09,0.0024981187876138844
2020-01-10,0.00047973670264647716
2020-01-13,-0.005019137037847399
2020-01-14,0.000905557588727568
2020-01-15,0.0003968253968250346
2020-01-16,0.002893603072310069
2020-01-17,-0.0029395004302236183
2020-01-20,0.0008250825082500857
2020-01-21,0.010956630319806787
2020-01-22,-0.0011974461276619275
2020-01-23,0.004764113563976796
2020-01-24,0.004645999746403895
2020-01-26,0.00981939587391853
2020-01-27,0.014264373326166896
2020-01-28,-0.017937708098920535
2020-01-29,0.013358256683733472
2020-01-30,0.0012788076693402983
2020-01-31,0.04227919159382171
2020-02-02,0.003442704449415107
2020-02-03,-0.024312125916026273
2020-02-04,-0.027001417546503037
2020-02-05,-0.025632877789309477
2020-02-06,-0.0025843435192936526
2020-02-07,0.01652451002335134
2020-02-09,0.010905132603246187
2020-02-10,0.00024636181436690774
2020-02-11,-0.01666151415987166
2020-02-12,0.00660792951541872
2020-02-13,-0.001472322395756509
2020-02-14,0.008863625837655181
2020-02-16,-0.0008223684210542093
2020-02-17,0.0
2020-02-18,0.010865223237484373
2020-02-19,-0.012303836567651938
2020-02-20,0.011145936743650803
2020-02-21,0.018519366911108365
2020-02-23,0.02454321135986348
2020-02-24,0.015582957762088345
2020-02-25,0.016278330121752532
2020-02-26,-0.030929443790221917
2020-02-27,0.08472065237805487
2020-02-28,0.012540917710425564
2020-03-01,0.10353098144135178
2020-03-02,-0.07215909836302825
2020-03-03,0.23839784017047622
2020-03-04,-0.023416100937222406
2020-03-05,0.13473940278212537
2020-03-06,0.10134032469536225
2020-03-09,0.16204406093810875
2020-03-10,-0.08339008344939153
2020-03-11,0.20916388332469507
2020-03-12,0.21259081418734993
2020-03-13,-0.03701066133596459
2020-03-15,0.2585403726708162
2020-03-16,-0.30803871052353604
2020-03-17,0.03535140613559373
2020-03-18,0.026094323051584045
2020-03-19,-0.0902777777777905
2020-03-20,-0.21722446236564538
2020-03-22,-0.03781512605037876
2020-03-23,-0.08096590909093809
2020-03-24,0.10615778083813965
2020-03-25,-0.22149725274721924
2020-03-26,-0.026010101010102316
2020-03-27,-0.09435386473431456
2020-03-30,0.12599206349199232
2020-03-31,0.10625000000009482
2020-04-01,-0.026336736934588934
2020-04-02,0.070164437012255
2020-04-03,-0.04015151515154414
2020-04-06,0.017761752136742415
2020-04-07,-0.06452762923349578
2020-04-08,-0.04373739226112458
2020-04-09,-0.15659707939117326
2020-04-12,-0.01666666666669825
2020-04-13,0.12003968253968
2020-04-14,0.08846153846158789
2020-04-15,-0.011111111111140048
2020-04-16,0.03645833333329973
2020-04-17,-0.08697052538961389
2020-04-20,-0.06893939393945614
2020-04-21,0.07553740119535654
2020-04-22,-0.08024891774888526
2020-04-23,0.07026128633268786
2020-04-24,-0.0
2020-04-26,-0.02272727272731384
2020-04-27,-0.0405844155844422
2020-04-28,0.05000000000002838
2020-04-29,-0.25357142857145143
2020-04-30,-0.09188311688297346
2020-05-01,0.049999999999943145
2020-05-03,-0.02777777777775145
2020-05-04,0.04166666666662722
2020-05-05,0.37794913419913523
2020-05-06,-0.22753267973858254
2020-05-07,-0.34999999999987375
2020-05-08,-0.027777777777909296
2020-05-10,0.24999999999964473
2020-05-11,0.21085164835181244
2020-05-12,0.26262626262624483
2020-05-13,-0.018668831168864197
2020-05-14,-0.050000000000085254
2020-05-15,0.5309343434343589
2020-05-17,-0.04545454545456307
2020-05-18,-inf
2020-05-19,0.0520833333332803
2020-05-20,-0.5960508241757755
2020-05-21,-0.12716103341105733
2020-05-22,0.0824534161490676
2020-05-25,0.022727272727249226
2020-05-26,0.12714285714285345
2020-05-27,0.04351851851860533
2020-05-28,-0.0994252873563064
2020-05-29,0.1895611109321288
2020-05-31,-0.02272727272731384
2020-06-01,0.4972222222222983
2020-06-02,0.6971590909089707
2020-06-03,-2.2770935960613654
2020-06-04,0.022023809523768367
2020-06-05,-0.6674468005112141
2020-06-07,0.03333333333330177
2020-06-08,0.05131146832595179
2020-06-09,0.031573879551842404
2020-06-10,0.020152243589735996
2020-06-11,0.2579354553492955
2020-06-12,0.03195896244681937
2020-06-15,0.1886195018547858
2020-06-16,0.10119047619055191
2020-06-17,-0.2557931286552246
2020-06-18,-0.002027486402409795
2020-06-19,0.1958333333332978
2020-06-21,0.02993881118875319
2020-06-22,0.022619047619210825
2020-06-23,-0.2678571428578389
2020-06-24,0.047044334975565316
2020-06-25,0.2585470085469991
2020-06-26,inf
2020-06-28,-0.02083333333331361
2020-06-29,-0.23106060606068665
2020-06-30,-0.5185185185186806
2020-07-01,inf
2020-07-02,-0.08044733044733116
2020-07-03,0.14166666666647326
2020-07-06,0.06302083333336694
2020-07-07,-0.06964285714302401
2020-07-08,-0.16726998491687883
2020-07-09,-0.03906250000003558
2020-07-10,0.07410714285726389
2020-07-12,-0.15625000000023315
2020-07-13,0.6620879120886928
2020-07-14,-0.041666666666856644
2020-07-15,0.03948412698409687
2020-07-16,-0.01785714285712836
