date,instrument,weight
2024-03-22,RTY_FRONT_CALENDAR_2D,0.24858146
2024-03-22,SR3_FRONT_CALENDAR,-0.03057201
2024-03-22,UB_FRONT_VOLUME,0.01534794
2024-03-22,ZF_FRONT_VOLUME,0.01816941
2024-03-22,ZN_FRONT_VOLUME,-0.07074645
2024-03-22,ZT_FRONT_VOLUME,0.32562703
2024-03-29,6B_FRONT_CALENDAR,-0.16751038
2024-03-29,6E_FRONT_CALENDAR,-0.45225755
2024-03-29,6J_FRONT_CALENDAR,-0.35538181
2024-03-29,CL_FRONT_VOLUME,-0.02973813
2024-03-29,ES_FRONT_CALENDAR_2D,0.20329943
2024-03-29,GC_FRONT_VOLUME,-0.02237868
2024-03-29,NQ_FRONT_CALENDAR_2D,0.09722421
2024-03-29,RTY_FRONT_CALENDAR_2D,0.18610305
2024-03-29,SR3_FRONT_CALENDAR,-0.05678167
2024-03-29,UB_FRONT_VOLUME,0.02640786
2024-03-29,ZF_FRONT_VOLUME,-0.00958184
2024-03-29,ZN_FRONT_VOLUME,-0.06509414
2024-03-29,ZT_FRONT_VOLUME,0.21469245
2024-04-05,6B_FRONT_CALENDAR,-0.30218272
2024-04-05,6E_FRONT_CALENDAR,-0.65673624
2024-04-05,6J_FRONT_CALENDAR,-0.56538795
2024-04-05,CL_FRONT_VOLUME,0.01172668
2024-04-05,ES_FRONT_CALENDAR_2D,0.27427240
2024-04-05,GC_FRONT_VOLUME,0.06002425
2024-04-05,NQ_FRONT_CALENDAR_2D,0.11326230
2024-04-05,RTY_FRONT_CALENDAR_2D,0.26207897
2024-04-05,SR3_FRONT_CALENDAR,-0.06786063
2024-04-05,UB_FRONT_VOLUME,0.02330809
2024-04-05,ZF_FRONT_VOLUME,-0.08412604
2024-04-05,ZN_FRONT_VOLUME,-0.10809162
2024-04-05,ZT_FRONT_VOLUME,0.20844468
2024-04-12,6B_FRONT_CALENDAR,-0.25653264
2024-04-12,6E_FRONT_CALENDAR,-0.48372577
2024-04-12,6J_FRONT_CALENDAR,-0.43368493
2024-04-12,CL_FRONT_VOLUME,0.03494136
2024-04-12,ES_FRONT_CALENDAR_2D,0.17831916
2024-04-12,GC_FRONT_VOLUME,0.08169734
2024-04-12,NQ_FRONT_CALENDAR_2D,0.06475603
2024-04-12,RTY_FRONT_CALENDAR_2D,0.18140382
2024-04-12,SR3_FRONT_CALENDAR,0.01884582
2024-04-12,UB_FRONT_VOLUME,0.00977030
2024-04-12,ZF_FRONT_VOLUME,-0.07810939
2024-04-12,ZN_FRONT_VOLUME,-0.09051536
2024-04-12,ZT_FRONT_VOLUME,0.12631790
2024-04-19,6B_FRONT_CALENDAR,-0.36902824
2024-04-19,6E_FRONT_CALENDAR,-0.61668348
2024-04-19,6J_FRONT_CALENDAR,-0.57081480
2024-04-19,CL_FRONT_VOLUME,0.07286674
2024-04-19,ES_FRONT_CALENDAR_2D,0.19661088
2024-04-19,GC_FRONT_VOLUME,0.17263479
2024-04-19,NQ_FRONT_CALENDAR_2D,0.03609727
2024-04-19,RTY_FRONT_CALENDAR_2D,0.22334334
2024-04-19,SR3_FRONT_CALENDAR,0.15171367
2024-04-19,UB_FRONT_VOLUME,0.00262132
2024-04-19,ZF_FRONT_VOLUME,-0.13829639
2024-04-19,ZN_FRONT_VOLUME,-0.14366397
2024-04-19,ZT_FRONT_VOLUME,0.10997649
2024-04-26,6B_FRONT_CALENDAR,-0.30348187
2024-04-26,6E_FRONT_CALENDAR,-0.45700701
2024-04-26,6J_FRONT_CALENDAR,-0.41138543
2024-04-26,CL_FRONT_VOLUME,0.07727913
2024-04-26,ES_FRONT_CALENDAR_2D,0.12927489
2024-04-26,GC_FRONT_VOLUME,0.17383730
2024-04-26,NQ_FRONT_CALENDAR_2D,0.00371865
2024-04-26,RTY_FRONT_CALENDAR_2D,0.16800302
2024-04-26,SR3_FRONT_CALENDAR,0.16536172
2024-04-26,UB_FRONT_VOLUME,-0.01218894
2024-04-26,ZF_FRONT_VOLUME,-0.14566995
2024-04-26,ZN_FRONT_VOLUME,-0.13796426
2024-04-26,ZT_FRONT_VOLUME,0.03972468
2024-05-03,6B_FRONT_CALENDAR,-0.38684325
2024-05-03,6E_FRONT_CALENDAR,-0.50251519
2024-05-03,6J_FRONT_CALENDAR,-0.35512204
2024-05-03,CL_FRONT_VOLUME,0.10033015
2024-05-03,ES_FRONT_CALENDAR_2D,0.11850292
2024-05-03,GC_FRONT_VOLUME,0.25408054
2024-05-03,NQ_FRONT_CALENDAR_2D,-0.05031599
2024-05-03,RTY_FRONT_CALENDAR_2D,0.18433744
2024-05-03,SR3_FRONT_CALENDAR,0.15661338
2024-05-03,UB_FRONT_VOLUME,-0.02130663
2024-05-03,ZF_FRONT_VOLUME,-0.18039471
2024-05-03,ZN_FRONT_VOLUME,-0.17072299
2024-05-03,ZT_FRONT_VOLUME,0.03719884
2024-05-10,6B_FRONT_CALENDAR,-0.34430062
2024-05-10,6E_FRONT_CALENDAR,-0.41698533
2024-05-10,6J_FRONT_CALENDAR,-0.26888360
2024-05-10,CL_FRONT_VOLUME,0.08130334
2024-05-10,ES_FRONT_CALENDAR_2D,0.08457875
2024-05-10,GC_FRONT_VOLUME,0.23703236
2024-05-10,NQ_FRONT_CALENDAR_2D,-0.06259894
2024-05-10,RTY_FRONT_CALENDAR_2D,0.15039916
2024-05-10,SR3_FRONT_CALENDAR,0.22066823
2024-05-10,UB_FRONT_VOLUME,-0.03551331
2024-05-10,ZF_FRONT_VOLUME,-0.15081678
2024-05-10,ZN_FRONT_VOLUME,-0.14554118
2024-05-10,ZT_FRONT_VOLUME,0.02938828
2024-05-17,6B_FRONT_CALENDAR,-0.38153212
2024-05-17,6E_FRONT_CALENDAR,-0.37312516
2024-05-17,6J_FRONT_CALENDAR,-0.26779927
2024-05-17,CL_FRONT_VOLUME,0.07110673
2024-05-17,ES_FRONT_CALENDAR_2D,0.09802136
2024-05-17,GC_FRONT_VOLUME,0.30034476
2024-05-17,NQ_FRONT_CALENDAR_2D,-0.08263112
2024-05-17,RTY_FRONT_CALENDAR_2D,0.14386848
2024-05-17,SR3_FRONT_CALENDAR,0.22911061
2024-05-17,UB_FRONT_VOLUME,-0.05604105
2024-05-17,ZF_FRONT_VOLUME,-0.15673057
2024-05-17,ZN_FRONT_VOLUME,-0.15537513
2024-05-17,ZT_FRONT_VOLUME,0.02932499
2024-05-24,6B_FRONT_CALENDAR,-0.33958229
2024-05-24,6E_FRONT_CALENDAR,-0.32022691
2024-05-24,6J_FRONT_CALENDAR,-0.33654126
2024-05-24,CL_FRONT_VOLUME,0.05048818
2024-05-24,ES_FRONT_CALENDAR_2D,0.11817536
2024-05-24,GC_FRONT_VOLUME,0.31829072
2024-05-24,NQ_FRONT_CALENDAR_2D,-0.07061680
2024-05-24,RTY_FRONT_CALENDAR_2D,0.14258910
2024-05-24,SR3_FRONT_CALENDAR,0.27888587
2024-05-24,UB_FRONT_VOLUME,-0.04380434
2024-05-24,ZF_FRONT_VOLUME,-0.17650713
2024-05-24,ZN_FRONT_VOLUME,-0.15711162
2024-05-24,ZT_FRONT_VOLUME,-0.06102153
2024-05-31,6B_FRONT_CALENDAR,-0.28753411
2024-05-31,6E_FRONT_CALENDAR,-0.28576854
2024-05-31,6J_FRONT_CALENDAR,-0.39571926
2024-05-31,CL_FRONT_VOLUME,-0.01251591
2024-05-31,ES_FRONT_CALENDAR_2D,0.13889199
2024-05-31,GC_FRONT_VOLUME,0.36584027
2024-05-31,NQ_FRONT_CALENDAR_2D,-0.08438158
2024-05-31,RTY_FRONT_CALENDAR_2D,0.16885906
2024-05-31,SR3_FRONT_CALENDAR,0.33535741
2024-05-31,UB_FRONT_VOLUME,-0.04064174
2024-05-31,ZF_FRONT_VOLUME,-0.19845353
2024-05-31,ZN_FRONT_VOLUME,-0.18307570
2024-05-31,ZT_FRONT_VOLUME,-0.02354185
2024-06-07,6B_FRONT_CALENDAR,-0.27194543
2024-06-07,6E_FRONT_CALENDAR,-0.34804069
2024-06-07,6J_FRONT_CALENDAR,-0.44086680
2024-06-07,CL_FRONT_VOLUME,-0.06693513
2024-06-07,ES_FRONT_CALENDAR_2D,0.15726051
2024-06-07,GC_FRONT_VOLUME,0.35977113
2024-06-07,NQ_FRONT_CALENDAR_2D,-0.06928094
2024-06-07,RTY_FRONT_CALENDAR_2D,0.17767388
