date,equity
2020-01-06,1.0
2020-01-07,0.9996190366584754
2020-01-08,1.0000758790347974
2020-01-09,1.0000250776592496
2020-01-10,0.9999996776166381
2020-01-13,1.0001012674655352
2020-01-14,1.0001012674655352
2020-01-15,1.0000758648425365
2020-01-16,1.0001012700464795
2020-01-17,1.0001266713791537
2020-01-21,1.0001774792061287
2020-01-22,1.0002028805389012
2020-01-23,1.0002028805389012
2020-01-24,1.0003807072878723
2020-01-27,1.0002028792493625
2020-01-28,1.0004060383168991
2020-01-29,1.0003552279132057
2020-01-30,1.0002790155329697
2020-01-31,0.9997964463612741
2020-02-03,0.9999993927335931
2020-02-04,1.0002532383427554
2020-02-05,1.000278628698949
2020-02-06,1.0003294274714185
2020-02-10,1.000050011005061
2020-02-11,1.0001769589295977
2020-02-12,1.0001769589295977
2020-02-13,1.0001515569648765
2020-02-14,1.000049987800972
2020-02-18,1.0000500000518942
2020-02-19,1.000227705481802
2020-02-20,1.0001769067144732
2020-02-21,1.0000753323973923
2020-02-24,0.9996437408295156
2020-02-25,0.999542299880277
2020-02-26,0.9991111533556711
2020-02-27,0.9979710489193455
2020-02-28,0.9971879332103073
2020-03-01,0.9975170715623037
2020-03-02,0.9956233045846764
2020-03-03,0.9929333296114942
2020-03-04,0.9929079378388027
2020-03-05,0.991406783996525
2020-03-06,0.9905353976414617
2020-03-09,0.9893671451206422
2020-03-10,0.989340640833626
2020-03-11,0.9884225477075388
2020-03-12,0.9872348693633491
2020-03-16,0.9870114105775702
2020-03-17,0.9869362707741919
2020-03-18,1.0002922262985536
2020-03-19,1.0000669296157174
2020-03-20,1.0005425333924842
2020-03-23,1.000918055410366
2020-03-24,1.0013437548539572
2020-03-26,1.0015441538642846
2020-03-27,1.001494054111703
2020-04-01,1.0017695795708246
2020-04-09,1.0017194685428863
2020-04-17,1.0017194610220954
2020-04-20,1.0015691279363992
2020-04-21,1.0015691429749713
2020-04-22,1.0016192514972335
2020-04-23,1.0015691429749716
2020-04-24,1.0016442982398308
2020-04-27,1.0016944080151193
2020-04-28,1.001669357513506
2020-04-29,1.0017194860850662
2020-04-30,1.0019198850931381
2020-05-05,1.0020451526373337
2020-05-07,1.0020702131638473
2020-05-11,1.0019699610290702
2020-05-14,1.0019198349616818
2020-05-18,1.001819582826905
2020-05-19,1.001819582826905
2020-05-20,1.0018446684263558
2020-05-21,1.0018196210610684
2020-06-02,1.0017444188010471
2020-06-03,1.001744409399589
2020-06-04,1.001719346992549
2020-06-05,1.0017444093995893
2020-06-08,1.0016441597714283
2020-06-10,1.0017694718066297
2020-06-11,1.0014687229221464
2020-06-12,1.001594018660672
2020-06-17,1.0021451816265852
2020-06-18,1.002170257197156
2020-06-19,1.002170257197156
2020-06-22,1.0022454713629598
2020-06-23,1.002195323986228
2020-06-24,1.002245470108366
2020-06-25,1.0021953252406965
2020-06-26,1.0021953252406965
2020-06-30,1.002145189153553
2020-07-01,1.0021451828830936
2020-07-02,1.0021201060598115
2020-07-03,1.0020699624467988
2020-07-06,1.0020448806055489
