date,carry_raw
2020-01-03,-0.5049999999999955
2020-01-06,-0.5112499999999969
2020-01-07,-0.5112499999999969
2020-01-08,-0.5087499999999991
2020-01-09,-0.5087499999999991
2020-01-10,-0.509999999999998
2020-01-13,-0.509999999999998
2020-01-14,-0.509999999999998
2020-01-15,-0.5087499999999991
2020-01-16,-0.5074999999999932
2020-01-17,-0.5087499999999991
2020-01-21,-0.5062499999999943
2020-01-22,-0.5074999999999932
2020-01-23,-0.5062499999999943
2020-01-24,-0.5074999999999932
2020-01-27,-0.5062499999999943
2020-01-28,-0.5062499999999943
2020-01-29,-0.5062499999999943
2020-01-30,-0.5074999999999932
2020-01-31,-0.5037499999999966
2020-02-03,-0.5062499999999943
2020-02-04,-0.5062499999999943
2020-02-05,-0.5074999999999932
2020-02-06,-0.5074999999999932
2020-02-10,-0.5062499999999943
2020-02-11,-0.5049999999999955
2020-02-12,-0.5049999999999955
2020-02-13,-0.5062499999999943
2020-02-14,-0.5062499999999943
2020-02-18,-0.5049999999999955
2020-02-19,-0.5049999999999955
2020-02-20,-0.5062499999999943
2020-02-21,-0.5062499999999943
2020-02-24,-0.5049999999999955
2020-02-25,-0.5037499999999966
2020-02-26,-0.5049999999999955
2020-02-27,-0.5
2020-02-28,-0.4899999999999949
2020-03-01,-0.47374999999999545
2020-03-02,-0.48374999999999346
2020-03-03,-0.4712499999999977
2020-03-04,-0.47374999999999545
2020-03-05,-0.47749999999999915
2020-03-06,-0.46999999999999886
2020-03-09,-0.4624999999999986
2020-03-10,-0.46999999999999886
2020-03-11,-0.46749999999999403
2020-03-12,-0.45999999999999375
2020-03-16,-0.46374999999999744
2020-03-17,-0.46749999999999403
2020-03-18,0.22125000000000483
2020-03-19,0.2150000000000034
2020-03-20,0.2362500000000054
2020-03-23,0.23500000000000654
2020-03-24,0.24875000000000114
2020-03-26,0.24875000000000114
2020-03-27,0.24875000000000114
2020-04-01,0.25
2020-04-09,0.25500000000000256
2020-04-17,0.25250000000000483
2020-04-20,0.2600000000000051
2020-04-21,0.26250000000000284
2020-04-22,0.26250000000000284
2020-04-23,0.26250000000000284
2020-04-24,0.261250000000004
2020-04-27,0.261250000000004
2020-04-28,0.26250000000000284
2020-04-29,0.2675000000000054
2020-04-30,0.26250000000000284
2020-05-05,0.25875000000000625
2020-05-07,0.2575000000000003
2020-05-11,0.2575000000000003
2020-05-14,0.2575000000000003
2020-05-18,0.2575000000000003
2020-05-19,0.2575000000000003
2020-05-20,0.261250000000004
2020-05-21,0.2637500000000017
2020-06-03,0.25875000000000625
2020-06-04,0.25875000000000625
2020-06-05,0.25875000000000625
2020-06-08,0.25875000000000625
2020-06-10,0.25875000000000625
2020-06-11,0.25875000000000625
2020-06-12,0.2575000000000003
2020-06-17,0.2362500000000054
2020-06-18,0.240000000000002
2020-06-19,0.240000000000002
2020-06-22,0.24125000000000085
2020-06-23,0.24125000000000085
2020-06-24,0.24375000000000568
2020-06-25,0.24375000000000568
2020-06-26,0.24375000000000568
2020-06-30,0.2462500000000034
2020-07-01,0.24375000000000568
2020-07-02,0.240000000000002
2020-07-03,0.23750000000000426
2020-07-06,0.23375000000000057
2020-07-07,0.23500000000000654
2020-07-08,0.23750000000000426
2020-07-09,0.23375000000000057
2020-07-10,0.2325000000000017
2020-07-13,0.2325000000000017
2020-07-15,0.23375000000000057
2020-07-16,0.23375000000000057
2020-07-17,0.23375000000000057
2020-07-20,0.23375000000000057
2020-07-21,0.23125000000000284
2020-07-22,0.23125000000000284
2020-07-23,0.23125000000000284
2020-07-24,0.2325000000000017
2020-07-27,0.2325000000000017
2020-07-28,0.2325000000000017
2020-07-29,0.2325000000000017
2020-07-30,0.23500000000000654
2020-07-31,0.23375000000000057
2020-08-03,0.23500000000000654
2020-08-04,0.2325000000000017
2020-08-05,0.23375000000000057
2020-08-07,0.2325000000000017
2020-08-10,0.2325000000000017
2020-08-11,0.2325000000000017
2020-08-12,0.23125000000000284
2020-08-14,0.23125000000000284
2020-08-17,0.23125000000000284
2020-08-18,0.23125000000000284
2020-08-19,0.2325000000000017
2020-08-20,0.2325000000000017
2020-08-21,0.2325000000000017
2020-08-24,0.23375000000000057
2020-08-25,0.2325000000000017
2020-08-26,0.23125000000000284
2020-08-27,0.2325000000000017
2020-08-28,0.23375000000000057
2020-08-31,0.2325000000000017
2020-09-01,0.2325000000000017
2020-09-03,0.2325000000000017
2020-09-04,0.23125000000000284
2020-09-08,0.23000000000000398
2020-09-09,0.23125000000000284
2020-09-10,0.23000000000000398
2020-09-11,0.23000000000000398
2020-09-14,0.23125000000000284
2020-09-16,0.24125000000000085
2020-09-17,0.24125000000000085
2020-09-18,0.240000000000002
2020-09-20,0.240000000000002
2020-09-21,0.240000000000002
2020-09-22,0.24125000000000085
2020-09-23,0.24375000000000568
2020-09-24,0.24250000000000682
2020-09-25,0.24250000000000682
2020-09-28,0.24125000000000085
2020-09-29,0.24250000000000682
2020-09-30,0.24375000000000568
2020-10-01,0.24500000000000455
2020-10-02,0.24375000000000568
2020-10-05,0.24125000000000085
2020-10-06,0.24250000000000682
2020-10-07,0.24250000000000682
2020-10-08,0.24125000000000085
2020-10-09,0.24125000000000085
2020-10-12,0.24125000000000085
2020-10-13,0.240000000000002
2020-10-14,0.23875000000000313
2020-10-15,0.23750000000000426
2020-10-16,0.23750000000000426
2020-10-18,0.23750000000000426
2020-10-19,0.23750000000000426
2020-10-20,0.23750000000000426
2020-10-21,0.23750000000000426
2020-10-22,0.23750000000000426
2020-10-23,0.2362500000000054
