,risk_scalar_computed,risk_scalar_applied
2023-05-19,0.9421377294849403,0.9421377294849403
2023-05-26,0.8663985363267875,0.8663985363267875
2023-06-02,0.9195164495384858,0.9195164495384858
2023-06-09,0.8783618137088399,0.8783618137088399
2023-06-16,0.9694520903793322,0.9694520903793322
2023-06-23,0.994563128390267,0.994563128390267
2023-06-30,0.999032353661256,0.999032353661256
2023-07-07,0.9998277797409804,0.9998277797409804
2023-07-14,0.9999693484939391,0.9999693484939391
2023-07-21,0.9999945446904496,0.9999945446904496
2023-07-28,0.962499029072104,0.962499029072104
2023-08-04,0.9356474102035068,0.9356474102035068
2023-08-11,0.9885466215913956,0.9885466215913956
2023-08-18,0.9979615447119452,0.9979615447119452
2023-08-25,0.999637198753664,0.999637198753664
2023-09-01,0.9999354291727104,0.9999354291727104
2023-09-08,0.9999885077800064,0.9999885077800064
2023-09-15,0.9999979546317442,0.9999979546317442
2023-09-22,0.999999635968394,0.999999635968394
2023-09-29,0.9999999352101951,0.9999999352101951
2023-10-06,0.9999999884688068,0.9999999884688068
2023-10-13,0.9999999979476952,0.9999999979476952
2023-10-20,0.9999999996347338,0.9999999996347338
2023-10-27,0.9132812499349906,0.9132812499349906
2023-11-03,0.8612627029303244,0.8612627029303244
2023-11-10,0.9664088160244644,0.9664088160244644
2023-11-17,0.994021490937948,0.994021490937948
2023-11-24,0.9989359538314854,0.9989359538314854
2023-12-01,0.9341856226423711,0.9341856226423711
2023-12-08,0.9306082321548556,0.9306082321548556
2023-12-15,0.8851106936623266,0.8851106936623266
2023-12-22,0.970653246015585,0.970653246015585
2023-12-29,0.9947769082874416,0.9947769082874416
2024-01-05,0.9123516518900258,0.9123516518900258
2024-01-12,0.9636363169501536,0.9636363169501536
2024-01-19,0.9560280456681304,0.9560280456681304
2024-01-26,0.8688707141826336,0.8688707141826336
2024-02-02,0.9189835816990088,0.9189835816990088
2024-02-09,0.9855808181295356,0.9855808181295356
2024-02-16,0.9974336954141678,0.9974336954141678
2024-02-23,0.999543252919172,0.999543252919172
2024-03-01,0.9999187088325382,0.9999187088325382
2024-03-08,0.9999855319186816,0.9999855319186816
2024-03-15,0.9999974249923632,0.9999974249923632
2024-03-22,0.9999995417039632,0.9999995417039632
2024-03-29,0.9999999184331516,0.9999999184331516
2024-04-05,0.9999999854828534,0.9999999854828534
2024-04-12,0.9343749974162598,0.9343749974162598
2024-04-19,0.8650169367960092,0.8650169367960092
2024-04-26,0.8526726921201883,0.8526726921201883
2024-05-03,0.8504756817762739,0.8504756817762739
2024-05-10,0.973387883792701,0.973387883792701
2024-05-17,0.9952636150597848,0.9952636150597848
2024-05-24,0.999157025238912,0.999157025238912
2024-05-31,0.9998499686033122,0.9998499686033122
2024-06-07,0.9999732976347204,0.9999732976347204
2024-06-14,0.999995247552664,0.999995247552664
2024-06-21,0.9999991541664776,0.9999991541664776
2024-06-28,0.9999998494598052,0.9999998494598052
2024-07-05,0.9999999732070796,0.9999999732070796
2024-07-12,0.9999999952314358,0.9999999952314358
2024-07-19,0.999999999151298,0.999999999151298
2024-07-26,0.9999999998489492,0.9999999998489492
2024-08-02,0.9999999999731162,0.9999999999731162
2024-08-09,0.9999999999952152,0.9999999999952152
2024-08-16,0.9624999999991484,0.9624999999991484
2024-08-23,0.870022583007661,0.870022583007661
2024-08-30,0.870022583007661,0.870022583007661
2024-09-06,0.870022583007661,0.870022583007661
2024-09-13,0.870022583007661,0.870022583007661
2024-09-20,0.870022583007661,0.870022583007661
2024-09-27,0.870022583007661,0.870022583007661
2024-10-04,0.870022583007661,0.870022583007661
2024-10-11,0.870022583007661,0.870022583007661
2024-10-18,0.870022583007661,0.870022583007661
2024-10-25,0.870022583007661,0.870022583007661
2024-11-01,0.870022583007661,0.870022583007661
2024-11-08,0.870022583007661,0.870022583007661
2024-11-15,0.870022583007661,0.870022583007661
2024-11-22,0.870022583007661,0.870022583007661
2024-11-29,0.870022583007661,0.870022583007661
2024-12-06,0.870022583007661,0.870022583007661
2024-12-13,0.870022583007661,0.870022583007661
2024-12-20,0.870022583007661,0.870022583007661
2024-12-27,0.870022583007661,0.870022583007661
2025-01-03,0.870022583007661,0.870022583007661
2025-01-10,0.870022583007661,0.870022583007661
2025-01-17,0.870022583007661,0.870022583007661
2025-01-24,0.870022583007661,0.870022583007661
2025-01-31,0.870022583007661,0.870022583007661
2025-02-07,0.870022583007661,0.870022583007661
2025-02-14,0.870022583007661,0.870022583007661
2025-02-21,0.870022583007661,0.870022583007661
2025-02-28,0.870022583007661,0.870022583007661
2025-03-07,0.870022583007661,0.870022583007661
2025-03-14,0.870022583007661,0.870022583007661
2025-03-21,0.870022583007661,0.870022583007661
2025-03-28,0.870022583007661,0.870022583007661
