date,SR3_SPREAD_R4_R3
2020-01-06,-0.00010157956219203346
2020-01-07,0.0003555645857671319
2020-01-08,-0.0004062150908905604
2020-01-09,5.079752108083646e-05
2020-01-10,0.0
2020-01-13,-0.00010158988164787885
2020-01-14,-5.080010160019022e-05
2020-01-15,0.0
2020-01-16,5.080268238155661e-05
2020-01-17,0.0
2020-01-20,0.0
2020-01-21,0.00010160020320038043
2020-01-22,-5.0794940823828405e-05
2020-01-23,0.0
2020-01-24,0.00015239256324273143
2020-01-26,0.00010157956219214448
2020-01-27,0.00010156924483273322
2020-01-28,-0.00020311785913784686
2020-01-29,5.078978109618326e-05
2020-01-30,5.0787201625102085e-05
2020-01-31,0.0005586308465796996
2020-02-02,0.0001522688051973642
2020-02-03,-0.0004059883278356713
2020-02-04,-0.00025384576331421993
2020-02-05,-5.078204346942172e-05
2020-02-06,-5.078462241625559e-05
2020-02-07,0.00020314880650063039
2020-02-09,0.0
2020-02-10,0.00010155377272269561
2020-02-11,-0.00010154346060120556
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.00010155377272269561
2020-02-16,-5.077173030065829e-05
2020-02-17,0.0
2020-02-18,7.616146230016163e-05
2020-02-19,-0.0001776965450714929
2020-02-20,2.5389732392300246e-05
2020-02-21,0.00010155635108044514
2020-02-23,0.00025386509608793517
2020-02-24,0.000203040531966181
2020-02-25,0.00012687457179838546
2020-02-26,0.0004059471253869962
2020-02-27,0.0012427085975146301
2020-02-28,0.0009878669672482854
2020-03-01,0.0
2020-03-02,0.001695429930664627
2020-03-03,0.002955665024630516
2020-03-04,-2.518764797743156e-05
2020-03-05,0.0014357320974283105
2020-03-06,0.0010312389959254986
2020-03-09,0.001331691751048858
2020-03-10,0.00012546421760506465
2020-03-11,-0.0009787436946320227
2020-03-12,-0.0013538584967156542
2020-03-13,0.00010015022533793605
2020-03-15,-0.0004006410256409687
2020-03-16,0.00015018021625956557
2020-03-17,-0.0
2020-03-18,-0.0004506083212336698
2020-03-19,-0.0001000900810730343
2020-03-20,5.004003202557783e-05
2020-03-22,-0.00025021268077862757
2020-03-23,-0.00010006003602169855
2020-03-24,0.00015007503751873763
2020-03-25,-0.00010006504227733082
2020-03-26,-0.00010005503026677687
2020-03-27,-5.0022510129421605e-05
2020-03-30,0.00010004001600627532
2020-03-31,0.00010005002501256577
2020-04-01,5.003001801073825e-05
2020-04-02,-0.0
2020-04-03,-0.0
2020-04-06,0.00010006504227755286
2020-04-07,-0.00010007505629228142
2020-04-08,-0.0
2020-04-09,-5.003252113877643e-05
2020-04-12,-0.0
2020-04-13,5.003001801073825e-05
2020-04-14,0.00010006504227755286
2020-04-15,5.0037528146029686e-05
2020-04-16,-0.0
2020-04-17,-0.00015012009607695553
2020-04-20,-0.0
2020-04-21,-5.003252113877643e-05
2020-04-22,-5.0030018010849275e-05
2020-04-23,5.002751513327741e-05
2020-04-24,-5.0030018010849275e-05
2020-04-26,-0.0
2020-04-27,-5.0027515133388434e-05
2020-04-28,-0.0
2020-04-29,-0.00015007503751873763
2020-04-30,-0.00010003501225419598
2020-05-01,5.001250312575145e-05
2020-05-03,-0.0
2020-05-04,-0.0
2020-05-05,0.00015004501350401878
2020-05-06,-0.0001500675303887089
2020-05-07,0.00015004501350401878
2020-05-08,0.00010004502025917628
2020-05-10,-0.0
2020-05-11,-0.0
2020-05-12,0.00015008254539983223
2020-05-13,-0.0001000700490343398
2020-05-14,-0.0
2020-05-15,5.003001801073825e-05
2020-05-17,-0.0
2020-05-18,5.003252113866541e-05
2020-05-19,-0.0
2020-05-20,-0.0001000700490343398
2020-05-21,-2.5015009005313615e-05
2020-05-22,5.002876654069954e-05
2020-05-25,-0.0
2020-05-26,5.003126954339354e-05
2020-05-27,5.00337727967759e-05
2020-05-28,5.0036276300291505e-05
2020-05-29,-5.003878005460649e-05
2020-05-31,-0.0
2020-06-01,-0.0
2020-06-02,-0.0
