date,baseline,carry,combined
2020-01-07,0.0,-0.0002027260298751,-1.0136301493755001e-05
2020-01-08,0.0,0.0004053908744132,2.026954372066e-05
2020-01-09,0.0,3.0945793927372733e-08,1.5472896963686368e-09
2020-01-10,0.0,-0.0,0.0
2020-01-13,0.0,-6.188530288220306e-08,-3.0942651441101535e-09
2020-01-14,0.0,-0.0001015692542629,-5.0784627131450005e-06
2020-01-15,0.0,-0.0,0.0
2020-01-16,0.0,3.6107094647519495e-08,1.805354732375975e-09
2020-01-17,0.0,0.0001015279963449,5.076399817245e-06
2020-01-22,0.0,-5.0794940823828405e-05,-2.5397470411914204e-06
2020-01-23,0.0,-0.0001015125367982,-5.07562683991e-06
2020-01-24,0.0,0.000101641446718,5.082072335900001e-06
2020-01-28,0.0,0.0002026645400506,1.013322700253e-05
2020-01-29,0.0,-0.0002536705629441,-1.2683528147205e-05
2020-01-30,0.0,5.9255599760277284e-08,2.9627799880138642e-09
2020-01-31,0.0,-0.0002529751187243,-1.2648755936215e-05
2020-02-02,0.0,0.0001015845679952,5.07922839976e-06
2020-02-03,0.0,-5.349803113841034e-07,-2.6749015569205173e-08
2020-02-04,0.0,0.0003038787207905,1.5193936039524999e-05
2020-02-05,0.0,0.0001521400344526,7.6070017226300005e-06
2020-02-06,0.0,-4.3806503868815134e-08,-2.1903251934407567e-09
2020-02-07,0.0,-0.0001520549282127,-7.602746410635e-06
2020-02-11,0.0,0.0001520319527267,7.601597636335e-06
2020-02-12,0.0,-0.0,0.0
2020-02-13,0.0,-0.0,0.0
2020-02-14,0.0,-0.0001013580113791,-5.067900568955001e-06
2020-02-18,0.0,-0.0001267091569625,-6.335457848124999e-06
2020-02-19,0.0,2.5132926050774884e-05,1.2566463025387443e-06
2020-02-20,0.0,-0.0001774808868704,-8.87404434352e-06
2020-02-21,0.0,-0.0003548099589443,-1.7740497947215e-05
2020-02-23,0.0,-0.0002529772759343,-1.2648863796715e-05
2020-02-24,0.0,-0.0002528865197055,-1.2644325985275001e-05
2020-02-25,0.0,-2.5031853843504592e-05,-1.2515926921752297e-06
2020-02-26,0.0,-0.0005053529961196,-2.5267649805980004e-05
2020-02-27,0.0,2.8748051232430072e-05,1.4374025616215037e-06
2020-02-28,0.0,-0.0002751420253757,-1.3757101268785001e-05
2020-03-03,0.0,0.0004859069601144,2.4295348005720002e-05
2020-03-04,0.0,-0.0001760247941385,-8.801239706925e-06
2020-03-05,0.0,-2.214041413428625e-05,-1.1070207067143125e-06
2020-03-06,0.0,0.0002782647476446,1.3913237382230001e-05
2020-03-09,0.0,-0.0003236051991917,-1.6180259959585e-05
2020-03-10,0.0,0.0005255448464441,2.6277242322205002e-05
2020-03-11,0.0,0.0002270900566283,1.1354502831415001e-05
2020-03-12,0.0,0.0008030598386614,4.015299193307e-05
2020-03-13,0.0,0.0001500749773444,7.503748867220001e-06
2020-03-15,0.0,-4.987707016912424e-05,-2.4938535084562122e-06
2020-03-16,0.0,4.995988180922506e-05,2.497994090461253e-06
2020-03-17,0.0,-5.004504053651715e-05,-2.5022520268258575e-06
2020-03-18,0.0,0.0009510336827911,4.7551684139555004e-05
2020-03-19,0.0,-0.000200315466416,-1.00157733208e-05
2020-03-20,-0.0224029919808793,0.0004004079183062,-0.021262821985920024
2020-03-22,-0.0225634678062008,-0.0003502827298129,-0.021452808552381405
2020-03-23,0.0042736671615632,-5.006006005525698e-05,0.004057480800482277
2020-03-24,0.0217850562261803,-2.2525897480640825e-08,0.020695802288576412
2020-03-25,-0.0005078039703395,0.0002001751498763,-0.00047240501432870995
2020-03-26,0.0127630416249866,-5.005254433143591e-09,0.012124889293474547
2020-03-27,0.0020942928068528,0.0001000425181325,0.001994580292416785
2020-03-30,0.0055237119973861,-5.0017505876742696e-05,0.005245025522222957
2020-03-31,-0.011138419449,5.002501250617186e-05,-0.010578997225924692
2020-04-01,-0.0070302676325963,0.0,-0.006678754250966485
2020-04-02,-0.0029463527232511,5.003001801073825e-05,-0.0027965335861880078
2020-04-03,-0.0081612823232386,-0.0,-0.007753218207076669
2020-04-06,0.011738232844725,0.0,0.011151321202488748
2020-04-07,0.0092055658017637,-0.0,0.008745287511675514
2020-04-08,0.0059082689110567,-0.0001000700490343,0.00560785196305215
2020-04-09,0.0055370099191569,0.0001000575328935,0.005265162299843729
2020-04-13,0.0048142512158562,-7.507881205626177e-09,0.00457353827966933
2020-04-14,0.0074465425589063,-1.501726498709388e-08,0.007074214680097736
2020-04-15,-0.0154343150222796,-5.0037528146029686e-05,-0.01466510114757292
2020-04-16,0.0036986313316482,5.003001801073825e-05,0.003516201265966327
2020-04-17,0.0022722705092057,5.005505379962472e-05,0.0021611597364353963
2020-04-20,-0.0087199336268284,5.002751513327741e-05,-0.008281435569730317
2020-04-21,-0.0204034060690018,2.503127927155901e-09,-0.019383235640395312
2020-04-22,0.0030023418762019,0.0001000575331441,0.00285722765904901
2020-04-23,0.0033024278573225,-0.0001000575331441,0.0031323035877991695
2020-04-24,0.0059748133490091,-5.003001801084928e-05,0.005673571180658102
2020-04-28,0.0004573075838769,0.0001000500250125,0.00043944470593368
2020-04-29,0.013502852138453,-0.0,0.012827709531530349
2020-04-30,0.0093270010980384,0.0001000650377707,0.008865654295025014
2020-05-01,-0.0053101136363442,5.001250312575145e-05,-0.005042107329370702
2020-05-05,0.0080426721720887,0.0001000275073768,0.0076455399388531044
2020-05-06,-0.0049812055267398,-0.0,-0.00473214525040281
2020-05-07,-0.0033092739498703,-0.0003000900270081,-0.0031588147537271903
2020-05-08,0.013250221546637,-0.0,0.01258771046930515
2020-05-11,-0.0009158906812851,0.0001000350122543,-0.00086509439660813
2020-05-12,-0.0105109056681023,-5.003752514065596e-05,-0.009987862260954217
2020-05-13,-0.0032514916129253,1.5018767562935412e-08,-0.0030889162813406566
2020-05-14,0.001470767944018,-0.0,0.0013972295468171
2020-05-15,0.0034254088463987,5.001500224843802e-05,0.0032566391541911863
2020-05-19,-0.0116723658881648,5.003001801073825e-05,-0.011086246092856022
2020-05-20,0.0052859411862566,5.006757008985119e-09,0.0050216443772816205
2020-05-21,-0.00016316599421,-2.501250612807482e-05,-0.00015625831980590373
2020-05-22,-0.0014597480893377,-3.754034305636367e-09,-0.0013867608725725302
2020-05-25,0.0016755913131021,5.002751513327741e-05,0.0015943131232036588
2020-05-26,0.0148392827482135,-5.003126954339354e-05,0.014094817047325655
2020-05-27,-0.0023169119881374,-5.00337727967759e-05,-0.002203568077370369
2020-05-28,0.0047069075538757,-5.003627630029151e-05,0.0044690603623669
2020-05-29,0.0008404065599467,8.762043757215565e-09,0.0007983866700515529
2020-06-02,0.0097472303907357,5.002751513327741e-05,0.009262370246955578
2020-06-03,0.0091903522330261,7.504189787133075e-05,0.008734586716268361
2020-06-04,0.0104746023568222,2.501626044426608e-05,0.009952123052003303
