date,vix,rv126,vx2,spread,signal,position,vx_return,pnl
2020-05-29,27.51,42.262233963756024,30.18,-14.752233963756023,0.0,0.0,-0.030992531113813726,0.0
2020-06-01,28.23,42.27554848401991,30.78,-14.045548484019907,0.0,0.0,0.01968567507103014,-0.0
2020-06-02,26.84,42.32749426727916,30.03,-15.487494267279157,0.0,0.0,-0.024668246415493922,0.0
2020-06-03,25.66,42.32940849070151,29.08,-16.66940849070151,0.0,0.0,-0.032146229329920395,0.0
2020-06-04,25.81,42.25250094354445,28.73,-16.44250094354445,0.0,0.0,-0.012108779674120385,0.0
2020-06-05,24.52,42.39037612228312,27.18,-17.870376122283123,0.0,0.0,-0.05546046426820084,0.0
2020-06-08,25.81,42.40390334359597,27.93,-16.593903343595972,0.0,0.0,0.027219971234087925,-0.0
2020-06-09,27.57,42.38848666592654,29.58,-14.818486665926542,0.0,0.0,0.05739707732556809,-0.0
2020-06-10,27.57,42.4435744113022,29.03,-14.8735744113022,0.0,0.0,-0.018768679246115028,0.0
2020-06-11,40.79,42.88455902956932,39.68,-2.094559029569318,0.0,0.0,0.3125175043801338,-0.0
2020-06-12,36.09,42.87344822458044,34.83,-6.7834482245804395,0.0,0.0,-0.13036819803876254,0.0
2020-06-15,34.4,43.17824049074557,34.08,-8.778240490745574,0.0,0.0,-0.021768382416794907,0.0
2020-06-16,33.67,43.215221667100764,33.63,-9.545221667100762,0.0,0.0,-0.013292176208936635,0.0
2020-06-17,33.47,43.239662873932005,33.28,-9.769662873932006,0.0,0.0,-0.010461909799170499,0.0
2020-06-18,32.94,43.25497425283084,33.38,-10.314974252830844,0.0,0.0,0.0030003022806814883,-0.0
2020-06-19,35.12,43.366912836665314,34.73,-8.246912836665317,0.0,0.0,0.039646948522293446,-0.0
2020-06-22,31.77,43.903927861546435,31.68,-12.133927861546436,0.0,0.0,-0.09191829980975763,0.0
2020-06-23,31.37,43.90368865095315,31.93,-12.533688650953149,0.0,0.0,0.0078604397804658,-0.0
2020-06-24,33.84,44.013193907959035,33.48,-10.173193907959032,0.0,0.0,0.047402238894583615,-0.0
2020-06-25,32.22,44.04755664366026,32.33,-11.827556643660259,0.0,0.0,-0.03495265388393287,0.0
2020-06-26,34.73,44.15567089722279,34.48,-9.425670897222794,0.0,0.0,0.06438385405815072,-0.0
2020-06-29,31.78,44.153840869206626,32.83,-12.373840869206624,0.0,0.0,-0.04903671428199097,0.0
2020-06-30,30.43,44.1512066145563,31.83,-13.721206614556301,0.0,0.0,-0.03093349021949976,0.0
2020-07-01,28.62,44.15133567661508,30.83,-15.531335676615083,0.0,0.0,-0.031920999395942395,0.0
2020-07-02,27.68,44.13069105331657,30.08,-16.450691053316568,0.0,0.0,-0.024627742816420106,0.0
2020-07-06,27.94,44.16657741864141,30.2,-16.22657741864141,0.0,0.0,0.003981425299184771,-0.0
2020-07-07,29.43,44.15958071936296,31.13,-14.729580719362957,0.0,0.0,0.030330060072692788,-0.0
2020-07-08,28.08,44.17588275914514,30.43,-16.09588275914514,0.0,0.0,-0.02274302054463684,0.0
2020-07-09,29.26,44.17937307299597,31.23,-14.91937307299597,0.0,0.0,0.025950207386107316,-0.0
2020-07-10,27.29,44.19854808310681,30.33,-16.90854808310681,0.0,0.0,-0.02924184959449727,0.0
2020-07-13,32.19,44.21721820779407,32.98,-12.027218207794071,0.0,0.0,0.0837639954309628,-0.0
2020-07-14,29.52,44.285801994672205,31.28,-14.765801994672206,0.0,0.0,-0.05292240145434235,0.0
2020-07-15,27.76,44.287575210600984,30.38,-16.527575210600983,0.0,0.0,-0.029194418509483455,0.0
2020-07-16,28.0,44.28697493311631,30.28,-16.286974933116312,0.0,0.0,-0.0032970685983788606,0.0
2020-07-17,25.68,44.26657787814267,28.98,-18.58657787814267,0.0,0.0,-0.043881491676711626,0.0
2020-07-20,24.46,44.24174273924376,27.53,-19.78174273924376,0.0,0.0,-0.05132961773802025,0.0
2020-07-21,24.84,44.17297166900972,27.83,-19.33297166900972,0.0,0.0,0.010838256383283174,-0.0
2020-07-22,24.32,43.996940293410184,29.13,-19.676940293410183,0.0,0.0,0.0456539954335442,-0.0
2020-07-23,26.08,43.95755454965165,30.28,-17.87755454965165,0.0,0.0,0.0387188575979045,-0.0
2020-07-24,25.84,43.50737858226027,30.53,-17.667378582260273,0.0,0.0,0.00822237817753857,-0.0
2020-07-27,24.74,43.36636256506322,29.93,-18.62636256506322,0.0,0.0,-0.01984848488217894,0.0
2020-07-28,25.44,42.680128092980304,29.88,-17.240128092980303,0.0,0.0,-0.0016719615999911674,0.0
2020-07-29,24.1,42.47024393073254,29.48,-18.370243930732542,0.0,0.0,-0.013477292943480546,0.0
2020-07-30,24.76,42.13968155612391,29.83,-17.37968155612391,0.0,0.0,0.011802531205521216,-0.0
2020-07-31,24.46,41.96910633257286,29.63,-17.509106332572863,0.0,0.0,-0.006727236941183268,0.0
2020-08-03,24.28,41.265018204941725,29.38,-16.985018204941724,0.0,0.0,-0.008473190839742628,0.0
2020-08-04,23.76,41.23772954825229,28.43,-17.477729548252288,0.0,0.0,-0.03286924508282274,0.0
2020-08-05,22.99,41.21948582021697,28.13,-18.22948582021697,0.0,0.0,-0.010608303161142807,0.0
2020-08-06,22.65,40.91950309880675,27.88,-18.26950309880675,0.0,0.0,-0.008927036609442496,0.0
2020-08-07,22.21,37.50448811730009,27.83,-15.29448811730009,0.0,0.0,-0.001795010354523896,0.0
2020-08-10,22.13,35.034577707000096,27.13,-12.904577707000097,0.0,0.0,-0.02547444886695871,0.0
2020-08-11,24.03,34.27454086719552,28.18,-10.244540867195518,0.0,0.0,0.03797237979969381,-0.0
2020-08-12,22.28,34.26480581793305,26.88,-11.98480581793305,0.0,0.0,-0.047229990815585765,0.0
2020-08-13,22.13,34.23303289907485,26.83,-12.10303289907485,0.0,0.0,-0.0018618512174159996,0.0
2020-08-14,22.05,33.80334344972202,26.98,-11.75334344972202,0.0,0.0,0.00557518634207721,-0.0
2020-08-17,21.35,29.494998804540927,25.83,-8.144998804540926,0.0,0.0,-0.04355924367186059,0.0
2020-08-18,21.51,29.290228155647952,25.48,-7.780228155647951,0.0,0.0,-0.013642776403786527,0.0
2020-08-19,22.54,27.625108774280488,29.38,-5.085108774280489,0.0,0.0,0.1424203400417685,-0.0
2020-08-20,22.72,27.5359864286948,29.23,-4.815986428694803,0.0,0.0,-0.0051185916225766626,0.0
2020-08-21,22.54,26.147948748382138,29.58,-3.607948748382139,0.0,0.0,0.011902878159498975,-0.0
2020-08-24,22.37,25.295153141379924,29.58,-2.9251531413799228,0.0,0.0,0.0,-0.0
2020-08-25,22.03,24.33677103673454,29.48,-2.3067710367345384,0.0,0.0,-0.003386389961517633,0.0
2020-08-26,23.27,23.915763526916358,30.38,-0.6457635269163582,0.0,0.0,0.030072429846490945,-0.0
2020-08-27,24.47,23.540434643772837,31.33,0.9295653562271617,-1.0,0.0,0.030791607796473386,-0.0
2020-08-28,22.96,23.49086987770542,31.68,-0.5308698777054204,0.0,-1.0,0.011109461982124813,0.011109461982124813
2020-08-31,26.41,23.388889405080292,33.23,3.0211105949197083,-1.0,0.0,0.047767515420277906,-0.0
2020-09-01,26.12,22.152878074783022,33.53,3.967121925216979,-1.0,-1.0,0.00898747811163414,0.00898747811163414
2020-09-02,26.57,22.185910162800635,35.33,4.384089837199365,-1.0,-1.0,0.052291900892916576,0.052291900892916576
2020-09-03,33.6,22.601054875541646,39.03,10.998945124458356,-1.0,-1.0,0.09959811982146993,0.09959811982146993
2020-09-04,30.75,22.54865162881873,36.18,8.201348371181268,-1.0,-1.0,-0.07582410122537464,-0.07582410122537464
2020-09-08,31.46,22.810721676136307,34.63,8.649278323863694,-1.0,-1.0,-0.04378612155281836,-0.04378612155281836
2020-09-09,28.81,22.686532269434792,33.23,6.123467730565206,-1.0,-1.0,-0.04126727604782765,-0.04126727604782765
2020-09-10,29.71,22.157856695464133,32.68,7.552143304535868,-1.0,-1.0,-0.016689812374700796,-0.016689812374700796
2020-09-11,26.87,22.164456532562387,31.88,4.705543467437614,-1.0,-1.0,-0.024784416069787873,-0.024784416069787873
2020-09-14,25.85,22.093416136918297,31.38,3.7565838630817048,-1.0,-1.0,-0.015808106617127837,-0.015808106617127837
2020-09-15,25.59,21.715344848342358,30.43,3.8746551516576417,-1.0,-1.0,-0.03074178339600664,-0.03074178339600664
2020-09-16,26.04,21.66017268575387,30.78,4.379827314246128,-1.0,-1.0,0.011436164501853252,0.011436164501853252
2020-09-17,26.46,21.704582616728345,30.58,4.755417383271656,-1.0,-1.0,-0.006518927909816785,-0.006518927909816785
2020-09-18,25.83,21.532082687522898,30.68,4.2979173124771,-1.0,-1.0,0.0032647759981392355,0.0032647759981392355
2020-09-21,27.78,21.601896614034263,31.68,6.178103385965738,-1.0,-1.0,0.03207459044716954,0.03207459044716954
2020-09-22,26.86,21.613795855754088,32.18,5.246204144245912,-1.0,-1.0,0.01565957461801215,0.01565957461801215
