date,6B_FRONT_CALENDAR,6E_FRONT_CALENDAR,6J_FRONT_CALENDAR,CL_FRONT_VOLUME,ES_FRONT_CALENDAR_2D,GC_FRONT_VOLUME,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,SR3_FRONT_CALENDAR,UB_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,ZT_FRONT_VOLUME
2020-04-21,0.010854707726943857,0.0006439742410302429,-0.0015602302684670777,0.34085566525622946,0.026887922619575844,-0.0001758190236182955,0.031156037914149115,0.008509941903281137,5.001750612709799e-05,0.010603139630955605,0.00018677624206198118,0.0010104412260019124,3.544967918034381e-05
2020-04-29,-0.0035392535392535507,-0.0045255137381665644,0.0014942099364960715,-0.20300751879699241,-0.025944628243078638,0.005639207022847481,-0.037012746300151056,0.0017960649848968169,0.00010003000900282721,-0.006197493458201309,0.0003739249657235266,-0.00011241007194240371,0.0002127282396737762
2020-06-19,0.006435006435006385,-0.0026309921962095473,0.001122814521734572,-0.006369426751592355,0.022392834293026187,0.014792557494510694,0.009347425095966866,-0.008602009324315318,0.0,0.00435540069686402,0.00031141006477319877,0.00045055192610954364,0.00014162801402117786
2020-06-23,-0.0006398464368553292,0.002747496233271196,-0.004115446285408941,0.020757020757020794,-0.00344302986628231,0.010015844273426833,0.003004852097238997,0.04678323985483346,0.0,-0.004489500362056531,0.00043602840413603516,0.0003381043615462431,7.080899274214403e-05
2020-06-24,0.006953880585085281,0.005214778150963384,0.005429286208548545,0.05311720698254374,-0.02386308854250363,-0.007451397837413998,-0.020332490238931356,0.05025612626332543,5.003627630051355e-05,-0.014111143439045737,0.0004981009899758249,0.0018026137899955774,3.5401989591843375e-05
2020-07-03,0.00048154093097907413,0.00031126328427233396,-0.0003226153349822347,0.0012416190712689623,-0.0037572947477816365,0.00016787912702853625,-0.0023429385763629185,-0.007263077030518983,-5.0037528146029686e-05,0.00014332807797046154,6.213109661379335e-05,0.00011227124733359517,0.0
2020-07-07,0.004963176432916994,-0.003138953976745129,-0.002897928517763382,-0.008836524300441795,-0.011567516525023636,0.006797036046576332,-0.008435150375939893,-0.0061943207126948785,2.5021894157539748e-05,0.011226252158894612,0.00043518806341302785,0.0014610024724657222,3.538570417549458e-05
2020-07-08,0.005257288513621061,0.0053219797764767485,0.003659849300323037,0.012877662209014318,0.008598041557200897,0.006253112722040877,0.01251155185896069,0.021857923497267895,5.004253615559229e-05,-0.002846569883290684,-0.00031071339796173714,-0.0008977668050723642,-3.538445207174057e-05
2020-07-28,0.004972418615492247,-0.004119070873497832,0.0021054847878723137,-0.01414189837008617,-0.0057169344870210415,-0.004899709079773329,-0.012595517958544633,0.003094933728049698,-0.0,0.00847810979847119,0.0009319664492077884,0.0019051888378347481,0.00021228417775254194
2020-08-05,0.003516281914080377,0.005035331951085187,0.001956222903669147,0.016125150421179235,0.005986662625037997,0.0014158082312158982,0.0014675005079809456,-0.00020061522000813792,-2.5022520268258575e-05,-0.006156792994937765,-0.0011761064685855693,-0.002004008016032066,-0.00017677839060947775
